,YEAR,STATE,CONSTITUENCY,PARTY,% of VOTES SECURED
419,1989,ANDHRA PRADESH,HYDERABAD,IND,0.03
420,1989,ANDHRA PRADESH,HYDERABAD,IND,0.03
421,1989,ANDHRA PRADESH,HYDERABAD,IND,0.02
422,1989,ANDHRA PRADESH,HYDERABAD,IND,0.02
423,1989,ANDHRA PRADESH,SECUNDERABAD,BJP,48.19
424,1989,ANDHRA PRADESH,SECUNDERABAD,INC,32.05
425,1989,ANDHRA PRADESH,SECUNDERABAD,JD,17.74
426,1989,ANDHRA PRADESH,SECUNDERABAD,JP,0.32
427,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.24
428,1989,ANDHRA PRADESH,SECUNDERABAD,BSP,0.13
429,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.13
430,1989,ANDHRA PRADESH,SECUNDERABAD,SRP,0.11
431,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.08
432,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.07
433,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.07
434,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.06
435,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.06
436,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.05
437,1989,ANDHRA PRADESH,SECUNDERABAD,JNP,0.05
438,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.05
439,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.04
440,1989,ANDHRA PRADESH,SECUNDERABAD,MSD,0.04
441,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.04
442,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.04
443,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.03
444,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.03
445,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.03
446,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.03
447,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.03
448,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.03
449,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.03
450,1989,ANDHRA PRADESH,SECUNDERABAD,BDLP,0.03
451,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.02
452,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.02
453,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.02
454,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.02
455,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.02
456,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.02
457,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.02
458,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.02
459,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.02
460,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.01
461,1989,ANDHRA PRADESH,SIDDIPET (SC),INC,48.6
462,1989,ANDHRA PRADESH,SIDDIPET (SC),TDP,29.96
463,1989,ANDHRA PRADESH,SIDDIPET (SC),BJP,13.81
464,1989,ANDHRA PRADESH,SIDDIPET (SC),IND,2.83
465,1989,ANDHRA PRADESH,SIDDIPET (SC),IND,2.17
466,1989,ANDHRA PRADESH,SIDDIPET (SC),IND,0.77
467,1989,ANDHRA PRADESH,SIDDIPET (SC),BSP,0.62
468,1989,ANDHRA PRADESH,SIDDIPET (SC),IND,0.32
469,1989,ANDHRA PRADESH,SIDDIPET (SC),IND,0.3
470,1989,ANDHRA PRADESH,SIDDIPET (SC),JP,0.24
471,1989,ANDHRA PRADESH,SIDDIPET (SC),IND,0.17
472,1989,ANDHRA PRADESH,SIDDIPET (SC),IND,0.15
473,1989,ANDHRA PRADESH,SIDDIPET (SC),IND,0.06
474,1989,ANDHRA PRADESH,MEDAK,INC,50.67
475,1989,ANDHRA PRADESH,MEDAK,TDP,28.04
476,1989,ANDHRA PRADESH,MEDAK,BJP,15.79
477,1989,ANDHRA PRADESH,MEDAK,BSP,2.87
478,1989,ANDHRA PRADESH,MEDAK,IND,0.71
479,1989,ANDHRA PRADESH,MEDAK,IND,0.59
480,1989,ANDHRA PRADESH,MEDAK,JP,0.43
481,1989,ANDHRA PRADESH,MEDAK,IND,0.37
482,1989,ANDHRA PRADESH,MEDAK,IND,0.21
483,1989,ANDHRA PRADESH,MEDAK,IND,0.19
484,1989,ANDHRA PRADESH,MEDAK,IND,0.13
485,1989,ANDHRA PRADESH,NIZAMABAD,TDP,44.41
486,1989,ANDHRA PRADESH,NIZAMABAD,INC,32.62
487,1989,ANDHRA PRADESH,NIZAMABAD,BJP,18.6
488,1989,ANDHRA PRADESH,NIZAMABAD,BSP,0.92
489,1989,ANDHRA PRADESH,NIZAMABAD,IND,0.72
490,1989,ANDHRA PRADESH,NIZAMABAD,IND,0.48
491,1989,ANDHRA PRADESH,NIZAMABAD,IND,0.42
492,1989,ANDHRA PRADESH,NIZAMABAD,IND,0.41
493,1989,ANDHRA PRADESH,NIZAMABAD,LKP,0.28
494,1989,ANDHRA PRADESH,NIZAMABAD,IND,0.24
495,1989,ANDHRA PRADESH,NIZAMABAD,IND,0.23
496,1989,ANDHRA PRADESH,NIZAMABAD,IND,0.15
497,1989,ANDHRA PRADESH,NIZAMABAD,JP,0.12
498,1989,ANDHRA PRADESH,NIZAMABAD,IND,0.11
499,1989,ANDHRA PRADESH,NIZAMABAD,IND,0.09
500,1989,ANDHRA PRADESH,NIZAMABAD,IND,0.06
501,1989,ANDHRA PRADESH,NIZAMABAD,IND,0.05
502,1989,ANDHRA PRADESH,NIZAMABAD,IND,0.05
503,1989,ANDHRA PRADESH,NIZAMABAD,IND,0.02
504,1989,ANDHRA PRADESH,ADILABAD,TDP,40.96
505,1989,ANDHRA PRADESH,ADILABAD,INC,33.12
506,1989,ANDHRA PRADESH,ADILABAD,BJP,20.94
507,1989,ANDHRA PRADESH,ADILABAD,IND,1.88
508,1989,ANDHRA PRADESH,ADILABAD,IND,1.44
509,1989,ANDHRA PRADESH,ADILABAD,IND,0.78
510,1989,ANDHRA PRADESH,ADILABAD,IND,0.63
511,1989,ANDHRA PRADESH,ADILABAD,IND,0.13
512,1989,ANDHRA PRADESH,ADILABAD,IND,0.11
513,1989,ANDHRA PRADESH,PEDDAPALLI (SC),INC,49.92
514,1989,ANDHRA PRADESH,PEDDAPALLI (SC),TDP,28.05
515,1989,ANDHRA PRADESH,PEDDAPALLI (SC),BJP,10.49
516,1989,ANDHRA PRADESH,PEDDAPALLI (SC),IND,2.44
517,1989,ANDHRA PRADESH,PEDDAPALLI (SC),IND,2.02
518,1989,ANDHRA PRADESH,PEDDAPALLI (SC),JP,1.49
519,1989,ANDHRA PRADESH,PEDDAPALLI (SC),IND,1.01
520,1989,ANDHRA PRADESH,PEDDAPALLI (SC),IND,0.89
521,1989,ANDHRA PRADESH,PEDDAPALLI (SC),IND,0.84
522,1989,ANDHRA PRADESH,PEDDAPALLI (SC),IND,0.73
523,1989,ANDHRA PRADESH,PEDDAPALLI (SC),BSP,0.53
524,1989,ANDHRA PRADESH,PEDDAPALLI (SC),IND,0.52
525,1989,ANDHRA PRADESH,PEDDAPALLI (SC),IND,0.48
526,1989,ANDHRA PRADESH,PEDDAPALLI (SC),IND,0.47
527,1989,ANDHRA PRADESH,PEDDAPALLI (SC),IND,0.11
528,1989,ANDHRA PRADESH,KARIMNAGAR,INC,43.42
529,1989,ANDHRA PRADESH,KARIMNAGAR,IND,20.63
530,1989,ANDHRA PRADESH,KARIMNAGAR,BJP,19.39
531,1989,ANDHRA PRADESH,KARIMNAGAR,JD,8.8
532,1989,ANDHRA PRADESH,KARIMNAGAR,IND,1.89
533,1989,ANDHRA PRADESH,KARIMNAGAR,JP,1.38
534,1989,ANDHRA PRADESH,KARIMNAGAR,IND,1.13
535,1989,ANDHRA PRADESH,KARIMNAGAR,IND,0.6
536,1989,ANDHRA PRADESH,KARIMNAGAR,BSP,0.59
537,1989,ANDHRA PRADESH,KARIMNAGAR,IND,0.55
538,1989,ANDHRA PRADESH,KARIMNAGAR,IND,0.48
539,1989,ANDHRA PRADESH,KARIMNAGAR,IND,0.3
540,1989,ANDHRA PRADESH,KARIMNAGAR,IND,0.26
541,1989,ANDHRA PRADESH,KARIMNAGAR,LKP,0.24
542,1989,ANDHRA PRADESH,KARIMNAGAR,IND,0.21
543,1989,ANDHRA PRADESH,KARIMNAGAR,IND,0.13
544,1989,ANDHRA PRADESH,HANAMKONDA,INC,49.28
545,1989,ANDHRA PRADESH,HANAMKONDA,TDP,32.41
546,1989,ANDHRA PRADESH,HANAMKONDA,BJP,10.31
547,1989,ANDHRA PRADESH,HANAMKONDA,IND,3.14
548,1989,ANDHRA PRADESH,HANAMKONDA,MCPI,2.14
549,1989,ANDHRA PRADESH,HANAMKONDA,IND,0.8
550,1989,ANDHRA PRADESH,HANAMKONDA,JP,0.45
551,1989,ANDHRA PRADESH,HANAMKONDA,IND,0.42
552,1989,ANDHRA PRADESH,HANAMKONDA,IND,0.39
553,1989,ANDHRA PRADESH,HANAMKONDA,BSP,0.35
554,1989,ANDHRA PRADESH,HANAMKONDA,IND,0.31
555,1989,ANDHRA PRADESH,WARANGAL,INC,44.92
556,1989,ANDHRA PRADESH,WARANGAL,TDP,35.91
557,1989,ANDHRA PRADESH,WARANGAL,BJP,5.61
558,1989,ANDHRA PRADESH,WARANGAL,MCPI,5.36
559,1989,ANDHRA PRADESH,WARANGAL,IND,4.26
560,1989,ANDHRA PRADESH,WARANGAL,IND,1.63
561,1989,ANDHRA PRADESH,WARANGAL,IND,0.96
562,1989,ANDHRA PRADESH,WARANGAL,BSP,0.56
563,1989,ANDHRA PRADESH,WARANGAL,JP,0.38
564,1989,ANDHRA PRADESH,WARANGAL,IND,0.27
565,1989,ANDHRA PRADESH,WARANGAL,IND,0.09
566,1989,ANDHRA PRADESH,WARANGAL,IND,0.04
567,1989,ANDHRA PRADESH,KHAMMAM,INC,44.2
568,1989,ANDHRA PRADESH,KHAMMAM,CPM,43.37
569,1989,ANDHRA PRADESH,KHAMMAM,IND,6.43
570,1989,ANDHRA PRADESH,KHAMMAM,BJP,1.8
571,1989,ANDHRA PRADESH,KHAMMAM,IND,0.56
572,1989,ANDHRA PRADESH,KHAMMAM,IND,0.55
573,1989,ANDHRA PRADESH,KHAMMAM,IND,0.48
574,1989,ANDHRA PRADESH,KHAMMAM,IND,0.37
575,1989,ANDHRA PRADESH,KHAMMAM,JP,0.36
576,1989,ANDHRA PRADESH,KHAMMAM,IND,0.36
577,1989,ANDHRA PRADESH,KHAMMAM,IND,0.3
578,1989,ANDHRA PRADESH,KHAMMAM,IND,0.29
579,1989,ANDHRA PRADESH,KHAMMAM,IND,0.26
580,1989,ANDHRA PRADESH,KHAMMAM,IND,0.21
581,1989,ANDHRA PRADESH,KHAMMAM,BSP,0.17
582,1989,ANDHRA PRADESH,KHAMMAM,IND,0.13
583,1989,ANDHRA PRADESH,KHAMMAM,IND,0.09
584,1989,ANDHRA PRADESH,KHAMMAM,IND,0.08
585,1989,ANDHRA PRADESH,NALGONDA,CPI,42.3
586,1989,ANDHRA PRADESH,NALGONDA,INC,32.05
587,1989,ANDHRA PRADESH,NALGONDA,BJP,22.84
588,1989,ANDHRA PRADESH,NALGONDA,IND,0.53
589,1989,ANDHRA PRADESH,NALGONDA,BSP,0.52
590,1989,ANDHRA PRADESH,NALGONDA,IND,0.5
591,1989,ANDHRA PRADESH,NALGONDA,JP,0.38
592,1989,ANDHRA PRADESH,NALGONDA,IND,0.26
593,1989,ANDHRA PRADESH,NALGONDA,IND,0.26
594,1989,ANDHRA PRADESH,NALGONDA,LKD,0.23
595,1989,ANDHRA PRADESH,NALGONDA,IND,0.12
596,1989,ANDHRA PRADESH,MIRYALGUDA,CPM,43.52
597,1989,ANDHRA PRADESH,MIRYALGUDA,INC,42.36
598,1989,ANDHRA PRADESH,MIRYALGUDA,BJP,6.09
599,1989,ANDHRA PRADESH,MIRYALGUDA,IND,3.77
600,1989,ANDHRA PRADESH,MIRYALGUDA,IND,1.1
601,1989,ANDHRA PRADESH,MIRYALGUDA,IND,0.73
602,1989,ANDHRA PRADESH,MIRYALGUDA,JP,0.48
603,1989,ANDHRA PRADESH,MIRYALGUDA,IND,0.48
604,1989,ANDHRA PRADESH,MIRYALGUDA,IND,0.47
605,1989,ANDHRA PRADESH,MIRYALGUDA,IND,0.35
606,1989,ANDHRA PRADESH,MIRYALGUDA,BSP,0.33
607,1989,ANDHRA PRADESH,MIRYALGUDA,IND,0.21
608,1989,ANDHRA PRADESH,MIRYALGUDA,IND,0.1
609,1989,ARUNACHAL PRADESH,ARUNACHAL WEST,INC,71.68
610,1989,ARUNACHAL PRADESH,ARUNACHAL WEST,JD,24.76
611,1989,ARUNACHAL PRADESH,ARUNACHAL WEST,BJP,3.56
612,1989,ARUNACHAL PRADESH,ARUNACHAL EAST,INC,65.53
613,1989,ARUNACHAL PRADESH,ARUNACHAL EAST,JD,24.57
614,1989,ARUNACHAL PRADESH,ARUNACHAL EAST,BJP,9.25
615,1989,ARUNACHAL PRADESH,ARUNACHAL EAST,IND,0.65
616,1989,ASSAM,KARIMGANJ (SC),BJP,39.2
617,1989,ASSAM,KARIMGANJ (SC),JD,30.79
618,1989,ASSAM,KARIMGANJ (SC),AGP,11.19
619,1989,ASSAM,KARIMGANJ (SC),INC,9.43
620,1989,ASSAM,KARIMGANJ (SC),IND,2.36
621,1989,ASSAM,KARIMGANJ (SC),ICS(SCS),1.98
622,1989,ASSAM,KARIMGANJ (SC),IND,1.09
623,1989,ASSAM,KARIMGANJ (SC),IND,0.83
624,1989,ASSAM,KARIMGANJ (SC),JP,0.8
625,1989,ASSAM,KARIMGANJ (SC),IND,0.72
626,1989,ASSAM,KARIMGANJ (SC),IND,0.66
627,1989,ASSAM,KARIMGANJ (SC),IND,0.34
628,1989,ASSAM,KARIMGANJ (SC),IND,0.32
629,1989,ASSAM,KARIMGANJ (SC),IND,0.27
630,1989,ASSAM,SILCHAR,BJP,38.87
631,1989,ASSAM,SILCHAR,CPM,36.81
632,1989,ASSAM,SILCHAR,INC,16.73
633,1989,ASSAM,SILCHAR,AGP,2.61
634,1989,ASSAM,SILCHAR,NAGP,1.7
635,1989,ASSAM,SILCHAR,IND,0.99
636,1989,ASSAM,SILCHAR,IND,0.87
637,1989,ASSAM,SILCHAR,URC,0.75
638,1989,ASSAM,SILCHAR,IND,0.67
639,1989,ASSAM,AUTONOMOUS DISTRICT (ST),ADC,47.12
640,1989,ASSAM,AUTONOMOUS DISTRICT (ST),INC,27.64
641,1989,ASSAM,AUTONOMOUS DISTRICT (ST),AGP,15.03
642,1989,ASSAM,AUTONOMOUS DISTRICT (ST),IND,5.41
643,1989,ASSAM,AUTONOMOUS DISTRICT (ST),BJP,4.8
644,1989,ASSAM,DHUBRI,INC,26.53
645,1989,ASSAM,DHUBRI,BJP,19.62
646,1989,ASSAM,DHUBRI,JD,11.67
647,1989,ASSAM,DHUBRI,ICS(SCS),8.75
648,1989,ASSAM,DHUBRI,CPI,8.22
649,1989,ASSAM,DHUBRI,IND,7.7
650,1989,ASSAM,DHUBRI,AGP,7.39
651,1989,ASSAM,DHUBRI,UMF,4.64
652,1989,ASSAM,DHUBRI,NAGP,2.39
653,1989,ASSAM,DHUBRI,URC,1.32
654,1989,ASSAM,DHUBRI,IND,0.91
655,1989,ASSAM,DHUBRI,JP,0.85
656,1989,ASSAM,KOKRAJHAR (ST),IND,53.2
657,1989,ASSAM,KOKRAJHAR (ST),INC,20.39
658,1989,ASSAM,KOKRAJHAR (ST),AGP,17.55
659,1989,ASSAM,KOKRAJHAR (ST),PTCA,8.85
660,1989,ASSAM,BARPETA,CPM,30.44
661,1989,ASSAM,BARPETA,INC,22.62
662,1989,ASSAM,BARPETA,AGP,13.69
663,1989,ASSAM,BARPETA,UMF,9.87
664,1989,ASSAM,BARPETA,NAGP,5.19
665,1989,ASSAM,BARPETA,JP,3.81
666,1989,ASSAM,BARPETA,JD,3.79
667,1989,ASSAM,BARPETA,IND,3.59
668,1989,ASSAM,BARPETA,IND,2.0
669,1989,ASSAM,BARPETA,URC,1.45
670,1989,ASSAM,BARPETA,IND,1.07
671,1989,ASSAM,BARPETA,IND,0.82
672,1989,ASSAM,BARPETA,IND,0.76
673,1989,ASSAM,BARPETA,AJD,0.48
674,1989,ASSAM,BARPETA,IND,0.4
675,1989,ASSAM,GAUHATI,INC,23.84
676,1989,ASSAM,GAUHATI,NAGP,17.54
677,1989,ASSAM,GAUHATI,AGP,16.57
678,1989,ASSAM,GAUHATI,SLP,14.22
679,1989,ASSAM,GAUHATI,BJP,7.55
680,1989,ASSAM,GAUHATI,CPI,4.21
681,1989,ASSAM,GAUHATI,URC,3.75
682,1989,ASSAM,GAUHATI,IND,3.47
683,1989,ASSAM,GAUHATI,IND,3.33
684,1989,ASSAM,GAUHATI,JP,1.15
685,1989,ASSAM,GAUHATI,IND,1.08
686,1989,ASSAM,GAUHATI,AJD,0.74
687,1989,ASSAM,GAUHATI,IND,0.69
688,1989,ASSAM,GAUHATI,IND,0.51
689,1989,ASSAM,GAUHATI,IND,0.45
690,1989,ASSAM,GAUHATI,IND,0.41
691,1989,ASSAM,GAUHATI,IND,0.33
692,1989,ASSAM,GAUHATI,IND,0.14
693,1989,ASSAM,MANGALDOI,INC,24.02
694,1989,ASSAM,MANGALDOI,AGP,21.39
695,1989,ASSAM,MANGALDOI,IND,14.91
696,1989,ASSAM,MANGALDOI,ICS(SCS),12.76
697,1989,ASSAM,MANGALDOI,NAGP,12.34
698,1989,ASSAM,MANGALDOI,URC,4.87
699,1989,ASSAM,MANGALDOI,IND,2.08
700,1989,ASSAM,MANGALDOI,IND,1.74
701,1989,ASSAM,MANGALDOI,JP,1.44
702,1989,ASSAM,MANGALDOI,IND,1.13
703,1989,ASSAM,MANGALDOI,IND,1.08
704,1989,ASSAM,MANGALDOI,IND,0.99
705,1989,ASSAM,MANGALDOI,IND,0.52
706,1989,ASSAM,MANGALDOI,IND,0.37
707,1989,ASSAM,MANGALDOI,IND,0.35
708,1989,ASSAM,TEZPUR,INC,41.89
709,1989,ASSAM,TEZPUR,AGP,23.18
710,1989,ASSAM,TEZPUR,NAGP,10.9
711,1989,ASSAM,TEZPUR,URC,7.01
712,1989,ASSAM,TEZPUR,BJP,5.98
713,1989,ASSAM,TEZPUR,IND,3.76
714,1989,ASSAM,TEZPUR,IND,2.22
715,1989,ASSAM,TEZPUR,IND,2.14
716,1989,ASSAM,TEZPUR,IND,2.1
717,1989,ASSAM,TEZPUR,DDP,0.82
718,1989,ASSAM,NOWGONG,AGP,24.35
719,1989,ASSAM,NOWGONG,INC,22.27
720,1989,ASSAM,NOWGONG,UMF,17.11
721,1989,ASSAM,NOWGONG,BJP,17.0
722,1989,ASSAM,NOWGONG,JD,4.42
723,1989,ASSAM,NOWGONG,SLP,3.94
724,1989,ASSAM,NOWGONG,NAGP,2.95
725,1989,ASSAM,NOWGONG,IND,2.24
726,1989,ASSAM,NOWGONG,ICS(SCS),1.65
727,1989,ASSAM,NOWGONG,AJP,1.29
728,1989,ASSAM,NOWGONG,IND,1.27
729,1989,ASSAM,NOWGONG,DDP,0.91
730,1989,ASSAM,NOWGONG,IND,0.59
731,1989,ASSAM,KALIABOR,INC,45.56
732,1989,ASSAM,KALIABOR,AGP,26.3
733,1989,ASSAM,KALIABOR,NAGP,9.34
734,1989,ASSAM,KALIABOR,JD,7.78
735,1989,ASSAM,KALIABOR,URC,3.56
736,1989,ASSAM,KALIABOR,IND,2.33
737,1989,ASSAM,KALIABOR,IND,1.39
738,1989,ASSAM,KALIABOR,IND,1.07
739,1989,ASSAM,KALIABOR,IND,0.95
740,1989,ASSAM,KALIABOR,IND,0.72
741,1989,ASSAM,KALIABOR,IND,0.63
742,1989,ASSAM,KALIABOR,JD(S),0.38
743,1989,ASSAM,JORHAT,INC,44.9
744,1989,ASSAM,JORHAT,AGP,24.14
745,1989,ASSAM,JORHAT,CPI,11.4
746,1989,ASSAM,JORHAT,NAGP,6.95
747,1989,ASSAM,JORHAT,URC,3.42
748,1989,ASSAM,JORHAT,IND,2.25
749,1989,ASSAM,JORHAT,IND,1.99
750,1989,ASSAM,JORHAT,IND,1.24
751,1989,ASSAM,JORHAT,IND,1.09
752,1989,ASSAM,JORHAT,IND,0.83
753,1989,ASSAM,JORHAT,IND,0.78
754,1989,ASSAM,JORHAT,IND,0.62
755,1989,ASSAM,JORHAT,JD(S),0.4
756,1989,ASSAM,DIBRUGARH,INC,50.53
757,1989,ASSAM,DIBRUGARH,AGP,21.96
758,1989,ASSAM,DIBRUGARH,NAGP,7.25
759,1989,ASSAM,DIBRUGARH,BJP,5.74
760,1989,ASSAM,DIBRUGARH,IPF,5.17
761,1989,ASSAM,DIBRUGARH,IND,2.96
762,1989,ASSAM,DIBRUGARH,ICS(SCS),2.13
763,1989,ASSAM,DIBRUGARH,URC,1.23
764,1989,ASSAM,DIBRUGARH,IND,1.05
765,1989,ASSAM,DIBRUGARH,IND,1.03
766,1989,ASSAM,DIBRUGARH,IND,0.54
767,1989,ASSAM,DIBRUGARH,IND,0.42
768,1989,ASSAM,LAKHIMPUR,INC,31.36
769,1989,ASSAM,LAKHIMPUR,AGP,21.1
770,1989,ASSAM,LAKHIMPUR,IND,14.97
771,1989,ASSAM,LAKHIMPUR,JD,11.2
772,1989,ASSAM,LAKHIMPUR,CPI,5.4
773,1989,ASSAM,LAKHIMPUR,IND,3.6
774,1989,ASSAM,LAKHIMPUR,PTCA,2.73
775,1989,ASSAM,LAKHIMPUR,IND,2.13
776,1989,ASSAM,LAKHIMPUR,NAGP,1.88
777,1989,ASSAM,LAKHIMPUR,IND,1.74
778,1989,ASSAM,LAKHIMPUR,JP,1.04
779,1989,ASSAM,LAKHIMPUR,IND,0.92
780,1989,ASSAM,LAKHIMPUR,IND,0.73
781,1989,ASSAM,LAKHIMPUR,IND,0.68
782,1989,ASSAM,LAKHIMPUR,IND,0.53
783,1989,BIHAR,BAGAHA (SC),JD,46.45
784,1989,BIHAR,BAGAHA (SC),BJP,34.07
785,1989,BIHAR,BAGAHA (SC),INC,14.71
786,1989,BIHAR,BAGAHA (SC),JP,2.19
787,1989,BIHAR,BAGAHA (SC),IND,1.02
788,1989,BIHAR,BAGAHA (SC),IND,0.29
789,1989,BIHAR,BAGAHA (SC),IND,0.27
790,1989,BIHAR,BAGAHA (SC),IND,0.22
791,1989,BIHAR,BAGAHA (SC),DDP,0.21
792,1989,BIHAR,BAGAHA (SC),IND,0.19
793,1989,BIHAR,BAGAHA (SC),IND,0.15
794,1989,BIHAR,BAGAHA (SC),IND,0.14
795,1989,BIHAR,BAGAHA (SC),IND,0.07
796,1989,BIHAR,BETTIAH,JD,54.52
797,1989,BIHAR,BETTIAH,BJP,35.58
798,1989,BIHAR,BETTIAH,INC,5.67
799,1989,BIHAR,BETTIAH,JP,2.71
800,1989,BIHAR,BETTIAH,IND,0.24
801,1989,BIHAR,BETTIAH,BSP,0.23
802,1989,BIHAR,BETTIAH,IND,0.23
803,1989,BIHAR,BETTIAH,ICS(SCS),0.19
804,1989,BIHAR,BETTIAH,IND,0.18
805,1989,BIHAR,BETTIAH,IND,0.06
806,1989,BIHAR,BETTIAH,IND,0.06
807,1989,BIHAR,BETTIAH,IND,0.06
808,1989,BIHAR,BETTIAH,IND,0.05
809,1989,BIHAR,BETTIAH,IND,0.04
810,1989,BIHAR,BETTIAH,IND,0.04
811,1989,BIHAR,BETTIAH,IND,0.03
812,1989,BIHAR,BETTIAH,IND,0.03
813,1989,BIHAR,BETTIAH,IND,0.03
814,1989,BIHAR,BETTIAH,DDP,0.03
815,1989,BIHAR,BETTIAH,IND,0.02
816,1989,BIHAR,BETTIAH,IND,0.01
817,1989,BIHAR,MOTIHARI,CPI,47.55
818,1989,BIHAR,MOTIHARI,BJP,29.92
819,1989,BIHAR,MOTIHARI,INC,17.28
820,1989,BIHAR,MOTIHARI,JP,4.32
821,1989,BIHAR,MOTIHARI,SKD,0.2
822,1989,BIHAR,MOTIHARI,IND,0.2
823,1989,BIHAR,MOTIHARI,DDP,0.18
824,1989,BIHAR,MOTIHARI,IND,0.15
825,1989,BIHAR,MOTIHARI,IND,0.08
826,1989,BIHAR,MOTIHARI,IND,0.07
827,1989,BIHAR,MOTIHARI,IND,0.05
828,1989,BIHAR,GOPALGANJ,JD,50.33
829,1989,BIHAR,GOPALGANJ,INC,34.19
830,1989,BIHAR,GOPALGANJ,BJP,13.69
831,1989,BIHAR,GOPALGANJ,JP,0.82
832,1989,BIHAR,GOPALGANJ,BSP,0.35
833,1989,BIHAR,GOPALGANJ,IND,0.23
834,1989,BIHAR,GOPALGANJ,DDP,0.1
835,1989,BIHAR,GOPALGANJ,IND,0.1
836,1989,BIHAR,GOPALGANJ,IND,0.06
837,1989,BIHAR,GOPALGANJ,IND,0.04
838,1989,BIHAR,GOPALGANJ,IND,0.03
839,1989,BIHAR,GOPALGANJ,IND,0.03
840,1989,BIHAR,GOPALGANJ,IND,0.03
841,1989,BIHAR,SIWAN,JD,51.27
842,1989,BIHAR,SIWAN,JP,27.55
843,1989,BIHAR,SIWAN,BJP,12.26
844,1989,BIHAR,SIWAN,INC,4.15
845,1989,BIHAR,SIWAN,IPF,3.36
846,1989,BIHAR,SIWAN,IND,0.28
847,1989,BIHAR,SIWAN,IND,0.21
848,1989,BIHAR,SIWAN,BSP,0.2
849,1989,BIHAR,SIWAN,IND,0.15
850,1989,BIHAR,SIWAN,DDP,0.12
851,1989,BIHAR,SIWAN,IND,0.1
852,1989,BIHAR,SIWAN,IND,0.09
853,1989,BIHAR,SIWAN,IND,0.07
854,1989,BIHAR,SIWAN,IND,0.06
855,1989,BIHAR,SIWAN,IND,0.05
856,1989,BIHAR,SIWAN,IND,0.05
857,1989,BIHAR,SIWAN,IND,0.03
858,1989,BIHAR,SIWAN,IND,0.02
859,1989,BIHAR,MAHARAJGANJ,JD,37.98
860,1989,BIHAR,MAHARAJGANJ,JP,34.12
861,1989,BIHAR,MAHARAJGANJ,BJP,14.49
862,1989,BIHAR,MAHARAJGANJ,INC,11.27
863,1989,BIHAR,MAHARAJGANJ,IND,0.66
864,1989,BIHAR,MAHARAJGANJ,ICS(SCS),0.49
865,1989,BIHAR,MAHARAJGANJ,BSP,0.28
866,1989,BIHAR,MAHARAJGANJ,LKD,0.23
867,1989,BIHAR,MAHARAJGANJ,IND,0.08
868,1989,BIHAR,MAHARAJGANJ,IND,0.07
869,1989,BIHAR,MAHARAJGANJ,IND,0.07
870,1989,BIHAR,MAHARAJGANJ,IND,0.07
871,1989,BIHAR,MAHARAJGANJ,IND,0.06
872,1989,BIHAR,MAHARAJGANJ,IND,0.03
873,1989,BIHAR,MAHARAJGANJ,IND,0.03
874,1989,BIHAR,MAHARAJGANJ,IND,0.03
875,1989,BIHAR,MAHARAJGANJ,IND,0.03
876,1989,BIHAR,MAHARAJGANJ,IND,0.02
877,1989,BIHAR,CHAPRA,JD,53.85
878,1989,BIHAR,CHAPRA,JP,34.7
879,1989,BIHAR,CHAPRA,INC,6.5
880,1989,BIHAR,CHAPRA,BJP,4.14
881,1989,BIHAR,CHAPRA,IND,0.2
882,1989,BIHAR,CHAPRA,IND,0.13
883,1989,BIHAR,CHAPRA,IND,0.07
884,1989,BIHAR,CHAPRA,IND,0.06
885,1989,BIHAR,CHAPRA,IND,0.06
886,1989,BIHAR,CHAPRA,AZP,0.05
887,1989,BIHAR,CHAPRA,IND,0.04
888,1989,BIHAR,CHAPRA,IND,0.03
889,1989,BIHAR,CHAPRA,IND,0.03
890,1989,BIHAR,CHAPRA,DBM,0.03
