,YEAR,STATE,CONSTITUENCY,PARTY,% of VOTES SECURED
45282,1999,NATIONAL CAPITAL TERRITORY OF DELHI,CHANDNI CHOWK,INC,35.22
45283,1999,NATIONAL CAPITAL TERRITORY OF DELHI,CHANDNI CHOWK,JD(S),25.79
45284,1999,NATIONAL CAPITAL TERRITORY OF DELHI,CHANDNI CHOWK,IND,1.26
45285,1999,NATIONAL CAPITAL TERRITORY OF DELHI,CHANDNI CHOWK,SP,0.46
45286,1999,NATIONAL CAPITAL TERRITORY OF DELHI,CHANDNI CHOWK,IND,0.33
45287,1999,NATIONAL CAPITAL TERRITORY OF DELHI,CHANDNI CHOWK,IND,0.26
45288,1999,NATIONAL CAPITAL TERRITORY OF DELHI,CHANDNI CHOWK,IND,0.13
45289,1999,NATIONAL CAPITAL TERRITORY OF DELHI,CHANDNI CHOWK,IND,0.08
45290,1999,NATIONAL CAPITAL TERRITORY OF DELHI,CHANDNI CHOWK,IND,0.06
45291,1999,NATIONAL CAPITAL TERRITORY OF DELHI,CHANDNI CHOWK,IND,0.06
45292,1999,NATIONAL CAPITAL TERRITORY OF DELHI,CHANDNI CHOWK,IND,0.05
45293,1999,NATIONAL CAPITAL TERRITORY OF DELHI,CHANDNI CHOWK,IND,0.05
45294,1999,NATIONAL CAPITAL TERRITORY OF DELHI,CHANDNI CHOWK,IND,0.04
45295,1999,NATIONAL CAPITAL TERRITORY OF DELHI,CHANDNI CHOWK,IND,0.03
45296,1999,NATIONAL CAPITAL TERRITORY OF DELHI,DELHI SADAR,BJP,51.45
45297,1999,NATIONAL CAPITAL TERRITORY OF DELHI,DELHI SADAR,INC,46.47
45298,1999,NATIONAL CAPITAL TERRITORY OF DELHI,DELHI SADAR,IND,0.69
45299,1999,NATIONAL CAPITAL TERRITORY OF DELHI,DELHI SADAR,SP,0.33
45300,1999,NATIONAL CAPITAL TERRITORY OF DELHI,DELHI SADAR,IND,0.23
45301,1999,NATIONAL CAPITAL TERRITORY OF DELHI,DELHI SADAR,IND,0.19
45302,1999,NATIONAL CAPITAL TERRITORY OF DELHI,DELHI SADAR,IND,0.17
45303,1999,NATIONAL CAPITAL TERRITORY OF DELHI,DELHI SADAR,NCP,0.12
45304,1999,NATIONAL CAPITAL TERRITORY OF DELHI,DELHI SADAR,IND,0.08
45305,1999,NATIONAL CAPITAL TERRITORY OF DELHI,DELHI SADAR,IND,0.08
45306,1999,NATIONAL CAPITAL TERRITORY OF DELHI,DELHI SADAR,NCY,0.06
45307,1999,NATIONAL CAPITAL TERRITORY OF DELHI,DELHI SADAR,IND,0.06
45308,1999,NATIONAL CAPITAL TERRITORY OF DELHI,DELHI SADAR,IND,0.05
45309,1999,NATIONAL CAPITAL TERRITORY OF DELHI,KAROL BAGH (SC),BJP,49.93
45310,1999,NATIONAL CAPITAL TERRITORY OF DELHI,KAROL BAGH (SC),INC,45.1
45311,1999,NATIONAL CAPITAL TERRITORY OF DELHI,KAROL BAGH (SC),BSP,2.19
45312,1999,NATIONAL CAPITAL TERRITORY OF DELHI,KAROL BAGH (SC),IND,0.78
45313,1999,NATIONAL CAPITAL TERRITORY OF DELHI,KAROL BAGH (SC),IND,0.58
45314,1999,NATIONAL CAPITAL TERRITORY OF DELHI,KAROL BAGH (SC),NCP,0.54
45315,1999,NATIONAL CAPITAL TERRITORY OF DELHI,KAROL BAGH (SC),BPM,0.2
45316,1999,NATIONAL CAPITAL TERRITORY OF DELHI,KAROL BAGH (SC),IND,0.19
45317,1999,NATIONAL CAPITAL TERRITORY OF DELHI,KAROL BAGH (SC),IND,0.17
45318,1999,NATIONAL CAPITAL TERRITORY OF DELHI,KAROL BAGH (SC),ABMAD,0.14
45319,1999,NATIONAL CAPITAL TERRITORY OF DELHI,KAROL BAGH (SC),IND,0.11
45320,1999,NATIONAL CAPITAL TERRITORY OF DELHI,KAROL BAGH (SC),IND,0.07
45321,1999,LAKSHADWEEP,LAKSHADWEEP (ST),INC,53.96
45322,1999,LAKSHADWEEP,LAKSHADWEEP (ST),JD(U),43.28
45323,1999,LAKSHADWEEP,LAKSHADWEEP (ST),JD(S),1.82
45324,1999,LAKSHADWEEP,LAKSHADWEEP (ST),IND,0.94
45325,1999,PONDICHERRY,PONDICHERRY,INC,37.17
45326,1999,PONDICHERRY,PONDICHERRY,PMK,31.73
45327,1999,PONDICHERRY,PONDICHERRY,TMC(M),25.16
45328,1999,PONDICHERRY,PONDICHERRY,IND,2.13
45329,1999,PONDICHERRY,PONDICHERRY,IND,1.25
45330,1999,PONDICHERRY,PONDICHERRY,IND,1.17
45331,1999,PONDICHERRY,PONDICHERRY,IND,0.61
45332,1999,PONDICHERRY,PONDICHERRY,IND,0.49
45333,1999,PONDICHERRY,PONDICHERRY,IND,0.3
45334,2004,ANDHRA PRADESH,SRIKAKULAM,TDP,37.752575039692225
45335,2004,ANDHRA PRADESH,SRIKAKULAM,INC,34.42708626721996
45336,2004,ANDHRA PRADESH,SRIKAKULAM,IND,1.4445675372877431
45337,2004,ANDHRA PRADESH,SRIKAKULAM,BSP,1.357255071320828
45338,2004,ANDHRA PRADESH,SRIKAKULAM,IND,0.5197021570456049
45339,2004,ANDHRA PRADESH,PARVATHIPURAM (ST),INC,35.90037664447261
45340,2004,ANDHRA PRADESH,PARVATHIPURAM (ST),TDP,35.07278520554792
45341,2004,ANDHRA PRADESH,PARVATHIPURAM (ST),IND,1.5503114903339819
45342,2004,ANDHRA PRADESH,PARVATHIPURAM (ST),IND,1.2126033094732334
45343,2004,ANDHRA PRADESH,BOBBILI,TDP,38.31120928841039
45344,2004,ANDHRA PRADESH,BOBBILI,INC,35.09936353241557
45345,2004,ANDHRA PRADESH,BOBBILI,IND,1.6493649668241783
45346,2004,ANDHRA PRADESH,BOBBILI,TRS,1.4478305594603345
45347,2004,ANDHRA PRADESH,VISAKHAPATNAM,INC,34.58240904106299
45348,2004,ANDHRA PRADESH,VISAKHAPATNAM,TDP,25.96712532677388
45349,2004,ANDHRA PRADESH,VISAKHAPATNAM,BSP,1.1001112449804495
45350,2004,ANDHRA PRADESH,VISAKHAPATNAM,IND,0.7259295817954122
45351,2004,ANDHRA PRADESH,VISAKHAPATNAM,SP,0.3751054056087001
45352,2004,ANDHRA PRADESH,VISAKHAPATNAM,IND,0.3696289326684147
45353,2004,ANDHRA PRADESH,VISAKHAPATNAM,PPOI,0.19266627693533936
45354,2004,ANDHRA PRADESH,VISAKHAPATNAM,IND,0.15558461678545554
45355,2004,ANDHRA PRADESH,VISAKHAPATNAM,RJD,0.13315087221079275
45356,2004,ANDHRA PRADESH,VISAKHAPATNAM,IND,0.11936071745754412
45357,2004,ANDHRA PRADESH,BHADRACHALAM (ST),CPM,31.270337560557014
45358,2004,ANDHRA PRADESH,BHADRACHALAM (ST),TDP,26.761317593189286
45359,2004,ANDHRA PRADESH,BHADRACHALAM (ST),BSP,6.031859629245695
45360,2004,ANDHRA PRADESH,BHADRACHALAM (ST),IND,3.2028070128392176
45361,2004,ANDHRA PRADESH,BHADRACHALAM (ST),MCPI(S),1.7370361276362885
45362,2004,ANDHRA PRADESH,ANAKAPALLI,TDP,37.6699347970361
45363,2004,ANDHRA PRADESH,ANAKAPALLI,INC,36.16335634480258
45364,2004,ANDHRA PRADESH,ANAKAPALLI,BSP,2.6104643377613224
45365,2004,ANDHRA PRADESH,KAKINADA,INC,35.27790939618055
45366,2004,ANDHRA PRADESH,KAKINADA,TDP,30.36350713829546
45367,2004,ANDHRA PRADESH,KAKINADA,IND,2.588275890484333
45368,2004,ANDHRA PRADESH,KAKINADA,BSP,1.4054270273239804
45369,2004,ANDHRA PRADESH,KAKINADA,CPI(ML)(L),0.8118566435247179
45370,2004,ANDHRA PRADESH,KAKINADA,IND,0.7334006303949239
45371,2004,ANDHRA PRADESH,KAKINADA,IND,0.26129114219594435
45372,2004,ANDHRA PRADESH,RAJAHMUNDRY,INC,38.532688277946015
45373,2004,ANDHRA PRADESH,RAJAHMUNDRY,BJP,24.67895399744745
45374,2004,ANDHRA PRADESH,RAJAHMUNDRY,IND,9.278427291167665
45375,2004,ANDHRA PRADESH,RAJAHMUNDRY,IND,2.103660040792275
45376,2004,ANDHRA PRADESH,RAJAHMUNDRY,IND,0.9487787917406348
45377,2004,ANDHRA PRADESH,RAJAHMUNDRY,IND,0.43100920386176794
45378,2004,ANDHRA PRADESH,AMALAPURAM (SC),INC,38.74621629781676
45379,2004,ANDHRA PRADESH,AMALAPURAM (SC),TDP,34.158218195612285
45380,2004,ANDHRA PRADESH,AMALAPURAM (SC),IND,2.9527530753466853
45381,2004,ANDHRA PRADESH,AMALAPURAM (SC),IND,1.0561740840316434
45382,2004,ANDHRA PRADESH,AMALAPURAM (SC),BSP,0.9696894627004656
45383,2004,ANDHRA PRADESH,NARASAPUR,INC,40.43074760960674
45384,2004,ANDHRA PRADESH,NARASAPUR,BJP,33.96481541897759
45385,2004,ANDHRA PRADESH,NARASAPUR,PPOI,2.753231108991894
45386,2004,ANDHRA PRADESH,ELURU,INC,43.34489333768642
45387,2004,ANDHRA PRADESH,ELURU,TDP,32.63950152473969
45388,2004,ANDHRA PRADESH,ELURU,BSP,0.7560312311144146
45389,2004,ANDHRA PRADESH,ELURU,TRS,0.41470140803978905
45390,2004,ANDHRA PRADESH,ELURU,IND,0.4112281969171778
45391,2004,ANDHRA PRADESH,ELURU,IND,0.16532484943629785
45392,2004,ANDHRA PRADESH,ELURU,IND,0.15039004160906927
45393,2004,ANDHRA PRADESH,MACHILIPATNAM,INC,38.971078248789475
45394,2004,ANDHRA PRADESH,MACHILIPATNAM,TDP,33.903379405458196
45395,2004,ANDHRA PRADESH,MACHILIPATNAM,IND,1.8600320122411589
45396,2004,ANDHRA PRADESH,MACHILIPATNAM,PPOI,0.6242387025982262
45397,2004,ANDHRA PRADESH,MACHILIPATNAM,IND,0.4325679253450376
45398,2004,ANDHRA PRADESH,MACHILIPATNAM,TRS,0.2442191731177708
45399,2004,ANDHRA PRADESH,VIJAYAWADA,INC,35.477521358242925
45400,2004,ANDHRA PRADESH,VIJAYAWADA,TDP,27.654051426374913
45401,2004,ANDHRA PRADESH,VIJAYAWADA,BSP,0.44187820083473467
45402,2004,ANDHRA PRADESH,VIJAYAWADA,PPOI,0.348545768736298
45403,2004,ANDHRA PRADESH,VIJAYAWADA,IND,0.20748885233880696
45404,2004,ANDHRA PRADESH,VIJAYAWADA,IND,0.09852136029118083
45405,2004,ANDHRA PRADESH,VIJAYAWADA,TRS,0.08657317037367794
45406,2004,ANDHRA PRADESH,VIJAYAWADA,IND,0.06861674781194503
45407,2004,ANDHRA PRADESH,VIJAYAWADA,IND,0.04349141129971045
45408,2004,ANDHRA PRADESH,VIJAYAWADA,IND,0.03748317865548043
45409,2004,ANDHRA PRADESH,VIJAYAWADA,IND,0.03365975788187951
45410,2004,ANDHRA PRADESH,VIJAYAWADA,IND,0.03290872880135076
45411,2004,ANDHRA PRADESH,VIJAYAWADA,IND,0.027037046899035064
45412,2004,ANDHRA PRADESH,TENALI,INC,41.679694778605416
45413,2004,ANDHRA PRADESH,TENALI,TDP,32.75437767284593
45414,2004,ANDHRA PRADESH,TENALI,BSP,0.6469366515631462
45415,2004,ANDHRA PRADESH,TENALI,IND,0.6452323927339493
45416,2004,ANDHRA PRADESH,TENALI,TRS,0.4752609788353777
45417,2004,ANDHRA PRADESH,TENALI,IND,0.18440080531910544
45418,2004,ANDHRA PRADESH,TENALI,IND,0.1310006953376023
45419,2004,ANDHRA PRADESH,GUNTUR,INC,39.747594534824046
45420,2004,ANDHRA PRADESH,GUNTUR,TDP,28.682198960914068
45421,2004,ANDHRA PRADESH,GUNTUR,BSP,0.7992640802623121
45422,2004,ANDHRA PRADESH,GUNTUR,TRS,0.4641273229811229
45423,2004,ANDHRA PRADESH,GUNTUR,IND,0.3417866344289716
45424,2004,ANDHRA PRADESH,BAPATLA,INC,43.32241927478241
45425,2004,ANDHRA PRADESH,BAPATLA,TDP,33.40787350792314
45426,2004,ANDHRA PRADESH,BAPATLA,TRS,0.39549850410304666
45427,2004,ANDHRA PRADESH,BAPATLA,IND,0.2275196563704977
45428,2004,ANDHRA PRADESH,BAPATLA,IND,0.15111773378197949
45429,2004,ANDHRA PRADESH,NARASARAOPET,INC,38.35017210606833
45430,2004,ANDHRA PRADESH,NARASARAOPET,TDP,31.47748278939317
45431,2004,ANDHRA PRADESH,NARASARAOPET,TRS,0.7666687914329424
45432,2004,ANDHRA PRADESH,NARASARAOPET,IND,0.6595805711371749
45433,2004,ANDHRA PRADESH,NARASARAOPET,IND,0.43974694033656303
45434,2004,ANDHRA PRADESH,ONGOLE,INC,41.97237768974478
45435,2004,ANDHRA PRADESH,ONGOLE,TDP,32.007951165184046
45436,2004,ANDHRA PRADESH,ONGOLE,IND,0.4455848006804543
45437,2004,ANDHRA PRADESH,ONGOLE,IND,0.23148605021640145
45438,2004,ANDHRA PRADESH,ONGOLE,IND,0.09783880563348513
45439,2004,ANDHRA PRADESH,ONGOLE,IND,0.09266960840981396
45440,2004,ANDHRA PRADESH,ONGOLE,IND,0.09229366679354696
45441,2004,ANDHRA PRADESH,ONGOLE,IND,0.08421092204380659
45442,2004,ANDHRA PRADESH,ONGOLE,IND,0.08016954966893641
45443,2004,ANDHRA PRADESH,NELLORE (SC),INC,39.03368161632909
45444,2004,ANDHRA PRADESH,NELLORE (SC),BJP,27.91452512658464
45445,2004,ANDHRA PRADESH,NELLORE (SC),SP,3.129170529171049
45446,2004,ANDHRA PRADESH,NELLORE (SC),BSP,0.8147029824459473
45447,2004,ANDHRA PRADESH,NELLORE (SC),IND,0.5188257524187443
45448,2004,ANDHRA PRADESH,NELLORE (SC),IND,0.33680749162533896
45449,2004,ANDHRA PRADESH,NELLORE (SC),BRPP,0.2966576799305573
45450,2004,ANDHRA PRADESH,NELLORE (SC),IND,0.2961373799949878
45451,2004,ANDHRA PRADESH,NELLORE (SC),IND,0.19814755879606066
45452,2004,ANDHRA PRADESH,TIRUPATHI (SC),INC,42.03457957687445
45453,2004,ANDHRA PRADESH,TIRUPATHI (SC),BJP,25.636716182409447
45454,2004,ANDHRA PRADESH,TIRUPATHI (SC),TRS,1.3580426679434308
45455,2004,ANDHRA PRADESH,TIRUPATHI (SC),IND,0.9612750529996964
45456,2004,ANDHRA PRADESH,CHITTOOR,TDP,38.80358020208062
45457,2004,ANDHRA PRADESH,CHITTOOR,INC,33.49411488261808
45458,2004,ANDHRA PRADESH,CHITTOOR,IND,0.8912908807382565
45459,2004,ANDHRA PRADESH,CHITTOOR,TRS,0.8765086621237691
45460,2004,ANDHRA PRADESH,CHITTOOR,IND,0.4726892102621067
45461,2004,ANDHRA PRADESH,CHITTOOR,IND,0.3121355179116912
45462,2004,ANDHRA PRADESH,RAJAMPET,INC,37.30165054586133
45463,2004,ANDHRA PRADESH,RAJAMPET,TDP,29.42516863044941
45464,2004,ANDHRA PRADESH,RAJAMPET,IND,1.2022768515053426
45465,2004,ANDHRA PRADESH,RAJAMPET,TRS,1.1344917987147067
45466,2004,ANDHRA PRADESH,RAJAMPET,JP,0.6711930673644223
45467,2004,ANDHRA PRADESH,CUDDAPAH,INC,40.35233776852747
45468,2004,ANDHRA PRADESH,CUDDAPAH,TDP,28.83739030437121
45469,2004,ANDHRA PRADESH,CUDDAPAH,IND,0.8963668720294183
45470,2004,ANDHRA PRADESH,CUDDAPAH,RJD,0.4584151359198254
45471,2004,ANDHRA PRADESH,CUDDAPAH,IND,0.3438550771531388
45472,2004,ANDHRA PRADESH,CUDDAPAH,PPOI,0.15382530028290214
45473,2004,ANDHRA PRADESH,CUDDAPAH,IND,0.09750722559149284
45474,2004,ANDHRA PRADESH,CUDDAPAH,RPI,0.07896773516512827
45475,2004,ANDHRA PRADESH,CUDDAPAH,ANC,0.07214660189505075
45476,2004,ANDHRA PRADESH,CUDDAPAH,NTRTDP(LP),0.06637487374344668
45477,2004,ANDHRA PRADESH,CUDDAPAH,IND,0.06523801819843376
45478,2004,ANDHRA PRADESH,CUDDAPAH,JP,0.06392626180034193
45479,2004,ANDHRA PRADESH,CUDDAPAH,ABJS,0.056755326824106576
45480,2004,ANDHRA PRADESH,CUDDAPAH,TRS,0.05395691317484401
45481,2004,ANDHRA PRADESH,CUDDAPAH,PP,0.04241345687163589
45482,2004,ANDHRA PRADESH,HINDUPUR,INC,35.595326027318265
45483,2004,ANDHRA PRADESH,HINDUPUR,TDP,35.439289491024084
45484,2004,ANDHRA PRADESH,HINDUPUR,TRS,1.4337552821335622
45485,2004,ANDHRA PRADESH,HINDUPUR,IND,1.1455117023162098
45486,2004,ANDHRA PRADESH,ANANTAPUR,INC,35.82768050850832
45487,2004,ANDHRA PRADESH,ANANTAPUR,TDP,30.09712527607045
45488,2004,ANDHRA PRADESH,ANANTAPUR,BSP,0.7257266830246627
45489,2004,ANDHRA PRADESH,ANANTAPUR,IND,0.5544439439373015
45490,2004,ANDHRA PRADESH,ANANTAPUR,PPOI,0.4865241704614563
45491,2004,ANDHRA PRADESH,ANANTAPUR,TRS,0.3449856080342066
45492,2004,ANDHRA PRADESH,ANANTAPUR,IND,0.2841700867265245
45493,2004,ANDHRA PRADESH,KURNOOL,INC,33.075536878854734
45494,2004,ANDHRA PRADESH,KURNOOL,TDP,25.362395134292196
45495,2004,ANDHRA PRADESH,KURNOOL,IND,1.3282735343214895
45496,2004,ANDHRA PRADESH,KURNOOL,BSP,0.9548158117193246
45497,2004,ANDHRA PRADESH,KURNOOL,IND,0.6789377473823627
45498,2004,ANDHRA PRADESH,KURNOOL,PPOI,0.28396519786011404
45499,2004,ANDHRA PRADESH,KURNOOL,IND,0.21919183596241465
45500,2004,ANDHRA PRADESH,KURNOOL,TRS,0.20774777909002964
45501,2004,ANDHRA PRADESH,KURNOOL,JP,0.2001947015542555
45502,2004,ANDHRA PRADESH,KURNOOL,IND,0.1589198031011868
45503,2004,ANDHRA PRADESH,NANDYAL,INC,38.7845107592367
45504,2004,ANDHRA PRADESH,NANDYAL,TDP,29.338120855325485
45505,2004,ANDHRA PRADESH,NANDYAL,IND,0.6480917580186765
45506,2004,ANDHRA PRADESH,NANDYAL,BSP,0.6316822303424009
45507,2004,ANDHRA PRADESH,NANDYAL,TRS,0.22685749086479906
45508,2004,ANDHRA PRADESH,NANDYAL,IND,0.17086209229936392
45509,2004,ANDHRA PRADESH,NANDYAL,IND,0.1522533495736906
45510,2004,ANDHRA PRADESH,NANDYAL,IND,0.13127622141020434
45511,2004,ANDHRA PRADESH,NANDYAL,IND,0.12002639058059275
45512,2004,ANDHRA PRADESH,NAGARKURNOOL (SC),TDP,31.240436113236424
45513,2004,ANDHRA PRADESH,NAGARKURNOOL (SC),IND,23.554619048794326
45514,2004,ANDHRA PRADESH,NAGARKURNOOL (SC),IND,9.240951329071748
45515,2004,ANDHRA PRADESH,NAGARKURNOOL (SC),BSP,2.1015098600587407
45516,2004,ANDHRA PRADESH,NAGARKURNOOL (SC),IND,1.9936076214922127
45517,2004,ANDHRA PRADESH,MAHABUBNAGAR,INC,31.390079374956983
45518,2004,ANDHRA PRADESH,MAHABUBNAGAR,TDP,27.882778079568233
45519,2004,ANDHRA PRADESH,MAHABUBNAGAR,PPOI,1.8919089084149756
45520,2004,ANDHRA PRADESH,MAHABUBNAGAR,BSP,1.3400472354936812
45521,2004,ANDHRA PRADESH,MAHABUBNAGAR,MUL,0.9358513882930358
45522,2004,ANDHRA PRADESH,HYDERABAD,AIMIM,21.395417131400983
45523,2004,ANDHRA PRADESH,HYDERABAD,BJP,15.739824083355687
45524,2004,ANDHRA PRADESH,HYDERABAD,INC,14.0911773426139
45525,2004,ANDHRA PRADESH,HYDERABAD,MBT,2.6859054906888424
45526,2004,ANDHRA PRADESH,HYDERABAD,BSP,0.6250547092292705
45527,2004,ANDHRA PRADESH,HYDERABAD,IND,0.34776715752022475
45528,2004,ANDHRA PRADESH,HYDERABAD,IND,0.2554320970224061
45529,2004,ANDHRA PRADESH,HYDERABAD,PPOI,0.23713450705219616
45530,2004,ANDHRA PRADESH,HYDERABAD,IND,0.1800957235030849
45531,2004,ANDHRA PRADESH,HYDERABAD,IND,0.1672196416721964
45532,2004,ANDHRA PRADESH,SECUNDERABAD,INC,26.244749267031718
45533,2004,ANDHRA PRADESH,SECUNDERABAD,BJP,22.529494341041797
45534,2004,ANDHRA PRADESH,SECUNDERABAD,AIMIM,2.0745731060888506
45535,2004,ANDHRA PRADESH,SECUNDERABAD,BSP,0.4223280563939798
45536,2004,ANDHRA PRADESH,SECUNDERABAD,IND,0.2587137581901708
45537,2004,ANDHRA PRADESH,SECUNDERABAD,IND,0.2069493930385034
45538,2004,ANDHRA PRADESH,SECUNDERABAD,MUL,0.19073925781355536
45539,2004,ANDHRA PRADESH,SECUNDERABAD,IND,0.1836067983145782
45540,2004,ANDHRA PRADESH,SECUNDERABAD,MCPI(S),0.16091260899965093
45541,2004,ANDHRA PRADESH,SECUNDERABAD,IND,0.10412310192824964
45542,2004,ANDHRA PRADESH,SECUNDERABAD,PPOI,0.10179964921267373
45543,2004,ANDHRA PRADESH,SECUNDERABAD,IND,0.06770433145619968
45544,2004,ANDHRA PRADESH,SECUNDERABAD,IND,0.044739973220856606
45545,2004,ANDHRA PRADESH,SIDDIPET (SC),INC,34.3855486423047
45546,2004,ANDHRA PRADESH,SIDDIPET (SC),TDP,26.339080479735603
45547,2004,ANDHRA PRADESH,SIDDIPET (SC),BSP,1.8498446545053664
45548,2004,ANDHRA PRADESH,SIDDIPET (SC),IND,1.4514931811260146
45549,2004,ANDHRA PRADESH,SIDDIPET (SC),IND,0.8111779276227797
45550,2004,ANDHRA PRADESH,MEDAK,TRS,36.035948745399594
45551,2004,ANDHRA PRADESH,MEDAK,BJP,26.20643208066548
45552,2004,ANDHRA PRADESH,MEDAK,BSP,4.151530506081203
45553,2004,ANDHRA PRADESH,MEDAK,IND,2.7380897543216483
45554,2004,ANDHRA PRADESH,MEDAK,IND,1.4658580634503615
45555,2004,ANDHRA PRADESH,MEDAK,IND,0.9609046274955804
45556,2004,ANDHRA PRADESH,NIZAMABAD,INC,39.18614709406618
45557,2004,ANDHRA PRADESH,NIZAMABAD,TDP,26.96692049716745
45558,2004,ANDHRA PRADESH,NIZAMABAD,BSP,1.8729748509277573
45559,2004,ANDHRA PRADESH,NIZAMABAD,IND,1.3199363296676805
45560,2004,ANDHRA PRADESH,ADILABAD,TRS,36.414500269101374
45561,2004,ANDHRA PRADESH,ADILABAD,TDP,32.82291726929597
45562,2004,ANDHRA PRADESH,ADILABAD,PRBP,2.040787704433774
45563,2004,ANDHRA PRADESH,ADILABAD,IND,1.5927821225524486
45564,2004,ANDHRA PRADESH,PEDDAPALLI (SC),INC,41.268608330214064
45565,2004,ANDHRA PRADESH,PEDDAPALLI (SC),TDP,22.290834110445903
45566,2004,ANDHRA PRADESH,PEDDAPALLI (SC),BSP,1.9151227188770923
45567,2004,ANDHRA PRADESH,PEDDAPALLI (SC),IND,1.0205958271759332
45568,2004,ANDHRA PRADESH,PEDDAPALLI (SC),IND,0.6367635190542233
45569,2004,ANDHRA PRADESH,PEDDAPALLI (SC),IND,0.6229161302606555
45570,2004,ANDHRA PRADESH,KARIMNAGAR,TRS,33.55173239459661
45571,2004,ANDHRA PRADESH,KARIMNAGAR,BJP,23.79791282776591
45572,2004,ANDHRA PRADESH,KARIMNAGAR,IND,4.438326990316675
45573,2004,ANDHRA PRADESH,KARIMNAGAR,BSP,3.2408130364236385
45574,2004,ANDHRA PRADESH,HANAMKONDA,TRS,41.09456717773089
45575,2004,ANDHRA PRADESH,HANAMKONDA,TDP,23.11188321656481
45576,2004,ANDHRA PRADESH,HANAMKONDA,IND,1.3741323133588328
45577,2004,ANDHRA PRADESH,HANAMKONDA,BSP,1.3332902544882772
45578,2004,ANDHRA PRADESH,HANAMKONDA,JP,1.0423423624935693
45579,2004,ANDHRA PRADESH,HANAMKONDA,IND,0.9638063141988704
45580,2004,ANDHRA PRADESH,WARANGAL,TRS,35.188661311572815
45581,2004,ANDHRA PRADESH,WARANGAL,TDP,33.60352939143344
45582,2004,ANDHRA PRADESH,WARANGAL,PPOI,1.5701545548883404
45583,2004,ANDHRA PRADESH,WARANGAL,IND,1.3515837740820809
45584,2004,ANDHRA PRADESH,WARANGAL,BSP,1.1830472684001458
45585,2004,ANDHRA PRADESH,WARANGAL,IND,0.7915784414817058
45586,2004,ANDHRA PRADESH,WARANGAL,MCPI(S),0.5826359669082521
45587,2004,ANDHRA PRADESH,WARANGAL,IND,0.5702919845585009
45588,2004,ANDHRA PRADESH,WARANGAL,IND,0.5619803697763353
45589,2004,ANDHRA PRADESH,WARANGAL,IND,0.4603482484300512
45590,2004,ANDHRA PRADESH,KHAMMAM,INC,39.89230056044367
45591,2004,ANDHRA PRADESH,KHAMMAM,TDP,31.507360924801365
45592,2004,ANDHRA PRADESH,KHAMMAM,IND,3.8979250185197447
45593,2004,ANDHRA PRADESH,KHAMMAM,IND,1.1205793253422496
45594,2004,ANDHRA PRADESH,KHAMMAM,PPOI,0.789688082832928
45595,2004,ANDHRA PRADESH,KHAMMAM,IND,0.6403750460105928
45596,2004,ANDHRA PRADESH,KHAMMAM,IND,0.4542535349226175
45597,2004,ANDHRA PRADESH,KHAMMAM,MRS,0.257582314683193
45598,2004,ANDHRA PRADESH,KHAMMAM,IND,0.22986045121953094
45599,2004,ANDHRA PRADESH,NALGONDA,CPI,29.873040931045626
45600,2004,ANDHRA PRADESH,NALGONDA,BJP,26.3748915219202
45601,2004,ANDHRA PRADESH,NALGONDA,TRS,5.384250696035231
45602,2004,ANDHRA PRADESH,NALGONDA,PPOI,0.980336576409997
45603,2004,ANDHRA PRADESH,NALGONDA,BSP,0.9065745970969926
45604,2004,ANDHRA PRADESH,NALGONDA,IND,0.593584576768839
45605,2004,ANDHRA PRADESH,NALGONDA,IND,0.5881645664645896
45606,2004,ANDHRA PRADESH,NALGONDA,IND,0.5801279994617369
45607,2004,ANDHRA PRADESH,MIRYALGUDA,INC,44.3768216656248
45608,2004,ANDHRA PRADESH,MIRYALGUDA,TDP,27.553744468108533
45609,2004,ANDHRA PRADESH,MIRYALGUDA,IND,0.7419288288134568
45610,2004,ANDHRA PRADESH,MIRYALGUDA,IND,0.7333973453125703
45611,2004,ANDHRA PRADESH,MIRYALGUDA,IND,0.6333463115294468
45612,2004,ANDHRA PRADESH,MIRYALGUDA,MCPI(S),0.6189203485188569
45613,2004,ARUNACHAL PRADESH,ARUNACHAL WEST,BJP,12.165631852007435
45614,2004,ARUNACHAL PRADESH,ARUNACHAL WEST,AC,7.511027008564457
45615,2004,ARUNACHAL PRADESH,ARUNACHAL WEST,AITC,0.6125461544350462
45616,2004,ARUNACHAL PRADESH,ARUNACHAL WEST,SP,0.4810268711562508
45617,2004,ARUNACHAL PRADESH,ARUNACHAL WEST,SAP,0.4805361275619269
45618,2004,ARUNACHAL PRADESH,ARUNACHAL WEST,IND,0.3074999362033328
45619,2004,ARUNACHAL PRADESH,ARUNACHAL WEST,IND,0.18697330943739196
45620,2004,ARUNACHAL PRADESH,ARUNACHAL EAST,BJP,34.4865401725672
45621,2004,ARUNACHAL PRADESH,ARUNACHAL EAST,INC,15.866663907798634
45622,2004,ARUNACHAL PRADESH,ARUNACHAL EAST,IND,7.03883796478305
45623,2004,ARUNACHAL PRADESH,ARUNACHAL EAST,IND,6.8182664652693
45624,2004,ARUNACHAL PRADESH,ARUNACHAL EAST,IND,2.1730224089056263
45625,2004,ARUNACHAL PRADESH,ARUNACHAL EAST,IND,1.225765068592357
45626,2004,ASSAM,KARIMGANJ (SC),INC,32.79106939500871
45627,2004,ASSAM,KARIMGANJ (SC),BJP,23.400043917659488
