%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
1.04,THONTA VENKATESH,SIDDIPET (SC),4,IND,M,ANDHRA PRADESH,10858,1075422,1042532,1622094,66.3
0.17,Y. SAMAIAH,SIDDIPET (SC),5,IND,M,ANDHRA PRADESH,1759,1075422,1042532,1622094,66.3
48.2,A. NARENDRA,MEDAK,1,BJP,M,ANDHRA PRADESH,400244,868547,830380,1219960,71.19
45.54,M. BAGA REDDY,MEDAK,2,INC,M,ANDHRA PRADESH,378161,868547,830380,1219960,71.19
1.75,SYED MUNEERODDIN,MEDAK,3,IND,M,ANDHRA PRADESH,14505,868547,830380,1219960,71.19
1.39,GOLLA VITTAL,MEDAK,4,IND,M,ANDHRA PRADESH,11525,868547,830380,1219960,71.19
1.26,ALLARAM RATNAIAH,MEDAK,5,MCPI(S),M,ANDHRA PRADESH,10483,868547,830380,1219960,71.19
0.99,TIRUNAGARI MURALIDHAR,MEDAK,6,AJBP,M,ANDHRA PRADESH,8248,868547,830380,1219960,71.19
0.87,GANTA BABU,MEDAK,7,IND,M,ANDHRA PRADESH,7214,868547,830380,1219960,71.19
49.51,GANGA REDDY GADDAM,NIZAMABAD,1,TDP,M,ANDHRA PRADESH,373260,778332,753900,1129947,68.88
49.05,S.SANTOSH REDDY,NIZAMABAD,2,INC,M,ANDHRA PRADESH,369824,778332,753900,1129947,68.88
0.84,KARNATI YADAGIRI,NIZAMABAD,3,IND,M,ANDHRA PRADESH,6312,778332,753900,1129947,68.88
0.6,SHAKKARI KONDA DHARMAPURI,NIZAMABAD,4,ATDP,M,ANDHRA PRADESH,4504,778332,753900,1129947,68.88
52.49,DR. S. VENUGOPAL CHARY,ADILABAD,1,TDP,M,ANDHRA PRADESH,390308,770154,743602,1094868,70.34
37.73,MOHD. SULTAN AHMAD,ADILABAD,2,INC,M,ANDHRA PRADESH,280585,770154,743602,1094868,70.34
4.72,C. SHANKER RAO,ADILABAD,3,CPI,M,ANDHRA PRADESH,35113,770154,743602,1094868,70.34
2.98,K. V. NARAYAN RAO,ADILABAD,4,IND,M,ANDHRA PRADESH,22141,770154,743602,1094868,70.34
1.41,C.H. DAYANAND,ADILABAD,5,RPI(A),M,ANDHRA PRADESH,10466,770154,743602,1094868,70.34
0.52,SUMATHI REDDY,ADILABAD,6,ATDP,F,ANDHRA PRADESH,3859,770154,743602,1094868,70.34
0.15,MD. CHAND PASHA,ADILABAD,7,IND,M,ANDHRA PRADESH,1130,770154,743602,1094868,70.34
47.24,DR.SMT.C. SUGUNA KUMARI,PEDDAPALLI (SC),1,TDP,F,ANDHRA PRADESH,406529,896723,860574,1330759,67.38
45.39,G.VENKAT SWAMY,PEDDAPALLI (SC),2,INC,M,ANDHRA PRADESH,390640,896723,860574,1330759,67.38
4.91,YERRALA GATTAIAH,PEDDAPALLI (SC),3,CPI,M,ANDHRA PRADESH,42263,896723,860574,1330759,67.38
1.18,BOJJA BIXAMAIAH,PEDDAPALLI (SC),4,IND,M,ANDHRA PRADESH,10183,896723,860574,1330759,67.38
0.46,GODISALA SATHAIAH,PEDDAPALLI (SC),5,IND,M,ANDHRA PRADESH,3972,896723,860574,1330759,67.38
0.43,SHANIGARAPU SADANANDAM,PEDDAPALLI (SC),6,IND,M,ANDHRA PRADESH,3659,896723,860574,1330759,67.38
0.39,KALLEPALLI NARSAIAH,PEDDAPALLI (SC),7,IND,M,ANDHRA PRADESH,3328,896723,860574,1330759,67.38
49.73,CHENNAMANENI VIDYASAGAR RAO,KARIMNAGAR,1,BJP,M,ANDHRA PRADESH,398437,840556,801273,1259045,66.76
47.31,ANAND RAO CHELIMEDA,KARIMNAGAR,2,INC,M,ANDHRA PRADESH,379067,840556,801273,1259045,66.76
1.4,SMT.SANKEPALLI SUMA,KARIMNAGAR,3,ATDP,F,ANDHRA PRADESH,11222,840556,801273,1259045,66.76
1.1,GAJABHEEMKAR VITTAL,KARIMNAGAR,4,NTRTDP(LP),M,ANDHRA PRADESH,8827,840556,801273,1259045,66.76
0.46,DR. ACHYUTHA RAJU B.,KARIMNAGAR,5,IND,M,ANDHRA PRADESH,3720,840556,801273,1259045,66.76
51.56,CHADA SURESH REDDY,HANAMKONDA,1,TDP,M,ANDHRA PRADESH,375285,756778,727832,1118951,67.63
39.78,M.KAMALUDDIN AHMED,HANAMKONDA,2,INC,M,ANDHRA PRADESH,289504,756778,727832,1118951,67.63
5.21,KALIDAS MADATHA,HANAMKONDA,3,CPI,M,ANDHRA PRADESH,37904,756778,727832,1118951,67.63
0.96,AMBATI SURYANARAYANA,HANAMKONDA,4,AJBP,M,ANDHRA PRADESH,7006,756778,727832,1118951,67.63
0.78,SHIVARATRI BALAIAH,HANAMKONDA,5,IND,M,ANDHRA PRADESH,5664,756778,727832,1118951,67.63
0.53,DR. DHARMAPURI SAMPATH RAJARAM YADAV,HANAMKONDA,6,SP,M,ANDHRA PRADESH,3831,756778,727832,1118951,67.63
0.47,GORUGU SATYANARAYANA,HANAMKONDA,7,IND,M,ANDHRA PRADESH,3435,756778,727832,1118951,67.63
0.32,PAKALA DEVADANAM,HANAMKONDA,8,IND,M,ANDHRA PRADESH,2350,756778,727832,1118951,67.63
0.23,KOSANAM SATYANARAYANA,HANAMKONDA,9,NTRTDP(LP),M,ANDHRA PRADESH,1688,756778,727832,1118951,67.63
0.16,SMT.A.V. VIJAYA LAKSHMI,HANAMKONDA,10,NCP,F,ANDHRA PRADESH,1165,756778,727832,1118951,67.63
46.35,BODAKUNTI VENKATESHWARLU,WARANGAL,1,TDP,M,ANDHRA PRADESH,385593,855702,831989,1132718,75.54
44.74,DR. T. KALPANADEVI,WARANGAL,2,INC,F,ANDHRA PRADESH,372227,855702,831989,1132718,75.54
3.68,GOLLAPELLY NAGAIAH,WARANGAL,3,CPM,M,ANDHRA PRADESH,30622,855702,831989,1132718,75.54
2.82,TEJAVATH BELLAIAH,WARANGAL,4,IND,M,ANDHRA PRADESH,23483,855702,831989,1132718,75.54
1.36,SMT. RAYALA VIMALA,WARANGAL,5,IND,F,ANDHRA PRADESH,11356,855702,831989,1132718,75.54
0.56,SHAIK LAL,WARANGAL,6,IND,M,ANDHRA PRADESH,4683,855702,831989,1132718,75.54
0.48,THAKUR DESH RAJ SINGH,WARANGAL,7,AJBP,M,ANDHRA PRADESH,4025,855702,831989,1132718,75.54
35.85,RENUKA CHOWDHURY,KHAMMAM,1,INC,F,ANDHRA PRADESH,328596,948088,916571,1228365,77.18
34.93,BABY SWARNA KUMARI MADDINENI,KHAMMAM,2,TDP,F,ANDHRA PRADESH,320198,948088,916571,1228365,77.18
20.12,GUGULOTH DHARMA,KHAMMAM,3,CPM,M,ANDHRA PRADESH,184422,948088,916571,1228365,77.18
5.78,ARUNA CHANDRA,KHAMMAM,4,IND,F,ANDHRA PRADESH,52971,948088,916571,1228365,77.18
1.65,MATTE GURUMURTHY,KHAMMAM,5,MCPI(S),M,ANDHRA PRADESH,15129,948088,916571,1228365,77.18
0.3,MURALIDHAR.G,KHAMMAM,6,AJBP,M,ANDHRA PRADESH,2779,948088,916571,1228365,77.18
0.22,EDA SESHAGIRI RAO,KHAMMAM,7,IND,M,ANDHRA PRADESH,2029,948088,916571,1228365,77.18
0.22,GOPAGANI SHANKAR RAO,KHAMMAM,8,JD(S),M,ANDHRA PRADESH,1997,948088,916571,1228365,77.18
0.21,PADIGA YERRAIAH,KHAMMAM,9,IND,M,ANDHRA PRADESH,1955,948088,916571,1228365,77.18
0.2,GUDURU SATYANARAYANA,KHAMMAM,10,IND,M,ANDHRA PRADESH,1829,948088,916571,1228365,77.18
0.2,DR IRRI MARI ANNA,KHAMMAM,11,IND,M,ANDHRA PRADESH,1822,948088,916571,1228365,77.18
0.17,KODAMSIMHAM PANDU RANGA CHARYULU,KHAMMAM,12,IND,M,ANDHRA PRADESH,1519,948088,916571,1228365,77.18
0.14,KAMA RAMA RAO,KHAMMAM,13,IND,M,ANDHRA PRADESH,1325,948088,916571,1228365,77.18
44.97,GUTHA SUKENDER REDDY,NALGONDA,1,TDP,M,ANDHRA PRADESH,427505,980671,950587,1417182,69.2
36.58,KANUKULA JANARDHAN REDDY,NALGONDA,2,INC,M,ANDHRA PRADESH,347770,980671,950587,1417182,69.2
17.79,SURAVARAM SUDHAKAR REDDY,NALGONDA,3,CPI,M,ANDHRA PRADESH,169097,980671,950587,1417182,69.2
0.34,E.GIRI YADAV,NALGONDA,4,SP,M,ANDHRA PRADESH,3261,980671,950587,1417182,69.2
0.2,CHUNCHU LAKSHMAYYA,NALGONDA,5,AJBP,M,ANDHRA PRADESH,1868,980671,950587,1417182,69.2
0.11,GUMMI BAKKA REDDY,NALGONDA,6,IND,M,ANDHRA PRADESH,1086,980671,950587,1417182,69.2
44.12,JAIPAL REDDY SUDINI,MIRYALGUDA,1,INC,M,ANDHRA PRADESH,401437,931826,909820,1206229,77.25
38.4,RANGASHAI REDDY YADEVELLI,MIRYALGUDA,2,TDP,M,ANDHRA PRADESH,349360,931826,909820,1206229,77.25
14.44,CHERUPALLI SEETHARAMULU,MIRYALGUDA,3,CPM,M,ANDHRA PRADESH,131386,931826,909820,1206229,77.25
1.55,YERRA JOHNSON,MIRYALGUDA,4,MCPI(S),M,ANDHRA PRADESH,14068,931826,909820,1206229,77.25
0.56,KAKI LAXMA REDDY,MIRYALGUDA,5,IND,M,ANDHRA PRADESH,5073,931826,909820,1206229,77.25
0.34,DAIDA LINGAIAH,MIRYALGUDA,6,IND,M,ANDHRA PRADESH,3065,931826,909820,1206229,77.25
0.24,MARRI NEHEMIAH,MIRYALGUDA,7,IND,M,ANDHRA PRADESH,2201,931826,909820,1206229,77.25
0.2,BATHINI SOMULU,MIRYALGUDA,8,AJBP,M,ANDHRA PRADESH,1805,931826,909820,1206229,77.25
0.16,KUNAREDDY ANJI REDDY,MIRYALGUDA,9,NCP,M,ANDHRA PRADESH,1425,931826,909820,1206229,77.25
55.87,JARBOM GAMLIN,ARUNACHAL WEST,1,INC,M,ARUNACHAL PRADESH,131483,244968,235319,346126,70.77
30.07,OMAK APANG,ARUNACHAL WEST,2,AC,M,ARUNACHAL PRADESH,70760,244968,235319,346126,70.77
14.06,TOKO KACH,ARUNACHAL WEST,3,NCP,M,ARUNACHAL PRADESH,33076,244968,235319,346126,70.77
58.21,WANGCHA RAJKUMAR,ARUNACHAL EAST,1,INC,M,ARUNACHAL PRADESH,110792,196263,190344,265446,73.94
36.45,TAPIR GAO,ARUNACHAL EAST,2,BJP,M,ARUNACHAL PRADESH,69389,196263,190344,265446,73.94
5.34,CHAU KHOUK MANPOONG,ARUNACHAL EAST,3,AJBP,M,ARUNACHAL PRADESH,10163,196263,190344,265446,73.94
49.55,NEPAL CHANDRA DAS,KARIMGANJ (SC),1,INC,M,ASSAM,336799,695538,679706,943163,73.75
43.33,PARIMAL SUKLABAIDYA,KARIMGANJ (SC),2,BJP,M,ASSAM,294540,695538,679706,943163,73.75
5.04,KUSHIKANTA DAS,KARIMGANJ (SC),3,CPM,M,ASSAM,34250,695538,679706,943163,73.75
0.86,HIMADRI KUMAR ROY,KARIMGANJ (SC),4,SP,M,ASSAM,5817,695538,679706,943163,73.75
0.49,SUNIL RANJAN ROY,KARIMGANJ (SC),5,NCP,M,ASSAM,3362,695538,679706,943163,73.75
0.42,NEPAL CHANDRA DAS,KARIMGANJ (SC),6,IND,M,ASSAM,2886,695538,679706,943163,73.75
0.2,SUDARSHAN BARDHAN,KARIMGANJ (SC),7,AMB,M,ASSAM,1391,695538,679706,943163,73.75
0.1,RADHAKANTA TANTY,KARIMGANJ (SC),8,IND,M,ASSAM,661,695538,679706,943163,73.75
55.54,SONTOSH MOHAN DEV,SILCHAR,1,INC,M,ASSAM,329256,608528,592867,827760,73.52
37.36,KABINDRA PURKAYASTHA,SILCHAR,2,BJP,M,ASSAM,221504,608528,592867,827760,73.52
4.9,ABDUL MUHIB MAZUMDER,SILCHAR,3,IND,M,ASSAM,29060,608528,592867,827760,73.52
0.97,SUBHASH MOHAN DEB,SILCHAR,4,NCP,M,ASSAM,5737,608528,592867,827760,73.52
0.23,CHITTARANJAN SUKLABAIDYA,SILCHAR,5,IND,M,ASSAM,1338,608528,592867,827760,73.52
0.21,SAUMITRA NATH,SILCHAR,6,IND,M,ASSAM,1235,608528,592867,827760,73.52
0.2,RAJENDRA KUMAR SINHA,SILCHAR,7,IND,M,ASSAM,1181,608528,592867,827760,73.52
0.17,AMIYA KANTI DAS,SILCHAR,8,IND,M,ASSAM,1000,608528,592867,827760,73.52
0.12,KANTIMOY DEB,SILCHAR,9,IND,M,ASSAM,683,608528,592867,827760,73.52
0.1,JOWAHAR LAL GOALA,SILCHAR,10,IND,M,ASSAM,581,608528,592867,827760,73.52
0.1,NARAYAN CHOUDHURY,SILCHAR,11,IND,M,ASSAM,573,608528,592867,827760,73.52
0.09,NAZMUL HAQUE LASKAR,SILCHAR,12,IND,M,ASSAM,546,608528,592867,827760,73.52
0.03,GOPAL CHAKRABORTY,SILCHAR,13,IND,M,ASSAM,173,608528,592867,827760,73.52
53.98,DR JAYANTA RONGPI,AUTONOMOUS DISTRICT (ST),1,CPI(ML)(L),M,ASSAM,208789,396516,386800,535818,74.0
38.5,BIREN SINGH ENGTI,AUTONOMOUS DISTRICT (ST),2,INC,M,ASSAM,148914,396516,386800,535818,74.0
7.08,ELWIN TERON,AUTONOMOUS DISTRICT (ST),3,IND,M,ASSAM,27382,396516,386800,535818,74.0
0.44,KABON TIMUNGPI,AUTONOMOUS DISTRICT (ST),4,IND,F,ASSAM,1715,396516,386800,535818,74.0
34.58,ABDUL HAMID,DHUBRI,1,INC,M,ASSAM,279812,825531,809069,1050547,78.58
31.95,DR PANNALAL OSWAL,DHUBRI,2,BJP,M,ASSAM,258472,825531,809069,1050547,78.58
21.61,AFZALUR RAHMAN,DHUBRI,3,IND,M,ASSAM,174879,825531,809069,1050547,78.58
7.14,ALAUDDIN SARKAR,DHUBRI,4,CPI,M,ASSAM,57735,825531,809069,1050547,78.58
2.05,AHMED HUSSAIN,DHUBRI,5,NCP,M,ASSAM,16611,825531,809069,1050547,78.58
1.47,MINHAR ALI MANDAL,DHUBRI,6,IND,M,ASSAM,11892,825531,809069,1050547,78.58
0.72,PRABIR KUMAR RAVA,DHUBRI,7,IND,M,ASSAM,5785,825531,809069,1050547,78.58
0.48,SAFIOR RAHMAN TALUKDAR,DHUBRI,8,AJBP,M,ASSAM,3883,825531,809069,1050547,78.58
37.57,SANSUMA KHUNGGUR BWISMUTHIARY,KOKRAJHAR (ST),1,IND,M,ASSAM,334367,910953,890015,1168480,77.96
27.75,THEODORE KISKU RAPAZ,KOKRAJHAR (ST),2,URMCA,M,ASSAM,246942,910953,890015,1168480,77.96
19.37,GANGADHAR RAMCHIARY,KOKRAJHAR (ST),3,PDF,M,ASSAM,172434,910953,890015,1168480,77.96
7.33,SRI PREMSING BRAHMA,KOKRAJHAR (ST),4,INC,M,ASSAM,65234,910953,890015,1168480,77.96
7.13,ANIL MURMU,KOKRAJHAR (ST),5,IND,M,ASSAM,63427,910953,890015,1168480,77.96
0.86,KANAKESWAR NARZARY,KOKRAJHAR (ST),6,UBNLF,M,ASSAM,7611,910953,890015,1168480,77.96
43.2,A F GOLAM OSMANI,BARPETA,1,INC,M,ASSAM,325838,767914,754333,1023625,75.02
31.35,RAMANI KANTA DEKA,BARPETA,2,BJP,M,ASSAM,236476,767914,754333,1023625,75.02
18.73,UDDHAB BARMAN,BARPETA,3,CPM,M,ASSAM,141272,767914,754333,1023625,75.02
5.34,ABDUS SAMAD AHMED,BARPETA,4,UMFA,M,ASSAM,40256,767914,754333,1023625,75.02
0.54,BHUBANESWAR BARMAN,BARPETA,5,SP,M,ASSAM,4091,767914,754333,1023625,75.02
0.4,JALAL UDDIN AHMED,BARPETA,6,IND,M,ASSAM,2988,767914,754333,1023625,75.02
0.38,DILIP SARKAR,BARPETA,7,IND,M,ASSAM,2857,767914,754333,1023625,75.02
0.07,MAHAMMAD ALI,BARPETA,8,IND,M,ASSAM,555,767914,754333,1023625,75.02
45.95,BIJOYA CHAKRAVARTY,GAUHATI,1,BJP,F,ASSAM,384771,858028,837428,1354869,63.33
36.96,BHUBANESWAR KALITA,GAUHATI,2,INC,M,ASSAM,309533,858028,837428,1354869,63.33
14.21,DURGA DAS BORO,GAUHATI,3,AGP,M,ASSAM,119034,858028,837428,1354869,63.33
1.58,SUNITI SONOWAL,GAUHATI,4,NCP,F,ASSAM,13241,858028,837428,1354869,63.33
0.51,BIREN RABHA,GAUHATI,5,IND,M,ASSAM,4293,858028,837428,1354869,63.33
0.24,DR PHUKAN CHANDRA BORO,GAUHATI,6,IND,M,ASSAM,1987,858028,837428,1354869,63.33
0.23,NAWAZIS ARA BEGUM,GAUHATI,7,SP,F,ASSAM,1933,858028,837428,1354869,63.33
0.22,JITEN DEKA,GAUHATI,8,IND,M,ASSAM,1822,858028,837428,1354869,63.33
0.06,MRINAL KANTI CHOWDHURY,GAUHATI,9,AJBP,M,ASSAM,481,858028,837428,1354869,63.33
0.04,BHUMIDHAR PATHAK,GAUHATI,10,IND,M,ASSAM,333,858028,837428,1354869,63.33
34.09,MADHAB RAJBANGSHI,MANGALDOI,1,INC,M,ASSAM,283749,858529,832398,1180131,72.75
32.11,MUNINDRA SINGHA LAHKAR,MANGALDOI,2,BJP,M,ASSAM,267315,858529,832398,1180131,72.75
18.59,BIRENDRA PRASAD BAISHYA,MANGALDOI,3,AGP,M,ASSAM,154711,858529,832398,1180131,72.75
13.29,RABI RAM BRAHMA,MANGALDOI,4,IND,M,ASSAM,110650,858529,832398,1180131,72.75
1.01,BINAI KHUNGUR BASUMATARI,MANGALDOI,5,UTNLF,M,ASSAM,8429,858529,832398,1180131,72.75
0.44,QUAZI SYED KUTUBUDDIN,MANGALDOI,6,AJBP,M,ASSAM,3657,858529,832398,1180131,72.75
0.34,CHATHU RAM DAS,MANGALDOI,7,IND,M,ASSAM,2819,858529,832398,1180131,72.75
0.13,BHUPENDRA NATH KAKATI,MANGALDOI,8,IND,M,ASSAM,1068,858529,832398,1180131,72.75
34.09,MONI KUMAR SUBBA,TEZPUR,1,INC,M,ASSAM,230884,705449,677202,971406,72.62
30.3,RAM PRASAD SARMAH,TEZPUR,2,BJP,M,ASSAM,205178,705449,677202,971406,72.62
30.0,DR KOSHESWAR BORA,TEZPUR,3,AGP,M,ASSAM,203141,705449,677202,971406,72.62
2.6,JOSEPH KANDULNA,TEZPUR,4,IND,M,ASSAM,17626,705449,677202,971406,72.62
1.31,BIBEK DAS,TEZPUR,5,CPI(ML)(L),M,ASSAM,8855,705449,677202,971406,72.62
0.39,KUL BAHADUR CHETRY,TEZPUR,6,NCP,M,ASSAM,2657,705449,677202,971406,72.62
0.28,SYED HUSSAIN ALI SHAH,TEZPUR,7,IND,M,ASSAM,1893,705449,677202,971406,72.62
0.18,NOOR JAMAN AHMED,TEZPUR,8,IND,M,ASSAM,1234,705449,677202,971406,72.62
0.18,ILMAN TANTI,TEZPUR,9,IND,M,ASSAM,1232,705449,677202,971406,72.62
0.18,HELENA MURMUR,TEZPUR,10,IND,F,ASSAM,1197,705449,677202,971406,72.62
0.13,KANAK KHAUND,TEZPUR,11,IND,M,ASSAM,891,705449,677202,971406,72.62
0.13,MOHIBULLAH,TEZPUR,12,RJD,M,ASSAM,882,705449,677202,971406,72.62
0.12,PURNANARAYAN SINHA,TEZPUR,13,IND,M,ASSAM,838,705449,677202,971406,72.62
0.1,ABUL KHAYER,TEZPUR,14,IND,M,ASSAM,694,705449,677202,971406,72.62
43.17,RAJEN GOHAIN,NOWGONG,1,BJP,M,ASSAM,328861,781105,761698,1113339,70.16
38.52,NRIPEN GOSWAMI,NOWGONG,2,INC,M,ASSAM,293433,781105,761698,1113339,70.16
13.59,MUHI RAM SAIKIA,NOWGONG,3,AGP,M,ASSAM,103497,781105,761698,1113339,70.16
2.22,RIMAL AMSIH,NOWGONG,4,IND,M,ASSAM,16907,781105,761698,1113339,70.16
1.76,HAFIZ RASHID AHMED CHOUDHURY,NOWGONG,5,UMFA,M,ASSAM,13405,781105,761698,1113339,70.16
0.36,MUSTAFA KAMAL PASSA,NOWGONG,6,SP,M,ASSAM,2760,781105,761698,1113339,70.16
0.24,DHARMESWAR BORAH,NOWGONG,7,IND,M,ASSAM,1815,781105,761698,1113339,70.16
0.13,SANTOSH KUMAR DEB,NOWGONG,8,AJBP,M,ASSAM,1020,781105,761698,1113339,70.16
49.23,TARUN GOGOI,KALIABOR,1,INC,M,ASSAM,373542,779525,758710,1111536,70.13
27.17,KESHAB MAHANTA,KALIABOR,2,AGP,M,ASSAM,206150,779525,758710,1111536,70.13
22.05,BHADRESWAR TANTI,KALIABOR,3,BJP,M,ASSAM,167331,779525,758710,1111536,70.13
0.53,SHUIAB KHAN,KALIABOR,4,SP,M,ASSAM,4008,779525,758710,1111536,70.13
0.36,SAMSUL HUDA,KALIABOR,5,NCP,M,ASSAM,2720,779525,758710,1111536,70.13
0.24,MIRA BORTHAKUR,KALIABOR,6,RJD,F,ASSAM,1818,779525,758710,1111536,70.13
0.21,BIREN MIRDHA,KALIABOR,7,IND,M,ASSAM,1625,779525,758710,1111536,70.13
0.2,BANESWAR SAIKIA,KALIABOR,8,RCPI(R),M,ASSAM,1516,779525,758710,1111536,70.13
48.31,BIJOY KRISHNA HANDIQUE,JORHAT,1,INC,M,ASSAM,304690,649489,630744,1003470,64.72
32.55,JANAKI NATH HANDIQUE,JORHAT,2,BJP,M,ASSAM,205330,649489,630744,1003470,64.72
18.74,DEBA KUMAR BORA,JORHAT,3,AGP,M,ASSAM,118194,649489,630744,1003470,64.72
0.4,PRADIP KUMAR GOGOI,JORHAT,4,NCP,M,ASSAM,2530,649489,630744,1003470,64.72
48.57,PABAN SINGH GHATOWAR,DIBRUGARH,1,INC,M,ASSAM,270863,578810,557674,945785,61.2
36.54,AJIT CHALIHA,DIBRUGARH,2,BJP,M,ASSAM,203747,578810,557674,945785,61.2
13.62,BIJU PHUKAN,DIBRUGARH,3,AGP,M,ASSAM,75932,578810,557674,945785,61.2
0.9,BRIJ PRADHAN,DIBRUGARH,4,CPI(ML)(L),M,ASSAM,5019,578810,557674,945785,61.2
0.23,RAMNARAYAN SINGH,DIBRUGARH,5,SHS,M,ASSAM,1276,578810,557674,945785,61.2
0.15,MANSHARAM PATOWARI,DIBRUGARH,6,IND,M,ASSAM,837,578810,557674,945785,61.2
34.41,RANEE NARAH,LAKHIMPUR,1,INC,F,ASSAM,255925,767004,743823,1060744,72.31
27.08,SARBANANDA SONOWAL,LAKHIMPUR,2,AGP,M,ASSAM,201402,767004,743823,1060744,72.31
24.81,UDAI SANKAR HAZARIKA,LAKHIMPUR,3,BJP,M,ASSAM,184533,767004,743823,1060744,72.31
12.09,RANOJ PEGU,LAKHIMPUR,4,IND,M,ASSAM,89963,767004,743823,1060744,72.31
0.74,BALIN KULI,LAKHIMPUR,5,NCP,M,ASSAM,5527,767004,743823,1060744,72.31
0.27,ISAK KARKORIA,LAKHIMPUR,6,IND,M,ASSAM,2030,767004,743823,1060744,72.31
0.17,RAFIQUL LATIF BARUAH,LAKHIMPUR,7,JD(S),M,ASSAM,1287,767004,743823,1060744,72.31
0.17,MINU BURAGOHAIN,LAKHIMPUR,8,SP,F,ASSAM,1233,767004,743823,1060744,72.31
0.16,CHINU SAIKIA,LAKHIMPUR,9,AJBP,F,ASSAM,1222,767004,743823,1060744,72.31
0.09,SIDANANDA KAMAN,LAKHIMPUR,10,IND,M,ASSAM,701,767004,743823,1060744,72.31
45.86,MAHENDRA BAITHA,BAGAHA (SC),1,JD(U),M,BIHAR,261498,579180,570270,1028588,56.31
36.25,PURNAMASI RAM,BAGAHA (SC),2,RJD,M,BIHAR,206747,579180,570270,1028588,56.31
9.92,KANCHAN BAITHA,BAGAHA (SC),3,CVP,M,BIHAR,56561,579180,570270,1028588,56.31
4.95,NAND JEE RAM,BAGAHA (SC),4,CPI(ML)(L),M,BIHAR,28208,579180,570270,1028588,56.31
1.1,SURENDRA KUMAR SWATANTRA,BAGAHA (SC),5,BSP,M,BIHAR,6275,579180,570270,1028588,56.31
0.82,LAL BIHARI RAM,BAGAHA (SC),6,IND,M,BIHAR,4690,579180,570270,1028588,56.31
0.56,BISHWANATH RAM,BAGAHA (SC),7,IND,M,BIHAR,3182,579180,570270,1028588,56.31
0.55,BISUNDAYAL BAITHA,BAGAHA (SC),8,RLD,M,BIHAR,3109,579180,570270,1028588,56.31
49.78,DR MADAN PRASAD JAISWAL,BETTIAH,1,BJP,M,BIHAR,343027,696181,689040,1098637,63.37
44.03,MATAUR RAHMAN,BETTIAH,2,RJD,M,BIHAR,303377,696181,689040,1098637,63.37
3.38,TRIVENI TIWARY,BETTIAH,3,CPI,M,BIHAR,23317,696181,689040,1098637,63.37
1.73,DHARMESH PRASAD VERMA,BETTIAH,4,SJP(R),M,BIHAR,11901,696181,689040,1098637,63.37
0.37,NAFISH AHMAD,BETTIAH,5,IND,M,BIHAR,2539,696181,689040,1098637,63.37
0.33,RAIS LAL,BETTIAH,6,IND,M,BIHAR,2293,696181,689040,1098637,63.37
0.15,SANJAY KUMAR OJHA,BETTIAH,7,AJBP,M,BIHAR,1060,696181,689040,1098637,63.37
0.09,RAM LAKHAN PRASAD,BETTIAH,8,IND,M,BIHAR,644,696181,689040,1098637,63.37
0.09,RAM KUMAR DAS,BETTIAH,9,IND,M,BIHAR,596,696181,689040,1098637,63.37
0.04,DAROGA CHAUDHARY,BETTIAH,10,IND,M,BIHAR,286,696181,689040,1098637,63.37
50.02,RADHA MOHAN SINGH,MOTIHARI,1,BJP,M,BIHAR,338696,685679,677062,1112639,61.63
46.82,RAMA DEVI,MOTIHARI,2,RJD,F,BIHAR,317026,685679,677062,1112639,61.63
1.74,PRABHAT KUMAR SINGH,MOTIHARI,3,AJBP,M,BIHAR,11774,685679,677062,1112639,61.63
0.54,ABHAY KUMAR,MOTIHARI,4,IND,M,BIHAR,3688,685679,677062,1112639,61.63
0.39,POONAM KUMAR MISHRA,MOTIHARI,5,BJC(R),M,BIHAR,2626,685679,677062,1112639,61.63
0.15,RAMDEO RAM,MOTIHARI,6,IND,M,BIHAR,996,685679,677062,1112639,61.63
0.14,AJAY KUMAR SINGH,MOTIHARI,7,IND,M,BIHAR,976,685679,677062,1112639,61.63
0.11,SUDHIR KUMAR SINGH,MOTIHARI,8,IND,M,BIHAR,772,685679,677062,1112639,61.63
0.08,SURESH RAM,MOTIHARI,9,IND,M,BIHAR,508,685679,677062,1112639,61.63
49.22,RAGHUNATH JHA,GOPALGANJ,1,JD(U),M,BIHAR,365107,750762,741844,1176915,63.79
44.35,KALI PRASAD PANDEY,GOPALGANJ,2,RJD,M,BIHAR,328983,750762,741844,1176915,63.79
4.04,SATRAJ SINGH,GOPALGANJ,3,CPI(ML)(L),M,BIHAR,29990,750762,741844,1176915,63.79
1.49,CHHATHU SAH,GOPALGANJ,4,BSP,M,BIHAR,11058,750762,741844,1176915,63.79
0.8,ASHOK KUMAR,GOPALGANJ,5,IND,M,BIHAR,5908,750762,741844,1176915,63.79
0.11,RAMADHAR YADAV,GOPALGANJ,6,IND,M,BIHAR,798,750762,741844,1176915,63.79
54.83,M SAHABUDDIN,SIWAN,1,RJD,M,BIHAR,385069,709984,702293,989004,71.79
36.34,AMAR NATH YADAV,SIWAN,2,CPI(ML)(L),M,BIHAR,255229,709984,702293,989004,71.79
7.6,AKHLAQUE AHMAD,SIWAN,3,JD(U),M,BIHAR,53382,709984,702293,989004,71.79
