%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
0.13,NAURATAN,KHURJA (SC),9,ASP,M,UTTAR PRADESH,638,489206,481734,1271984,38.46
0.04,SHANTI SWAROOP,KHURJA (SC),10,IND,M,UTTAR PRADESH,210,489206,481734,1271984,38.46
0.03,VIJAY PAL,KHURJA (SC),11,IND,M,UTTAR PRADESH,151,489206,481734,1271984,38.46
0.02,AJAY KUMAR,KHURJA (SC),12,IND,M,UTTAR PRADESH,106,489206,481734,1271984,38.46
36.4,CHHATRA PAL,BULANDSHAHR,1,BJP,M,UTTAR PRADESH,180102,499074,494757,1098334,45.44
23.89,SAEEDUL HASSAN,BULANDSHAHR,2,INC,M,UTTAR PRADESH,118173,499074,494757,1098334,45.44
17.04,NAZ KHAN,BULANDSHAHR,3,BSP,M,UTTAR PRADESH,84282,499074,494757,1098334,45.44
15.21,JUGENDRA SINGH SIROHI,BULANDSHAHR,4,SP,M,UTTAR PRADESH,75260,499074,494757,1098334,45.44
4.79,IMTIAZ MD. KHAN,BULANDSHAHR,5,IND,M,UTTAR PRADESH,23680,499074,494757,1098334,45.44
0.62,HARISH CHANDRA,BULANDSHAHR,6,IND,M,UTTAR PRADESH,3053,499074,494757,1098334,45.44
0.49,RAVINDRA,BULANDSHAHR,7,IND,M,UTTAR PRADESH,2409,499074,494757,1098334,45.44
0.47,PRATAP SINGH,BULANDSHAHR,8,IND,M,UTTAR PRADESH,2327,499074,494757,1098334,45.44
0.34,RAGHVENDRA SINGH,BULANDSHAHR,9,IND,M,UTTAR PRADESH,1705,499074,494757,1098334,45.44
0.26,DR. HARI SINGH AZAD,BULANDSHAHR,10,ABLTP,M,UTTAR PRADESH,1265,499074,494757,1098334,45.44
0.2,SUKHVIR SINGH,BULANDSHAHR,11,JD(S),M,UTTAR PRADESH,983,499074,494757,1098334,45.44
0.17,RAJKUMAR,BULANDSHAHR,12,AJBP,M,UTTAR PRADESH,840,499074,494757,1098334,45.44
0.08,SHOORAJ SINGH,BULANDSHAHR,13,IND,M,UTTAR PRADESH,392,499074,494757,1098334,45.44
0.06,SHRIPAL,BULANDSHAHR,14,IND,M,UTTAR PRADESH,286,499074,494757,1098334,45.44
32.41,RAMESH CHAND TOMAR,HAPUR,1,BJP,M,UTTAR PRADESH,234525,736839,723634,1568097,46.99
30.76,TRILOK TYAGI,HAPUR,2,RLD,M,UTTAR PRADESH,222567,736839,723634,1568097,46.99
26.7,KHALID,HAPUR,3,BSP,M,UTTAR PRADESH,193221,736839,723634,1568097,46.99
8.01,RAM ASREY,HAPUR,4,SP,M,UTTAR PRADESH,57989,736839,723634,1568097,46.99
0.41,R.S. BHANDARI,HAPUR,5,IND,M,UTTAR PRADESH,2946,736839,723634,1568097,46.99
0.29,RAKESH YADAV,HAPUR,6,IND,M,UTTAR PRADESH,2113,736839,723634,1568097,46.99
0.26,SURENDRA PRADHAN,HAPUR,7,AIRKC,M,UTTAR PRADESH,1896,736839,723634,1568097,46.99
0.2,SATYA PRAKASH,HAPUR,8,AJBP,M,UTTAR PRADESH,1422,736839,723634,1568097,46.99
0.2,MOHD. NAEEM,HAPUR,9,NLP,M,UTTAR PRADESH,1416,736839,723634,1568097,46.99
0.17,RAM DAS,HAPUR,10,IND,M,UTTAR PRADESH,1264,736839,723634,1568097,46.99
0.13,NARENDRA SINGH TEVETIYA,HAPUR,11,SHS,M,UTTAR PRADESH,931,736839,723634,1568097,46.99
0.12,SHIBBAN RAM,HAPUR,12,ASP,M,UTTAR PRADESH,900,736839,723634,1568097,46.99
0.08,SHAHID,HAPUR,13,IND,M,UTTAR PRADESH,576,736839,723634,1568097,46.99
0.08,GAJENDRA VATAS,HAPUR,14,ABHM,M,UTTAR PRADESH,559,736839,723634,1568097,46.99
0.07,LAL SINGH,HAPUR,15,IND,M,UTTAR PRADESH,519,736839,723634,1568097,46.99
0.06,ZAFER,HAPUR,16,BRPP,M,UTTAR PRADESH,430,736839,723634,1568097,46.99
0.05,RAM KUMAR,HAPUR,17,IND,M,UTTAR PRADESH,360,736839,723634,1568097,46.99
34.74,AVTAR SINGH BHADANA,MEERUT,1,INC,M,UTTAR PRADESH,258456,756275,744064,1269454,59.57
31.4,AMAR PAL SINGH,MEERUT,2,BJP,M,UTTAR PRADESH,233620,756275,744064,1269454,59.57
30.53,HAJJI YAQOOB,MEERUT,3,BSP,M,UTTAR PRADESH,227133,756275,744064,1269454,59.57
1.75,JAGVEER SINGH,MEERUT,4,SP,M,UTTAR PRADESH,13050,756275,744064,1269454,59.57
0.36,NARESH,MEERUT,5,IND,M,UTTAR PRADESH,2644,756275,744064,1269454,59.57
0.26,DHRUV NARAYAN,MEERUT,6,LS,M,UTTAR PRADESH,1937,756275,744064,1269454,59.57
0.21,TARACHAND,MEERUT,7,IND,M,UTTAR PRADESH,1583,756275,744064,1269454,59.57
0.2,JAGGAN SINGH,MEERUT,8,IND,M,UTTAR PRADESH,1494,756275,744064,1269454,59.57
0.17,DHOOM SINGH,MEERUT,9,IND,M,UTTAR PRADESH,1269,756275,744064,1269454,59.57
0.15,KHILAFAT,MEERUT,10,AIRKC,M,UTTAR PRADESH,1097,756275,744064,1269454,59.57
0.06,BHANU PRATAP SINGH,MEERUT,11,IND,M,UTTAR PRADESH,460,756275,744064,1269454,59.57
0.03,MOHD. ASIM,MEERUT,12,IND,M,UTTAR PRADESH,241,756275,744064,1269454,59.57
0.03,ANAND KUMAR,MEERUT,13,IND,M,UTTAR PRADESH,188,756275,744064,1269454,59.57
0.03,SUNIL KUMAR,MEERUT,14,SHS,M,UTTAR PRADESH,188,756275,744064,1269454,59.57
0.02,ZILE SINGH ALIAS ZILE RAM,MEERUT,15,AJBP,M,UTTAR PRADESH,156,756275,744064,1269454,59.57
0.02,HAJI NOOR ELAHI,MEERUT,16,IND,M,UTTAR PRADESH,146,756275,744064,1269454,59.57
0.02,RAKESH,MEERUT,17,IND,M,UTTAR PRADESH,121,756275,744064,1269454,59.57
0.02,SURESH,MEERUT,18,IND,M,UTTAR PRADESH,121,756275,744064,1269454,59.57
0.01,SANTOSH,MEERUT,19,IND,M,UTTAR PRADESH,81,756275,744064,1269454,59.57
0.01,SATISH,MEERUT,20,IND,M,UTTAR PRADESH,79,756275,744064,1269454,59.57
48.25,AJIT SINGH,BAGHPAT,1,RLD,M,UTTAR PRADESH,358069,754521,742063,1321056,57.11
27.44,SOMPAL,BAGHPAT,2,BJP,M,UTTAR PRADESH,203650,754521,742063,1321056,57.11
13.33,TEKCHAND,BAGHPAT,3,BSP,M,UTTAR PRADESH,98900,754521,742063,1321056,57.11
8.06,DR. MIRAJUDDIN,BAGHPAT,4,SP,M,UTTAR PRADESH,59807,754521,742063,1321056,57.11
0.61,DR. NARENDRA,BAGHPAT,5,IND,M,UTTAR PRADESH,4553,754521,742063,1321056,57.11
0.38,SUMMARI,BAGHPAT,6,IND,M,UTTAR PRADESH,2812,754521,742063,1321056,57.11
0.34,MOHAMMED YASIN,BAGHPAT,7,IND,M,UTTAR PRADESH,2553,754521,742063,1321056,57.11
0.26,ASHOK,BAGHPAT,8,IND,M,UTTAR PRADESH,1933,754521,742063,1321056,57.11
0.26,JOGENDER,BAGHPAT,9,IND,M,UTTAR PRADESH,1919,754521,742063,1321056,57.11
0.23,KARAM SINGH,BAGHPAT,10,BRPP,M,UTTAR PRADESH,1700,754521,742063,1321056,57.11
0.21,JAI SINGH KASHYAP,BAGHPAT,11,GSP,M,UTTAR PRADESH,1561,754521,742063,1321056,57.11
0.16,BRIJPAL SINGH TOMAR,BAGHPAT,12,IND,M,UTTAR PRADESH,1222,754521,742063,1321056,57.11
0.15,RAHISU,BAGHPAT,13,NLP,M,UTTAR PRADESH,1150,754521,742063,1321056,57.11
0.09,RAM KISHAN,BAGHPAT,14,IND,M,UTTAR PRADESH,631,754521,742063,1321056,57.11
0.06,SHYAM MOHAN GUPTA,BAGHPAT,15,IND,M,UTTAR PRADESH,432,754521,742063,1321056,57.11
0.05,RAM MOHAN,BAGHPAT,16,SHS,M,UTTAR PRADESH,378,754521,742063,1321056,57.11
0.05,LEKHRAJ,BAGHPAT,17,IND,M,UTTAR PRADESH,350,754521,742063,1321056,57.11
0.04,GUR CHARAN SINGH BILTORIA,BAGHPAT,18,IND,M,UTTAR PRADESH,297,754521,742063,1321056,57.11
0.02,RAJPAL VERMA ALIAS RAJPAL,BAGHPAT,19,IND,M,UTTAR PRADESH,146,754521,742063,1321056,57.11
28.82,SAIDUZZAMAN,MUZAFFARNAGAR,1,INC,M,UTTAR PRADESH,196669,691547,682351,1217407,56.8
25.05,SOHANVEER SINGH,MUZAFFARNAGAR,2,BJP,M,UTTAR PRADESH,170918,691547,682351,1217407,56.8
23.99,RAJPAL SINGH SAINI,MUZAFFARNAGAR,3,BSP,M,UTTAR PRADESH,163721,691547,682351,1217407,56.8
16.49,HARENDRA SINGH,MUZAFFARNAGAR,4,SP,M,UTTAR PRADESH,112499,691547,682351,1217407,56.8
1.55,TEJ PAL,MUZAFFARNAGAR,5,IND,M,UTTAR PRADESH,10605,691547,682351,1217407,56.8
1.35,VED PRAKASH VED,MUZAFFARNAGAR,6,CPI,M,UTTAR PRADESH,9208,691547,682351,1217407,56.8
0.57,BRAHEMPAL,MUZAFFARNAGAR,7,BND,M,UTTAR PRADESH,3895,691547,682351,1217407,56.8
0.54,PRAVIN KUMAR,MUZAFFARNAGAR,8,IND,M,UTTAR PRADESH,3684,691547,682351,1217407,56.8
0.46,RAJNISH MITTAL,MUZAFFARNAGAR,9,IND,M,UTTAR PRADESH,3108,691547,682351,1217407,56.8
0.41,BHAGAT SINGH,MUZAFFARNAGAR,10,IND,M,UTTAR PRADESH,2772,691547,682351,1217407,56.8
0.13,RAMESH,MUZAFFARNAGAR,11,JSAP,M,UTTAR PRADESH,908,691547,682351,1217407,56.8
0.12,NARESHI LAL,MUZAFFARNAGAR,12,IND,M,UTTAR PRADESH,789,691547,682351,1217407,56.8
0.09,RAJENDRA SINGH,MUZAFFARNAGAR,13,AJBP,M,UTTAR PRADESH,618,691547,682351,1217407,56.8
0.09,RAJENDRA,MUZAFFARNAGAR,14,IND,M,UTTAR PRADESH,580,691547,682351,1217407,56.8
0.07,OMKAR,MUZAFFARNAGAR,15,IND,M,UTTAR PRADESH,507,691547,682351,1217407,56.8
0.06,GHAN SHYAM,MUZAFFARNAGAR,16,IND,M,UTTAR PRADESH,383,691547,682351,1217407,56.8
0.05,SUNIL,MUZAFFARNAGAR,17,IND,M,UTTAR PRADESH,324,691547,682351,1217407,56.8
0.04,HARVIR SINGH,MUZAFFARNAGAR,18,IND,M,UTTAR PRADESH,303,691547,682351,1217407,56.8
0.04,RAJESH KUMAR,MUZAFFARNAGAR,19,IND,M,UTTAR PRADESH,248,691547,682351,1217407,56.8
0.04,MANGU SINGH,MUZAFFARNAGAR,20,ABSR,M,UTTAR PRADESH,244,691547,682351,1217407,56.8
0.03,SATYAVIR SINGH,MUZAFFARNAGAR,21,IND,M,UTTAR PRADESH,196,691547,682351,1217407,56.8
0.03,SATYA SINGH,MUZAFFARNAGAR,22,IND,M,UTTAR PRADESH,172,691547,682351,1217407,56.8
29.82,AMIR ALAM,KAIRANA,1,RLD,M,UTTAR PRADESH,206345,700065,692027,1099503,63.67
24.29,NIRANJAN SINGH MALIK,KAIRANA,2,BJP,M,UTTAR PRADESH,168073,700065,692027,1099503,63.67
22.88,RAM KISHAN KASHYAP,KAIRANA,3,BSP,M,UTTAR PRADESH,158341,700065,692027,1099503,63.67
19.39,MUNAVVAR HUSAN,KAIRANA,4,SP,M,UTTAR PRADESH,134159,700065,692027,1099503,63.67
0.8,POORAN SINGH,KAIRANA,5,IND,M,UTTAR PRADESH,5522,700065,692027,1099503,63.67
0.65,NARENDRA TYAGI,KAIRANA,6,IND,M,UTTAR PRADESH,4487,700065,692027,1099503,63.67
0.6,TAHIR,KAIRANA,7,NLP,M,UTTAR PRADESH,4141,700065,692027,1099503,63.67
0.46,MAHESH PAL,KAIRANA,8,IND,M,UTTAR PRADESH,3171,700065,692027,1099503,63.67
0.38,TEJVEER SINGH,KAIRANA,9,IND,M,UTTAR PRADESH,2632,700065,692027,1099503,63.67
0.22,RIFAQUAT ALI,KAIRANA,10,IND,M,UTTAR PRADESH,1488,700065,692027,1099503,63.67
0.14,SATISH,KAIRANA,11,IND,M,UTTAR PRADESH,983,700065,692027,1099503,63.67
0.12,DHARAMVEER SINGH,KAIRANA,12,JSAP,M,UTTAR PRADESH,824,700065,692027,1099503,63.67
0.08,ANWAR HUSAN,KAIRANA,13,IND,M,UTTAR PRADESH,570,700065,692027,1099503,63.67
0.07,VISHWASH,KAIRANA,14,AJBP,M,UTTAR PRADESH,487,700065,692027,1099503,63.67
0.06,ANAND PRAKASH,KAIRANA,15,IND,M,UTTAR PRADESH,396,700065,692027,1099503,63.67
0.04,LAKHMI,KAIRANA,16,IND,M,UTTAR PRADESH,254,700065,692027,1099503,63.67
0.02,SATENDRA KUMAR,KAIRANA,17,IND,M,UTTAR PRADESH,154,700065,692027,1099503,63.67
30.53,MANSOOR ALI KHAN,SAHARANPUR,1,BSP,M,UTTAR PRADESH,235659,778805,771959,1261896,61.72
27.64,RASHEED MASOOD,SAHARANPUR,2,RLD,M,UTTAR PRADESH,213352,778805,771959,1261896,61.72
18.52,NAKLI SINGH,SAHARANPUR,3,BJP,M,UTTAR PRADESH,143000,778805,771959,1261896,61.72
14.18,NIRBHAY PAUL SHARMA,SAHARANPUR,4,IND,M,UTTAR PRADESH,109489,778805,771959,1261896,61.72
5.48,MOHD. IRSHAD,SAHARANPUR,5,SP,M,UTTAR PRADESH,42276,778805,771959,1261896,61.72
1.02,ABHINANDAN PATHAK,SAHARANPUR,6,IND,M,UTTAR PRADESH,7869,778805,771959,1261896,61.72
0.61,SALEEM,SAHARANPUR,7,IND,M,UTTAR PRADESH,4738,778805,771959,1261896,61.72
0.59,ANIL,SAHARANPUR,8,IND,M,UTTAR PRADESH,4586,778805,771959,1261896,61.72
0.5,URV REHMAN (UBAIDUR REHMAN),SAHARANPUR,9,MUL,M,UTTAR PRADESH,3863,778805,771959,1261896,61.72
0.49,JAI SINGH,SAHARANPUR,10,JSAP,M,UTTAR PRADESH,3756,778805,771959,1261896,61.72
0.22,NOMAN MASOOD,SAHARANPUR,11,IND,M,UTTAR PRADESH,1704,778805,771959,1261896,61.72
0.22,ATA-UR-REHMAN,SAHARANPUR,12,IND,M,UTTAR PRADESH,1667,778805,771959,1261896,61.72
35.52,HARPAL SINGH SATHI,HARDWAR (SC),1,BJP,M,UTTAR PRADESH,236844,673563,666882,1183770,56.9
30.59,RAMESH KUMAR BURMAN,HARDWAR (SC),2,BSP,M,UTTAR PRADESH,203997,673563,666882,1183770,56.9
20.95,SHISHPAL ALIAS S.P. SINGH ENGINEER,HARDWAR (SC),3,INC,M,UTTAR PRADESH,139724,673563,666882,1183770,56.9
8.11,SURENDRA KUMAR RAKESH,HARDWAR (SC),4,SP,M,UTTAR PRADESH,54091,673563,666882,1183770,56.9
1.29,SMT. REKHA BALMIKI,HARDWAR (SC),5,IND,F,UTTAR PRADESH,8607,673563,666882,1183770,56.9
0.83,SUKHPAL SINGH BALMIKI,HARDWAR (SC),6,JSAP,M,UTTAR PRADESH,5536,673563,666882,1183770,56.9
0.72,AMAR SINGH,HARDWAR (SC),7,NLP,M,UTTAR PRADESH,4821,673563,666882,1183770,56.9
0.64,RAJBEER KORI,HARDWAR (SC),8,IND,M,UTTAR PRADESH,4250,673563,666882,1183770,56.9
0.56,SADHU RAM,HARDWAR (SC),9,SHS,M,UTTAR PRADESH,3727,673563,666882,1183770,56.9
0.45,DR. BHAGWAN DAS,HARDWAR (SC),10,LS,M,UTTAR PRADESH,3023,673563,666882,1183770,56.9
0.24,SURENDRA,HARDWAR (SC),11,IND,M,UTTAR PRADESH,1603,673563,666882,1183770,56.9
0.1,HARPAL SINGH,HARDWAR (SC),12,IND,M,UTTAR PRADESH,659,673563,666882,1183770,56.9
49.69,AMAR ROY PRADHAN,COOCH BEHAR (SC),1,FBL,M,WEST BENGAL,443148,902487,891829,1116523,80.83
37.56,AMBIKA CHARAN RAY,COOCH BEHAR (SC),2,AITC,M,WEST BENGAL,334983,902487,891829,1116523,80.83
10.13,SABITA ROY,COOCH BEHAR (SC),3,INC,F,WEST BENGAL,90378,902487,891829,1116523,80.83
1.93,PAPIYA BARMAN,COOCH BEHAR (SC),4,BSP,F,WEST BENGAL,17188,902487,891829,1116523,80.83
0.31,MAHENDRA NATH DAS,COOCH BEHAR (SC),5,IND,M,WEST BENGAL,2766,902487,891829,1116523,80.83
0.27,NRIPEN KARJEE,COOCH BEHAR (SC),6,IND,M,WEST BENGAL,2385,902487,891829,1116523,80.83
0.11,USHA ROY,COOCH BEHAR (SC),7,NCP,F,WEST BENGAL,981,902487,891829,1116523,80.83
51.25,JOACHIM BAXLA,ALIPURDUARS (ST),1,RSP,M,WEST BENGAL,389919,777585,760862,1039377,74.81
31.12,DHIRENDRA NARJINARAI,ALIPURDUARS (ST),2,BJP,M,WEST BENGAL,236786,777585,760862,1039377,74.81
15.68,BASANTI BARAIK,ALIPURDUARS (ST),3,INC,F,WEST BENGAL,119309,777585,760862,1039377,74.81
0.97,RABINDRA KUMAR BRAHMA,ALIPURDUARS (ST),4,IND,M,WEST BENGAL,7403,777585,760862,1039377,74.81
0.68,RAM PRATAP BARAIK,ALIPURDUARS (ST),5,IND,M,WEST BENGAL,5199,777585,760862,1039377,74.81
0.3,KOLHA BARAIK,ALIPURDUARS (ST),6,NCP,M,WEST BENGAL,2246,777585,760862,1039377,74.81
48.78,MINATI SEN,JALPAIGURI,1,CPM,F,WEST BENGAL,405785,844223,831795,1101898,76.62
35.69,KALYAN CHAKRABORTY,JALPAIGURI,2,AITC,M,WEST BENGAL,296848,844223,831795,1101898,76.62
12.02,GIRIJA SANKAR ROY,JALPAIGURI,3,INC,M,WEST BENGAL,99994,844223,831795,1101898,76.62
1.77,BHIM CHANDRA ROY,JALPAIGURI,4,IND,M,WEST BENGAL,14688,844223,831795,1101898,76.62
0.62,SHANKAR GANGULI,JALPAIGURI,5,IND,M,WEST BENGAL,5165,844223,831795,1101898,76.62
0.4,JAGADISH CHANDRA ROY,JALPAIGURI,6,IND,M,WEST BENGAL,3368,844223,831795,1101898,76.62
0.33,ANIL ROY,JALPAIGURI,7,BSP,M,WEST BENGAL,2751,844223,831795,1101898,76.62
0.22,BIMAL DUTTA,JALPAIGURI,8,IND,M,WEST BENGAL,1805,844223,831795,1101898,76.62
0.17,PABITRA MOITRA,JALPAIGURI,9,IND,M,WEST BENGAL,1391,844223,831795,1101898,76.62
44.24,S.P. LEPCHA,DARJEELING,1,CPM,M,WEST BENGAL,256826,590023,580471,1276753,46.21
24.96,NAR BAHADUR KHATIWARA,DARJEELING,2,INC,M,WEST BENGAL,144857,590023,580471,1276753,46.21
21.98,TARUN ROY,DARJEELING,3,AITC,M,WEST BENGAL,127603,590023,580471,1276753,46.21
5.46,R.B.RAI,DARJEELING,4,IND,M,WEST BENGAL,31719,590023,580471,1276753,46.21
2.03,SUNIL ROY,DARJEELING,5,IND,M,WEST BENGAL,11797,590023,580471,1276753,46.21
0.88,KRISHNA BHAKTA PAUREL,DARJEELING,6,IND,M,WEST BENGAL,5118,590023,580471,1276753,46.21
0.44,SAMPAD ROY,DARJEELING,7,IND,M,WEST BENGAL,2551,590023,580471,1276753,46.21
46.74,PRIYA RANJAN DASMUNSI,RAIGANJ,1,INC,M,WEST BENGAL,409331,885408,875716,1144667,77.35
38.15,SUBRATA MUKHERJEE,RAIGANJ,2,CPM,M,WEST BENGAL,334076,885408,875716,1144667,77.35
12.57,BIPLAB MITRA,RAIGANJ,3,AITC,M,WEST BENGAL,110049,885408,875716,1144667,77.35
0.96,ADHYAPAK MD. SALAHUDDIN,RAIGANJ,4,NCP,M,WEST BENGAL,8386,885408,875716,1144667,77.35
0.92,SHRI AJIT DAS,RAIGANJ,5,CPI(ML)(L),M,WEST BENGAL,8093,885408,875716,1144667,77.35
0.38,SUBHAS BALA,RAIGANJ,6,BSP,M,WEST BENGAL,3332,885408,875716,1144667,77.35
0.28,SOLAIMAN,RAIGANJ,7,MUL,M,WEST BENGAL,2449,885408,875716,1144667,77.35
44.67,BARMAN RANEN,BALURGHAT (SC),1,RSP,M,WEST BENGAL,375669,851433,840898,1107468,76.88
37.19,SUBHASH CH. BARMAN,BALURGHAT (SC),2,BJP,M,WEST BENGAL,312748,851433,840898,1107468,76.88
17.01,BIKASH BARMAN,BALURGHAT (SC),3,INC,M,WEST BENGAL,143034,851433,840898,1107468,76.88
0.59,GOUR BARMAN,BALURGHAT (SC),4,IND,M,WEST BENGAL,4986,851433,840898,1107468,76.88
0.53,BISWANATH BARMAN,BALURGHAT (SC),5,BSP,M,WEST BENGAL,4461,851433,840898,1107468,76.88
40.22,ABUL BARKAT ATAUL GHANI KHAN CHOUDHURY,MALDA,1,INC,M,WEST BENGAL,325833,819770,810196,1047279,78.28
37.19,SAILEN SARKAR,MALDA,2,CPM,M,WEST BENGAL,301280,819770,810196,1047279,78.28
21.3,MUZAFFAR KHAN,MALDA,3,BJP,M,WEST BENGAL,172575,819770,810196,1047279,78.28
0.36,BUDHRAI KISKU,MALDA,4,JMM,M,WEST BENGAL,2928,819770,810196,1047279,78.28
0.24,BISWANATH GUHA,MALDA,5,IND,M,WEST BENGAL,1981,819770,810196,1047279,78.28
0.15,ATAUR RAHAMAN,MALDA,6,IND,M,WEST BENGAL,1228,819770,810196,1047279,78.28
0.13,NANI GOPAL SARKAR,MALDA,7,IND,M,WEST BENGAL,1027,819770,810196,1047279,78.28
0.11,MD. NEKMUDDIN,MALDA,8,MUL,M,WEST BENGAL,872,819770,810196,1047279,78.28
0.1,AANJUR ISLAM,MALDA,9,IND,M,WEST BENGAL,790,819770,810196,1047279,78.28
0.08,HELARIOUS MARDI,MALDA,10,IND,M,WEST BENGAL,630,819770,810196,1047279,78.28
0.08,DR. LIBIAS MONDAL,MALDA,11,IND,M,WEST BENGAL,630,819770,810196,1047279,78.28
0.05,AHEJUDDIN KHAN,MALDA,12,JD(S),M,WEST BENGAL,422,819770,810196,1047279,78.28
45.47,ABUL HASNAT KHAN,JANGIPUR,1,CPM,M,WEST BENGAL,352580,785797,775493,1087203,72.28
37.56,MAINUL HAQUE,JANGIPUR,2,INC,M,WEST BENGAL,291263,785797,775493,1087203,72.28
15.57,SYED MUSTAQUE MURSHED,JANGIPUR,3,AITC,M,WEST BENGAL,120770,785797,775493,1087203,72.28
0.78,DWARIKA NATH DAS,JANGIPUR,4,IND,M,WEST BENGAL,6074,785797,775493,1087203,72.28
0.3,UTPAL MAJUMDAR,JANGIPUR,5,NCP,M,WEST BENGAL,2339,785797,775493,1087203,72.28
0.24,ALAM KHAIRUL,JANGIPUR,6,BSP,M,WEST BENGAL,1857,785797,775493,1087203,72.28
0.08,MIHIR KUMAR DAS,JANGIPUR,7,IND,M,WEST BENGAL,610,785797,775493,1087203,72.28
47.3,MOINUL HASSAN,MURSHIDABAD,1,CPM,M,WEST BENGAL,391366,836120,827395,1172830,71.29
32.39,MANNAN HOSSAIN,MURSHIDABAD,2,INC,M,WEST BENGAL,268006,836120,827395,1172830,71.29
17.2,SAGIR HOSSAIN,MURSHIDABAD,3,AITC,M,WEST BENGAL,142275,836120,827395,1172830,71.29
1.42,KHADIJA BANU,MURSHIDABAD,4,IND,F,WEST BENGAL,11773,836120,827395,1172830,71.29
0.75,MOULANA MD. ABDUL BARI,MURSHIDABAD,5,MUL,M,WEST BENGAL,6220,836120,827395,1172830,71.29
0.4,SANDHYA MANDAL,MURSHIDABAD,6,BSP,F,WEST BENGAL,3289,836120,827395,1172830,71.29
0.26,NRIPENDRA NATH MANDAL,MURSHIDABAD,7,IND,M,WEST BENGAL,2178,836120,827395,1172830,71.29
0.11,HASRAT ALI MANDAL,MURSHIDABAD,8,IND,M,WEST BENGAL,921,836120,827395,1172830,71.29
0.1,UTTAM HALDER,MURSHIDABAD,9,IND,M,WEST BENGAL,859,836120,827395,1172830,71.29
0.06,REZWAN MEERZA,MURSHIDABAD,10,IND,M,WEST BENGAL,508,836120,827395,1172830,71.29
46.86,ADHIR RANJAN CHOWDHURY,BERHAMPORE,1,INC,M,WEST BENGAL,434073,937646,926375,1212554,77.33
36.56,PRAMOTHES MUKHERJEE,BERHAMPORE,2,RSP,M,WEST BENGAL,338682,937646,926375,1212554,77.33
14.53,COLONEL (RETD.) SABYASACHI BAGCHI,BERHAMPORE,3,BJP,M,WEST BENGAL,134569,937646,926375,1212554,77.33
0.97,JYOTIRMOY THAKUR,BERHAMPORE,4,IND,M,WEST BENGAL,8948,937646,926375,1212554,77.33
0.39,NURUL ISLAM,BERHAMPORE,5,MUL,M,WEST BENGAL,3618,937646,926375,1212554,77.33
0.29,SIDDHARTHA CHATTERJEE,BERHAMPORE,6,IND,M,WEST BENGAL,2679,937646,926375,1212554,77.33
0.12,SUNIL KUMAR MANDAL,BERHAMPORE,7,BSP,M,WEST BENGAL,1066,937646,926375,1212554,77.33
0.1,KANAN KUMAR SAHA,BERHAMPORE,8,IND,M,WEST BENGAL,911,937646,926375,1212554,77.33
0.1,SADHAN ROY,BERHAMPORE,9,IND,M,WEST BENGAL,881,937646,926375,1212554,77.33
0.08,SANTOSH MAJHI,BERHAMPORE,10,IND,M,WEST BENGAL,745,937646,926375,1212554,77.33
0.02,ANARUL HAQUE MALITHA,BERHAMPORE,11,IND,M,WEST BENGAL,203,937646,926375,1212554,77.33
43.82,SATYABRATA MOOKHERJEE,KRISHNAGAR,1,BJP,M,WEST BENGAL,366954,845489,837424,1084449,77.96
41.16,DILIP CHAKRABORTY,KRISHNAGAR,2,CPM,M,WEST BENGAL,344720,845489,837424,1084449,77.96
12.67,ASHIM SAHA,KRISHNAGAR,3,INC,M,WEST BENGAL,106137,845489,837424,1084449,77.96
0.97,BIMAN BISWAS,KRISHNAGAR,4,CPI(ML)(L),M,WEST BENGAL,8085,845489,837424,1084449,77.96
0.66,SK. KHODABOX,KRISHNAGAR,5,IND,M,WEST BENGAL,5548,845489,837424,1084449,77.96
0.42,JAFORULLA MOLLA,KRISHNAGAR,6,IND,M,WEST BENGAL,3483,845489,837424,1084449,77.96
0.3,AMAL KUMAR MONDAL,KRISHNAGAR,7,BSP,M,WEST BENGAL,2497,845489,837424,1084449,77.96
45.84,ANANDA MOHAN BISWAS,NABADWIP (SC),1,AITC,M,WEST BENGAL,459319,1014379,1002084,1320358,76.83
41.93,ASIM BALA,NABADWIP (SC),2,CPM,M,WEST BENGAL,420184,1014379,1002084,1320358,76.83
10.82,BISWAS SHASHANKA SHEKHOR,NABADWIP (SC),3,INC,M,WEST BENGAL,108464,1014379,1002084,1320358,76.83
0.88,SUSIL KUMAR SARKAR,NABADWIP (SC),4,BSP,M,WEST BENGAL,8775,1014379,1002084,1320358,76.83
0.35,JIBAN KABIRAJ,NABADWIP (SC),5,CPI(ML)(L),M,WEST BENGAL,3532,1014379,1002084,1320358,76.83
0.11,MADHU SUDAN MONDAL,NABADWIP (SC),6,IND,M,WEST BENGAL,1149,1014379,1002084,1320358,76.83
0.03,SATYENDRA NATH MONDAL,NABADWIP (SC),7,IND,M,WEST BENGAL,334,1014379,1002084,1320358,76.83
0.03,DINA BANDHU BISWAS,NABADWIP (SC),8,IND,M,WEST BENGAL,327,1014379,1002084,1320358,76.83
50.28,DR.RANJIT KUMAR PANJA,BARASAT,1,AITC,M,WEST BENGAL,518520,1043590,1031285,1303217,80.08
