%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
38.72,SURESH LONKAR,YAVATMAL,2,IND,M,MAHARASHTRA,201974,534029,521600,890474,59.97
2.66,KHOBARAGADE NAMDEORAO,YAVATMAL,3,IND,M,MAHARASHTRA,13862,534029,521600,890474,59.97
2.35,RAMESH SHRIDHARPANT MALVI,YAVATMAL,4,JD,M,MAHARASHTRA,12269,534029,521600,890474,59.97
2.31,ATRAM PUSHPATAI,YAVATMAL,5,BSP,M,MAHARASHTRA,12063,534029,521600,890474,59.97
2.03,PANDE SHRIRAM GUNAJI,YAVATMAL,6,IND,M,MAHARASHTRA,10579,534029,521600,890474,59.97
2.0,ONKAR MADHUKAR WASUDEORAO,YAVATMAL,7,IND,M,MAHARASHTRA,10443,534029,521600,890474,59.97
1.59,PUNJABRAO MANADEORAO SAWIMUL,YAVATMAL,8,IND,M,MAHARASHTRA,8290,534029,521600,890474,59.97
1.32,AHIR JAINARYANJIT BHAIRAOPRASAD,YAVATMAL,9,IND,M,MAHARASHTRA,6903,534029,521600,890474,59.97
0.7,BUCHAKE GOVINDRAO PUNJAJI,YAVATMAL,10,IND,M,MAHARASHTRA,3634,534029,521600,890474,59.97
0.32,AJAY AGAITKAR,YAVATMAL,11,ICS(SCS),M,MAHARASHTRA,1693,534029,521600,890474,59.97
0.29,GEDEKAR PREMANAND KARUJI,YAVATMAL,12,IND,M,MAHARASHTRA,1507,534029,521600,890474,59.97
0.24,CHANDRASHOKHAR SHANKARRAO CHAUDHARI,YAVATMAL,13,IND,M,MAHARASHTRA,1275,534029,521600,890474,59.97
0.24,NEWARO RAM KRISHNA DEMAJI,YAVATMAL,14,IND,M,MAHARASHTRA,1244,534029,521600,890474,59.97
0.23,PRAKASHCHANDRA MEGHRAJ MUTHA,YAVATMAL,15,IND,M,MAHARASHTRA,1180,534029,521600,890474,59.97
0.21,SHANKAR CHOKHARE,YAVATMAL,16,IND,M,MAHARASHTRA,1079,534029,521600,890474,59.97
0.2,TIWARI RAJ KISHORE MATADARAN,YAVATMAL,17,IND,M,MAHARASHTRA,1030,534029,521600,890474,59.97
0.15,ASHOK AMBADAS JITHEWAR,YAVATMAL,18,IND,M,MAHARASHTRA,763,534029,521600,890474,59.97
0.12,NANDKISHOR DEVAKISHANJI ASAWA,YAVATMAL,19,IND,M,MAHARASHTRA,633,534029,521600,890474,59.97
0.12,HARISHCHANDRA GOPICHANDRA PAWAR,YAVATMAL,20,IND,M,MAHARASHTRA,606,534029,521600,890474,59.97
0.11,PRATAP SINGHCHHOTUSINGH SENGAR,YAVATMAL,21,IND,M,MAHARASHTRA,587,534029,521600,890474,59.97
0.08,DIPAK BABRAO CHAUDHARI,YAVATMAL,22,IND,M,MAHARASHTRA,442,534029,521600,890474,59.97
0.07,SARDAR MANOHAR ZITRAJI,YAVATMAL,23,IND,M,MAHARASHTRA,352,534029,521600,890474,59.97
0.05,ABDUL GAFAR MANIYAR,YAVATMAL,24,IND,M,MAHARASHTRA,275,534029,521600,890474,59.97
0.04,PUTTEWAR DEORAO VITHOBAJI,YAVATMAL,25,IND,M,MAHARASHTRA,204,534029,521600,890474,59.97
54.12,UTTAM RATHOD,HINGOLI,1,INC,M,MAHARASHTRA,271595,520475,501800,930557,55.93
39.94,GUNDEWAR VILASARAO NAGANATHRAO,HINGOLI,2,BJP,M,MAHARASHTRA,200425,520475,501800,930557,55.93
2.53,PADGHAN GANESH KISHAN,HINGOLI,3,IND,M,MAHARASHTRA,12674,520475,501800,930557,55.93
1.87,GANGADHAR MOHANJI GAIDWAD,HINGOLI,4,RPI,M,MAHARASHTRA,9377,520475,501800,930557,55.93
1.25,NEHETE KISHORE SENU,HINGOLI,5,IND,M,MAHARASHTRA,6292,520475,501800,930557,55.93
0.29,RANVEER GAUTAMRAO MOHANRAO,HINGOLI,6,IND,M,MAHARASHTRA,1437,520475,501800,930557,55.93
49.27,KABDE VENKATESH RUKHMAJI,NANDED,1,JD,M,MAHARASHTRA,278320,582495,564849,1065156,54.69
45.0,ASHOK SHANKARRAO CHAVAN,NANDED,2,INC,M,MAHARASHTRA,254207,582495,564849,1065156,54.69
1.22,C.S.BAHETI,NANDED,3,ICS(SCS),M,MAHARASHTRA,6876,582495,564849,1065156,54.69
1.0,IMRANKHAN SEIKH ANWAR,NANDED,4,IND,M,MAHARASHTRA,5653,582495,564849,1065156,54.69
0.93,MAHESHWARI KANYALAL INDULAL,NANDED,5,IND,M,MAHARASHTRA,5236,582495,564849,1065156,54.69
0.56,WAGHMARE RAM PANDURANG,NANDED,6,IND,M,MAHARASHTRA,3163,582495,564849,1065156,54.69
0.44,CHOUDHARI PRADIP KUMAR HIRAMAN,NANDED,7,DDP,M,MAHARASHTRA,2499,582495,564849,1065156,54.69
0.44,SADHU KARBA VITHOBA,NANDED,8,IND,M,MAHARASHTRA,2466,582495,564849,1065156,54.69
0.34,ANANT KISHAN MAMDO,NANDED,9,IND,M,MAHARASHTRA,1897,582495,564849,1065156,54.69
0.27,THAKUR HARISINGH HANUMANSINGH,NANDED,10,IND,M,MAHARASHTRA,1507,582495,564849,1065156,54.69
0.22,GITE ANANDRAO GOVINDRAO,NANDED,11,IND,M,MAHARASHTRA,1230,582495,564849,1065156,54.69
0.16,MD. ATHER HUSSAIN FAROOQUI,NANDED,12,IND,M,MAHARASHTRA,928,582495,564849,1065156,54.69
0.15,RAOSHEB VITHALRAO KOKARE,NANDED,13,IND,M,MAHARASHTRA,867,582495,564849,1065156,54.69
44.21,DESHMUKH ASHOK ANANDRAO,PARBHANI,1,IND,M,MAHARASHTRA,229569,536267,519254,928898,57.73
31.43,YADAV RAMRAO NARAYANRAO,PARBHANI,2,INC,M,MAHARASHTRA,163185,536267,519254,928898,57.73
15.47,GAVANE VIJAY ANNASAHEB,PARBHANI,3,PWP,M,MAHARASHTRA,80349,536267,519254,928898,57.73
4.61,SHELKO HARIBHAU CHANDUJI,PARBHANI,4,IND,M,MAHARASHTRA,23950,536267,519254,928898,57.73
1.07,KHARAT NARAYAN GANPTRAO,PARBHANI,5,DDP,M,MAHARASHTRA,5542,536267,519254,928898,57.73
0.81,BHARADE PRAKASH KISANRAO,PARBHANI,6,IND,M,MAHARASHTRA,4223,536267,519254,928898,57.73
0.59,SANE BALASAHEB BHIVAJI,PARBHANI,7,IND,M,MAHARASHTRA,3073,536267,519254,928898,57.73
0.37,KALE PIRAJI GOVINDRAO,PARBHANI,8,IND,M,MAHARASHTRA,1922,536267,519254,928898,57.73
0.35,AHIRE SURESH GOVINDRAO,PARBHANI,9,BSP,M,MAHARASHTRA,1796,536267,519254,928898,57.73
0.28,RAMRAO MALSAMINDAR,PARBHANI,10,IND,M,MAHARASHTRA,1439,536267,519254,928898,57.73
0.27,MAHAJAN RAMRAO NAROBA,PARBHANI,11,IND,M,MAHARASHTRA,1395,536267,519254,928898,57.73
0.23,AMBHORE ASHOK BABRAO,PARBHANI,12,IND,M,MAHARASHTRA,1201,536267,519254,928898,57.73
0.17,WAKODE VIJAY DASHRATH,PARBHANI,13,IND,M,MAHARASHTRA,896,536267,519254,928898,57.73
0.14,MOHMED AKBAR SEIKH AHEMAD,PARBHANI,14,IND,M,MAHARASHTRA,714,536267,519254,928898,57.73
53.41,PUNDLIK HARI DANWE,JALNA,1,BJP,M,MAHARASHTRA,310694,603000,581711,990208,60.9
42.76,PAWAR BALASAHEB RAMRAO,JALNA,2,INC,M,MAHARASHTRA,248729,603000,581711,990208,60.9
1.04,PATIL PITAMBER TANKU,JALNA,3,DDP,M,MAHARASHTRA,6074,603000,581711,990208,60.9
1.0,KHARAT MADHUKAR NATHUJI,JALNA,4,IND,M,MAHARASHTRA,5815,603000,581711,990208,60.9
0.38,BABASAHEB UTAMRAO SHINDE,JALNA,5,IND,M,MAHARASHTRA,2237,603000,581711,990208,60.9
0.38,SYED SHAUKAT ALI SYED HAMAD ALI,JALNA,6,IND,M,MAHARASHTRA,2204,603000,581711,990208,60.9
0.36,GADGE SUBHASH RAMDAS,JALNA,7,IND,M,MAHARASHTRA,2082,603000,581711,990208,60.9
0.28,AMRITLAL LAXMAN BHUREWALE,JALNA,8,IND,M,MAHARASHTRA,1642,603000,581711,990208,60.9
0.25,UTTAM SADASHIV RATNAPARKHE,JALNA,9,IND,M,MAHARASHTRA,1447,603000,581711,990208,60.9
0.14,HANSRAJ YESHWANT RAMTEKE,JALNA,10,IND,M,MAHARASHTRA,787,603000,581711,990208,60.9
48.26,MOROSHWAR SAVE,AURANGABAD,1,IND,M,MAHARASHTRA,322467,686825,668214,1145802,59.94
45.59,SURESH PATIL,AURANGABAD,2,INC,M,MAHARASHTRA,304643,686825,668214,1145802,59.94
2.95,B.N.GAIKWAD,AURANGABAD,3,BRP,M,MAHARASHTRA,19738,686825,668214,1145802,59.94
1.16,MADHUKAR TUKARAM BORAWALE,AURANGABAD,4,DDP,M,MAHARASHTRA,7769,686825,668214,1145802,59.94
0.53,MAHOONMAD MUSTAFA AHMED MOMIN,AURANGABAD,5,IND,M,MAHARASHTRA,3522,686825,668214,1145802,59.94
0.41,FULCHAND SURE,AURANGABAD,6,IND,M,MAHARASHTRA,2760,686825,668214,1145802,59.94
0.3,KALYAN SHRINIWAS DESHPANDE,AURANGABAD,7,IND,M,MAHARASHTRA,1983,686825,668214,1145802,59.94
0.27,YUNUSKHAN SULTANKHAN PATHAN,AURANGABAD,8,IND,M,MAHARASHTRA,1794,686825,668214,1145802,59.94
0.21,SHASHIKANT RAGHUNATH JAPE,AURANGABAD,9,IND,M,MAHARASHTRA,1393,686825,668214,1145802,59.94
0.16,AHMAD MOHIUDDIN,AURANGABAD,10,IND,M,MAHARASHTRA,1091,686825,668214,1145802,59.94
0.16,MAHBOOB ILAHIKHAN ALIAS DILIPKUMAR,AURANGABAD,11,IND,M,MAHARASHTRA,1054,686825,668214,1145802,59.94
37.79,DHAKNO BABANRAO DADABA,BEED,1,JD,M,MAHARASHTRA,229496,625743,607293,1111872,56.28
37.46,KSHIRSAGAR KESHARBAI SONAJIRAO,BEED,2,INC,F,MAHARASHTRA,227511,625743,607293,1111872,56.28
22.03,MUNDO SADASHIV SITARAM,BEED,3,BJP,M,MAHARASHTRA,133760,625743,607293,1111872,56.28
1.5,BONDER UTTAM BAJIRAO,BEED,4,DDP,M,MAHARASHTRA,9095,625743,607293,1111872,56.28
0.63,RATHOD GHANSHAM MANSINGH,BEED,5,BSP,M,MAHARASHTRA,3856,625743,607293,1111872,56.28
0.3,LALASAHEB MADHAV SHINDE,BEED,6,IND,M,MAHARASHTRA,1804,625743,607293,1111872,56.28
0.29,BALBHIM RANGANATHRAO GHUGE,BEED,7,IND,M,MAHARASHTRA,1771,625743,607293,1111872,56.28
50.36,PATIL SHIVRAJ VISHWANATH,LATUR,1,INC,M,MAHARASHTRA,304733,619738,605103,979858,63.25
43.11,BAPU KALDATE,LATUR,2,JD,M,MAHARASHTRA,260878,619738,605103,979858,63.25
4.4,KARDE NIWARTI MALHARI,LATUR,3,BJP,M,MAHARASHTRA,26649,619738,605103,979858,63.25
0.92,HULE SURYABHAN GOVINDRAO,LATUR,4,IND,M,MAHARASHTRA,5538,619738,605103,979858,63.25
0.48,KANSE RAMCHANDRA GOVINDRAO,LATUR,5,IND,M,MAHARASHTRA,2907,619738,605103,979858,63.25
0.28,INAMDAR NAIMODDIN ASRAFALI,LATUR,6,IND,M,MAHARASHTRA,1673,619738,605103,979858,63.25
0.23,UDARE SHAMRAO NARAYAN,LATUR,7,IND,M,MAHARASHTRA,1411,619738,605103,979858,63.25
0.22,SYED NIZAMODDIN,LATUR,8,IND,M,MAHARASHTRA,1314,619738,605103,979858,63.25
56.03,KAMBLE ARVIND TULSHIRAM,OSMANABAD (SC),1,INC,M,MAHARASHTRA,252841,464667,451275,865583,53.68
22.77,GHODKE KUNDLIKRAO EKNATH,OSMANABAD (SC),2,PWP,M,MAHARASHTRA,102749,464667,451275,865583,53.68
17.38,PETHE YESHWANT MARUTI,OSMANABAD (SC),3,SHS,M,MAHARASHTRA,78414,464667,451275,865583,53.68
1.68,LOKHANDE SAMPATTI GUNDIBA,OSMANABAD (SC),4,IND,M,MAHARASHTRA,7580,464667,451275,865583,53.68
0.53,KAMBLE LANGAPPA MAHADEO,OSMANABAD (SC),5,IND,M,MAHARASHTRA,2372,464667,451275,865583,53.68
0.39,BANSODE DEVIDAS GUNAJI,OSMANABAD (SC),6,IND,M,MAHARASHTRA,1780,464667,451275,865583,53.68
0.31,ANKUSHRAO RAMCHANDRA PANDHARI,OSMANABAD (SC),7,DDP,M,MAHARASHTRA,1389,464667,451275,865583,53.68
0.27,OVHAL VILAS WAMAN,OSMANABAD (SC),8,IND,M,MAHARASHTRA,1227,464667,451275,865583,53.68
0.21,MANE VISHWAS VITHAL,OSMANABAD (SC),9,IND,M,MAHARASHTRA,940,464667,451275,865583,53.68
0.16,GAIKWAD JAIPRAKASH GANGARAM,OSMANABAD (SC),10,BSP,M,MAHARASHTRA,725,464667,451275,865583,53.68
0.14,PAWAR BAHRUWAN TATYA,OSMANABAD (SC),11,IND,M,MAHARASHTRA,631,464667,451275,865583,53.68
0.14,SWAMI VIRPAKSH KARBASAYYA,OSMANABAD (SC),12,IND,M,MAHARASHTRA,627,464667,451275,865583,53.68
56.1,SADUL DHARMANNA MONDAYYA,SHOLAPUR,1,INC,M,MAHARASHTRA,281909,515543,502520,850629,60.61
29.22,VALYAL LINGRAJ BALIRAYYA,SHOLAPUR,2,BJP,M,MAHARASHTRA,146831,515543,502520,850629,60.61
11.71,VIJYA RANGNATH MADHAV,SHOLAPUR,3,IND,M,MAHARASHTRA,58870,515543,502520,850629,60.61
0.86,ALDAR UTTAM SHRIRANG,SHOLAPUR,4,IND,M,MAHARASHTRA,4335,515543,502520,850629,60.61
0.65,KASHID RAMCHANDRA PITAMBAR,SHOLAPUR,5,IND,M,MAHARASHTRA,3278,515543,502520,850629,60.61
0.58,CHOWDHARI GANGARAM EKNATH,SHOLAPUR,6,DDP,M,MAHARASHTRA,2911,515543,502520,850629,60.61
0.23,WANGIKAR HARUN RASOOL,SHOLAPUR,7,IND,M,MAHARASHTRA,1156,515543,502520,850629,60.61
0.18,AGARWAL SUBHASH KUNDANLAL,SHOLAPUR,8,IND,M,MAHARASHTRA,896,515543,502520,850629,60.61
0.14,GAIDHANKAR ALAIS GAIKWAD KUMAR BHIVA,SHOLAPUR,9,IND,M,MAHARASHTRA,727,515543,502520,850629,60.61
0.11,BIRAJDAR SIDRAM SHIVAPPA,SHOLAPUR,10,IND,M,MAHARASHTRA,551,515543,502520,850629,60.61
0.09,MUALNI JAHANGIR ABDUL,SHOLAPUR,11,IND,M,MAHARASHTRA,440,515543,502520,850629,60.61
0.08,JADHAV SANTAJI BHIMRAO,SHOLAPUR,12,IND,M,MAHARASHTRA,394,515543,502520,850629,60.61
0.04,DAFEDAR AKIF AHAMADSO MOHIYODDIN,SHOLAPUR,13,IND,M,MAHARASHTRA,222,515543,502520,850629,60.61
63.43,THORAT SANDIPAN BHAGWAN,PANDHARPUR (SC),1,INC,M,MAHARASHTRA,296671,481585,467736,979118,49.19
16.79,GAIKWAD JAYDEO MARUTI,PANDHARPUR (SC),2,BRP,M,MAHARASHTRA,78527,481585,467736,979118,49.19
15.43,JAGAONKAR PREETISH SHIVAJIRAO,PANDHARPUR (SC),3,BJP,M,MAHARASHTRA,72156,481585,467736,979118,49.19
1.38,KAKADE SAHEBRAO KASHINATH,PANDHARPUR (SC),4,IND,M,MAHARASHTRA,6444,481585,467736,979118,49.19
0.54,KAMBALE DNYANDEV GAMPAT,PANDHARPUR (SC),5,IND,M,MAHARASHTRA,2545,481585,467736,979118,49.19
0.44,MASKE SHIVAJI ISHWAR,PANDHARPUR (SC),6,IND,M,MAHARASHTRA,2042,481585,467736,979118,49.19
0.37,GAIKWAD SHIVAJI RAMA,PANDHARPUR (SC),7,IND,M,MAHARASHTRA,1731,481585,467736,979118,49.19
0.23,SUTKAR BALBHIM ABA,PANDHARPUR (SC),8,IND,M,MAHARASHTRA,1079,481585,467736,979118,49.19
0.21,KADAM DAJIRAM BHAURAO,PANDHARPUR (SC),9,IND,M,MAHARASHTRA,980,481585,467736,979118,49.19
0.2,SONWANE CHANDRAKANT TAYAPPA,PANDHARPUR (SC),10,IND,M,MAHARASHTRA,942,481585,467736,979118,49.19
0.19,SALVE SUBHANRAO CHILLU,PANDHARPUR (SC),11,IND,M,MAHARASHTRA,882,481585,467736,979118,49.19
0.18,BANSODE ATMARAM ANKUSH,PANDHARPUR (SC),12,IND,M,MAHARASHTRA,854,481585,467736,979118,49.19
0.14,GAJAKAS GANGARAM MAHADU,PANDHARPUR (SC),13,IND,M,MAHARASHTRA,639,481585,467736,979118,49.19
0.14,JAIVIR LAXMAN MARUTI,PANDHARPUR (SC),14,IND,M,MAHARASHTRA,636,481585,467736,979118,49.19
0.13,DHANWALE SITARAM MADHAV,PANDHARPUR (SC),15,IND,M,MAHARASHTRA,592,481585,467736,979118,49.19
0.13,LANDHE RAMESHWAR NAMDEO,PANDHARPUR (SC),16,IND,M,MAHARASHTRA,590,481585,467736,979118,49.19
0.09,SONWANE RAJU VISHWANATH,PANDHARPUR (SC),17,IND,M,MAHARASHTRA,426,481585,467736,979118,49.19
56.08,GADAKH .Y.K.,AHMEDNAGAR,1,INC,M,MAHARASHTRA,297209,546602,529972,984397,55.53
27.07,FARANDA N.S,AHMEDNAGAR,2,BJP,M,MAHARASHTRA,143464,546602,529972,984397,55.53
11.16,SAPTARSHI K.G,AHMEDNAGAR,3,JD,M,MAHARASHTRA,59171,546602,529972,984397,55.53
2.08,KOLHE M.B,AHMEDNAGAR,4,DDP,M,MAHARASHTRA,11006,546602,529972,984397,55.53
1.15,BORUDE S.D,AHMEDNAGAR,5,BSP,M,MAHARASHTRA,6105,546602,529972,984397,55.53
0.72,SHINDE A.N.,AHMEDNAGAR,6,IND,M,MAHARASHTRA,3829,546602,529972,984397,55.53
0.61,PAWAR M.NISAR M. IBRAHIM,AHMEDNAGAR,7,IND,M,MAHARASHTRA,3216,546602,529972,984397,55.53
0.28,CHHATISE A.D.,AHMEDNAGAR,8,IND,M,MAHARASHTRA,1486,546602,529972,984397,55.53
0.28,PARDESHI V.S.,AHMEDNAGAR,9,IND,M,MAHARASHTRA,1468,546602,529972,984397,55.53
0.27,MUKUTE A.D.,AHMEDNAGAR,10,IND,M,MAHARASHTRA,1448,546602,529972,984397,55.53
0.17,KATE S.P,AHMEDNAGAR,11,IND,M,MAHARASHTRA,875,546602,529972,984397,55.53
0.13,VAIRAGAR P.T.,AHMEDNAGAR,12,IND,M,MAHARASHTRA,695,546602,529972,984397,55.53
49.73,VIKHE E.V.,KOPARGAON,1,INC,M,MAHARASHTRA,248106,514804,498865,858141,59.99
25.47,GUNJAL V.S.,KOPARGAON,2,BJP,M,MAHARASHTRA,127048,514804,498865,858141,59.99
22.83,KADU A.P.,KOPARGAON,3,CPI,M,MAHARASHTRA,113911,514804,498865,858141,59.99
0.76,PATIL D.B.,KOPARGAON,4,DDP,M,MAHARASHTRA,3792,514804,498865,858141,59.99
0.52,BINGALE M.K.,KOPARGAON,5,BSP,M,MAHARASHTRA,2603,514804,498865,858141,59.99
0.37,PAWAR H.B.,KOPARGAON,6,IND,M,MAHARASHTRA,1867,514804,498865,858141,59.99
0.17,BRAMHANE V.A,KOPARGAON,7,IND,M,MAHARASHTRA,845,514804,498865,858141,59.99
0.14,SHAIKH CHAND A.K.,KOPARGAON,8,IND,M,MAHARASHTRA,693,514804,498865,858141,59.99
44.28,BANKHELE KISANRAO BABURAO,KHED,1,JD,M,MAHARASHTRA,242442,560627,547527,934837,59.97
41.39,MORE RAMKRISHAN SADASHIV,KHED,2,INC,M,MAHARASHTRA,226646,560627,547527,934837,59.97
9.36,BHUJBAL SAMBHAJI VITHOBA,KHED,3,BJP,M,MAHARASHTRA,51228,560627,547527,934837,59.97
2.31,KADOLKAR DATTATRAYA OMAJIRAO RAOSAHEB,KHED,4,ICS(SCS),M,MAHARASHTRA,12654,560627,547527,934837,59.97
0.55,KADAM SURPRIYA SONEA,KHED,5,BSP,F,MAHARASHTRA,2985,560627,547527,934837,59.97
0.46,YADAV VASUDEO RAMLAGAN,KHED,6,DDP,M,MAHARASHTRA,2515,560627,547527,934837,59.97
0.42,MARGALE KONDIBA VITHU,KHED,7,IND,M,MAHARASHTRA,2287,560627,547527,934837,59.97
0.35,KANKARIYA SUBHASH RAMCHANDRA,KHED,8,IND,M,MAHARASHTRA,1932,560627,547527,934837,59.97
0.33,JORI NIVRUTI DATTATRAYA,KHED,9,IND,M,MAHARASHTRA,1811,560627,547527,934837,59.97
0.27,SHAIKH MAQBOOL MAHBOOB,KHED,10,IND,M,MAHARASHTRA,1483,560627,547527,934837,59.97
0.15,AWALE SAMBHABI GUNDU,KHED,11,IND,M,MAHARASHTRA,824,560627,547527,934837,59.97
0.13,MARHTHE PATIL DNYANOBA SAVALARAM,KHED,12,IND,M,MAHARASHTRA,720,560627,547527,934837,59.97
43.61,GADGIL VITTHALARO NARHAR,PUNE,1,INC,M,MAHARASHTRA,296051,687651,678858,1070901,64.21
42.41,ANNA JOSHI,PUNE,2,BJP,M,MAHARASHTRA,287870,687651,678858,1070901,64.21
8.52,ATUR SANGTANI,PUNE,3,JD,M,MAHARASHTRA,57837,687651,678858,1070901,64.21
3.8,GAIKWAD JAIDEV MARUTI,PUNE,4,RPI,M,MAHARASHTRA,25825,687651,678858,1070901,64.21
0.37,KULKARNI SUDHIR JAIRAM,PUNE,5,IND,M,MAHARASHTRA,2489,687651,678858,1070901,64.21
0.21,ABHANG SITARAM DNYANESHWAR,PUNE,6,BSP,M,MAHARASHTRA,1438,687651,678858,1070901,64.21
0.19,HONRAO VIJAYANATH DIGAMBER,PUNE,7,IND,M,MAHARASHTRA,1321,687651,678858,1070901,64.21
0.12,AGGARWAL SURAJBHAN SINDHRAM,PUNE,8,IND,M,MAHARASHTRA,824,687651,678858,1070901,64.21
0.12,RAMAPURE BABURAO SHIVRAM,PUNE,9,IND,M,MAHARASHTRA,814,687651,678858,1070901,64.21
0.12,YUNUS A.GAFFAR MULLA,PUNE,10,IND,M,MAHARASHTRA,801,687651,678858,1070901,64.21
0.09,ISHWAR SAMBAYYA KAMTAM,PUNE,11,IND,M,MAHARASHTRA,611,687651,678858,1070901,64.21
0.09,GAUD TARACHAND SUNDAR,PUNE,12,DDP,M,MAHARASHTRA,600,687651,678858,1070901,64.21
0.08,KODRA VASANT DATTATRAYA,PUNE,13,IND,M,MAHARASHTRA,569,687651,678858,1070901,64.21
0.07,GODSE SUBHASH NAHAR,PUNE,14,IND,M,MAHARASHTRA,485,687651,678858,1070901,64.21
0.07,KATKE DATTATRAYA KONDIBA,PUNE,15,IND,M,MAHARASHTRA,478,687651,678858,1070901,64.21
0.06,MORE MACHINDRA KISAN,PUNE,16,IND,M,MAHARASHTRA,440,687651,678858,1070901,64.21
0.04,BARNE SUBHASH VISHNUPANT,PUNE,17,IND,M,MAHARASHTRA,247,687651,678858,1070901,64.21
0.02,VIRKAR JAGANNTH RAMCHANDRA,PUNE,18,IND,M,MAHARASHTRA,158,687651,678858,1070901,64.21
58.41,PATIL SHANKARRAO BAJIRAO,BARAMATI,1,INC,M,MAHARASHTRA,384513,673538,658277,1217719,55.31
32.42,KAKDE SAMBHAJIRAO SAHEBRAO,BARAMATI,2,JD,M,MAHARASHTRA,213421,673538,658277,1217719,55.31
7.33,KOKARE HANUMANT KHANDERAO,BARAMATI,3,BJP,M,MAHARASHTRA,48271,673538,658277,1217719,55.31
0.42,BADEKAR BHUJANG WAMAN,BARAMATI,4,RPP,M,MAHARASHTRA,2791,673538,658277,1217719,55.31
0.38,BHOSALE JAGANNATH SHRIRANG,BARAMATI,5,IND,M,MAHARASHTRA,2491,673538,658277,1217719,55.31
0.37,ALLUDDIN KHUDABAKSHA JAHAGIRDAR,BARAMATI,6,IND,M,MAHARASHTRA,2460,673538,658277,1217719,55.31
0.19,BHUJBAL RAJENDRA NANASAHEB,BARAMATI,7,IND,M,MAHARASHTRA,1246,673538,658277,1217719,55.31
0.14,KHANDVE KANTARAM RAMCHANDRA,BARAMATI,8,IND,M,MAHARASHTRA,900,673538,658277,1217719,55.31
0.12,MAHENDALE SHRIKRISHNA PRABHAKAR,BARAMATI,9,IND,M,MAHARASHTRA,777,673538,658277,1217719,55.31
0.11,ABHANG SITARAM DNYANESHWAR,BARAMATI,10,BSP,M,MAHARASHTRA,697,673538,658277,1217719,55.31
0.06,LOLE RAMBHU GANABA,BARAMATI,11,IND,M,MAHARASHTRA,372,673538,658277,1217719,55.31
0.05,TEKAVADE TATYASAHEB GAMPATRAO,BARAMATI,12,IND,M,MAHARASHTRA,338,673538,658277,1217719,55.31
81.94,BHOSALE PRATAPRAO BABURAO,SATARA,1,INC,M,MAHARASHTRA,369467,464710,450908,911901,50.96
11.64,D. D. RANAVARE,SATARA,2,JD,M,MAHARASHTRA,52476,464710,450908,911901,50.96
1.28,JADHAV LAXMAN WAMAN,SATARA,3,IND,M,MAHARASHTRA,5773,464710,450908,911901,50.96
0.81,KAKADE BALAVANT WAMAN,SATARA,4,BSP,M,MAHARASHTRA,3636,464710,450908,911901,50.96
0.77,METKARI DASTAGIR KADARBHAI,SATARA,5,IND,M,MAHARASHTRA,3452,464710,450908,911901,50.96
0.73,KUMBHAR RAMCHARAN BIKANU,SATARA,6,DDP,M,MAHARASHTRA,3283,464710,450908,911901,50.96
0.6,MULLA SHAUKATALLI BABALAL,SATARA,7,DMM,M,MAHARASHTRA,2723,464710,450908,911901,50.96
0.57,PAWAR ARVIND BAPURAO,SATARA,8,IND,M,MAHARASHTRA,2561,464710,450908,911901,50.96
0.48,LOKHANDE MARUTI SHANKAR,SATARA,9,IND,M,MAHARASHTRA,2184,464710,450908,911901,50.96
0.47,MANE BALKRISHNA RAMCHANDRA,SATARA,10,IND,M,MAHARASHTRA,2101,464710,450908,911901,50.96
0.32,PHALKE BALU SADASHIV,SATARA,11,IND,M,MAHARASHTRA,1436,464710,450908,911901,50.96
0.26,BARGE DATTATRAYA NIVRUTTI,SATARA,12,IND,M,MAHARASHTRA,1194,464710,450908,911901,50.96
0.14,JARAD SURYAKANT ANANDRAO,SATARA,13,IND,M,MAHARASHTRA,622,464710,450908,911901,50.96
60.19,CHAVAN PREMALABAI DAJISAHEB,KARAD,1,INC,F,MAHARASHTRA,340631,578593,565885,948262,61.02
26.06,NAIKAWADI NAGNNATH RAMCHANDRA,KARAD,2,IND,M,MAHARASHTRA,147466,578593,565885,948262,61.02
9.43,GOVIND VINAYAK ALIAS RAJABHAU DESHPANDE,KARAD,3,BJP,M,MAHARASHTRA,53353,578593,565885,948262,61.02
1.4,YADAV KRISHANARAO SHIVRAM,KARAD,4,IND,M,MAHARASHTRA,7937,578593,565885,948262,61.02
1.02,JADHAV RAJ ALIAS KASHINATH DADASAHEB,KARAD,5,IND,M,MAHARASHTRA,5793,578593,565885,948262,61.02
0.85,KARANDE (PATIL) RAJARAM GANGARAM,KARAD,6,JD,M,MAHARASHTRA,4832,578593,565885,948262,61.02
0.5,PATIL PUNDLIK HARI,KARAD,7,IND,M,MAHARASHTRA,2839,578593,565885,948262,61.02
0.28,PRAJAPATI JOKHAN SHIVPUJAN,KARAD,8,DDP,M,MAHARASHTRA,1560,578593,565885,948262,61.02
0.17,PATIL ANANDRAO GOPAL,KARAD,9,IND,M,MAHARASHTRA,973,578593,565885,948262,61.02
