%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
0.19,JAI PRAKASH,HAPUR,14,IND,M,UTTAR PRADESH,993,539599,521008,1077433,50.08
0.14,RAJ KUMAR RANA,HAPUR,15,IND,M,UTTAR PRADESH,712,539599,521008,1077433,50.08
0.13,VIJENDRA SINGH,HAPUR,16,IND,M,UTTAR PRADESH,689,539599,521008,1077433,50.08
0.11,RAM KUMAR TYAGI,HAPUR,17,IND,M,UTTAR PRADESH,558,539599,521008,1077433,50.08
0.1,KR. DHARAM VIR SINGH,HAPUR,18,ICS(SCS),M,UTTAR PRADESH,540,539599,521008,1077433,50.08
0.09,DALPAT,HAPUR,19,IND,M,UTTAR PRADESH,491,539599,521008,1077433,50.08
0.07,LAXMAN,HAPUR,20,IND,M,UTTAR PRADESH,362,539599,521008,1077433,50.08
0.07,JEET SINGH,HAPUR,21,IND,M,UTTAR PRADESH,358,539599,521008,1077433,50.08
0.06,RAJENDRA,HAPUR,22,IND,M,UTTAR PRADESH,311,539599,521008,1077433,50.08
0.06,SHER BAHADUR SINGH,HAPUR,23,IND,M,UTTAR PRADESH,287,539599,521008,1077433,50.08
0.05,SATYA VIR SINGH TYAGI,HAPUR,24,IND,M,UTTAR PRADESH,236,539599,521008,1077433,50.08
0.04,RAM CHANDER,HAPUR,25,IND,M,UTTAR PRADESH,210,539599,521008,1077433,50.08
0.04,JANG SHER,HAPUR,26,IND,M,UTTAR PRADESH,202,539599,521008,1077433,50.08
58.47,HARISH PAL,MEERUT,1,JD,M,UTTAR PRADESH,312856,551883,535105,970079,56.89
35.66,MOHSINA KIDWAI,MEERUT,2,INC,F,UTTAR PRADESH,190815,551883,535105,970079,56.89
2.45,SANGH PIRYA GAUTAM,MEERUT,3,BJP,M,UTTAR PRADESH,13105,551883,535105,970079,56.89
1.21,GUFRAN,MEERUT,4,IND,M,UTTAR PRADESH,6478,551883,535105,970079,56.89
0.48,VINOD,MEERUT,5,IND,M,UTTAR PRADESH,2550,551883,535105,970079,56.89
0.32,NAHIDA MALIK,MEERUT,6,IND,F,UTTAR PRADESH,1729,551883,535105,970079,56.89
0.25,GOD SAY GOPAL VINAYAK,MEERUT,7,HMS,M,UTTAR PRADESH,1333,551883,535105,970079,56.89
0.24,HARI SINGH AZAD,MEERUT,8,LTP,M,UTTAR PRADESH,1272,551883,535105,970079,56.89
0.21,HEM CHAND NIMESH,MEERUT,9,IND,M,UTTAR PRADESH,1139,551883,535105,970079,56.89
0.19,RAKESH KUMAR,MEERUT,10,DDP,M,UTTAR PRADESH,993,551883,535105,970079,56.89
0.15,JEET SINGH M LKD,MEERUT,11,(B),NA,UTTAR PRADESH,822,551883,535105,970079,56.89
0.15,PATRAM SINGH,MEERUT,12,IND,M,UTTAR PRADESH,816,551883,535105,970079,56.89
0.11,TASNEEM AHMAD,MEERUT,13,IND,M,UTTAR PRADESH,615,551883,535105,970079,56.89
0.07,MADAN PRAKASH,MEERUT,14,IND,M,UTTAR PRADESH,358,551883,535105,970079,56.89
0.04,BIRJESHWAR KUMAR,MEERUT,15,IND,M,UTTAR PRADESH,224,551883,535105,970079,56.89
70.32,AJEET SINGH,BAGHPAT,1,JD,M,UTTAR PRADESH,400053,578085,568877,922288,62.68
27.32,MAHESH SHARMA,BAGHPAT,2,INC,M,UTTAR PRADESH,155406,578085,568877,922288,62.68
1.03,OM PRAKASH,BAGHPAT,3,IND,M,UTTAR PRADESH,5832,578085,568877,922288,62.68
0.33,NATTHU SINGH,BAGHPAT,4,IND,M,UTTAR PRADESH,1894,578085,568877,922288,62.68
0.25,ATAR SINGH SHARMA,BAGHPAT,5,IND,M,UTTAR PRADESH,1450,578085,568877,922288,62.68
0.2,RAJENDRA SINGH,BAGHPAT,6,IND,M,UTTAR PRADESH,1160,578085,568877,922288,62.68
0.14,GANGA RAM AMBEDKAR M LKD,BAGHPAT,7,(B),NA,UTTAR PRADESH,795,578085,568877,922288,62.68
0.14,SANJAY,BAGHPAT,8,DDP,M,UTTAR PRADESH,785,578085,568877,922288,62.68
0.09,SATYA PRAKASH,BAGHPAT,9,IND,M,UTTAR PRADESH,534,578085,568877,922288,62.68
0.07,NARENDRA,BAGHPAT,10,IND,M,UTTAR PRADESH,399,578085,568877,922288,62.68
0.06,SATYA PARKASH MANGLIK,BAGHPAT,11,FBL,M,UTTAR PRADESH,352,578085,568877,922288,62.68
0.04,SURESH DATT,BAGHPAT,12,IND,M,UTTAR PRADESH,217,578085,568877,922288,62.68
60.15,MUFTI MOHAMMAD SAYEED,MUZAFFARNAGAR,1,JD,M,UTTAR PRADESH,335324,570608,557457,920249,62.01
31.63,ANAND PRAKASH TYAGI,MUZAFFARNAGAR,2,INC,M,UTTAR PRADESH,176337,570608,557457,920249,62.01
3.21,SWAMI VARUN VESH M JNP,MUZAFFARNAGAR,3,(JP),NA,UTTAR PRADESH,17886,570608,557457,920249,62.01
2.57,BULWA,MUZAFFARNAGAR,4,UPRP,M,UTTAR PRADESH,14300,570608,557457,920249,62.01
0.74,ISHWAR,MUZAFFARNAGAR,5,BSP,M,UTTAR PRADESH,4125,570608,557457,920249,62.01
0.55,RAGIB NASEEM,MUZAFFARNAGAR,6,IND,M,UTTAR PRADESH,3048,570608,557457,920249,62.01
0.29,PAWAN KUMAR,MUZAFFARNAGAR,7,IND,M,UTTAR PRADESH,1618,570608,557457,920249,62.01
0.23,SOHAN VEER,MUZAFFARNAGAR,8,DDP,M,UTTAR PRADESH,1302,570608,557457,920249,62.01
0.16,HARISH CHHABRA,MUZAFFARNAGAR,9,IND,M,UTTAR PRADESH,902,570608,557457,920249,62.01
0.15,RAJENDER,MUZAFFARNAGAR,10,IND,M,UTTAR PRADESH,809,570608,557457,920249,62.01
0.12,SHAUKAT KHAN,MUZAFFARNAGAR,11,IND,M,UTTAR PRADESH,671,570608,557457,920249,62.01
0.07,ARUN KUMAR,MUZAFFARNAGAR,12,IND,M,UTTAR PRADESH,390,570608,557457,920249,62.01
0.05,DEMAG SINGH,MUZAFFARNAGAR,13,IND,M,UTTAR PRADESH,274,570608,557457,920249,62.01
0.04,KRISHANA KANT ASHOK,MUZAFFARNAGAR,14,IND,M,UTTAR PRADESH,237,570608,557457,920249,62.01
0.04,MAHAVEER (SINGH),MUZAFFARNAGAR,15,IND,M,UTTAR PRADESH,234,570608,557457,920249,62.01
58.86,HAR PAL,KAIRANA,1,JD,M,UTTAR PRADESH,306119,533764,520112,880593,60.61
35.43,BASHIR AHMED,KAIRANA,2,INC,M,UTTAR PRADESH,184290,533764,520112,880593,60.61
2.48,MOHD. ISLAM,KAIRANA,3,BSP,M,UTTAR PRADESH,12915,533764,520112,880593,60.61
0.62,KANWAR SINGH,KAIRANA,4,IND,M,UTTAR PRADESH,3218,533764,520112,880593,60.61
0.57,MAHAVEER (SINGH),KAIRANA,5,IND,M,UTTAR PRADESH,2945,533764,520112,880593,60.61
0.46,SAHENDRA,KAIRANA,6,IND,M,UTTAR PRADESH,2399,533764,520112,880593,60.61
0.31,TEJ PAL SINGH,KAIRANA,7,IND,M,UTTAR PRADESH,1614,533764,520112,880593,60.61
0.3,MUSHIR AHMED M LKD,KAIRANA,8,(B),NA,UTTAR PRADESH,1583,533764,520112,880593,60.61
0.28,PRAMOD KUMAR,KAIRANA,9,DDP,M,UTTAR PRADESH,1457,533764,520112,880593,60.61
0.15,MURARI LAL,KAIRANA,10,RRP,M,UTTAR PRADESH,798,533764,520112,880593,60.61
0.14,SUSHIL KUMAR,KAIRANA,11,IND,M,UTTAR PRADESH,746,533764,520112,880593,60.61
0.1,ASHRAT ALI,KAIRANA,12,IND,M,UTTAR PRADESH,510,533764,520112,880593,60.61
0.1,JAI PRAKASH,KAIRANA,13,IND,M,UTTAR PRADESH,497,533764,520112,880593,60.61
0.08,DHDARMVEER,KAIRANA,14,IND,M,UTTAR PRADESH,411,533764,520112,880593,60.61
0.07,VIJAI KUMAR,KAIRANA,15,IND,M,UTTAR PRADESH,370,533764,520112,880593,60.61
0.05,AKHTAR HASAN,KAIRANA,16,IND,M,UTTAR PRADESH,240,533764,520112,880593,60.61
54.55,RASHID MASOOD,SAHARANPUR,1,JD,M,UTTAR PRADESH,319317,606987,585343,957146,63.42
34.09,CHAUDHARY YASHPAL SINGH,SAHARANPUR,2,INC,M,UTTAR PRADESH,199549,606987,585343,957146,63.42
4.87,MUKHTAR AHMAD,SAHARANPUR,3,BSP,M,UTTAR PRADESH,28502,606987,585343,957146,63.42
3.8,SUBHASH,SAHARANPUR,4,IND,M,UTTAR PRADESH,22250,606987,585343,957146,63.42
1.63,BALDEV SINGH,SAHARANPUR,5,IND,M,UTTAR PRADESH,9514,606987,585343,957146,63.42
0.39,MOHD. ISLAM,SAHARANPUR,6,IND,M,UTTAR PRADESH,2259,606987,585343,957146,63.42
0.37,CHINTAMANI,SAHARANPUR,7,IND,M,UTTAR PRADESH,2195,606987,585343,957146,63.42
0.23,RAJDENDRA KUMAR,SAHARANPUR,8,IND,M,UTTAR PRADESH,1329,606987,585343,957146,63.42
0.07,KUTBUDDIN,SAHARANPUR,9,IND,M,UTTAR PRADESH,428,606987,585343,957146,63.42
38.27,JAGPAL SINGH,HARDWAR (SC),1,INC,M,UTTAR PRADESH,187990,505620,491250,891098,56.74
37.77,DHARAM SINGH,HARDWAR (SC),2,JD,M,UTTAR PRADESH,185527,505620,491250,891098,56.74
22.63,MAYAWATI,HARDWAR (SC),3,BSP,F,UTTAR PRADESH,111194,505620,491250,891098,56.74
0.85,DEVRAJ,HARDWAR (SC),4,IND,M,UTTAR PRADESH,4180,505620,491250,891098,56.74
0.48,HARI RAM,HARDWAR (SC),5,DDP,M,UTTAR PRADESH,2359,505620,491250,891098,56.74
51.35,AMAR ROY PRADHAN,COOCH BEHAR (SC),1,FBL,M,WEST BENGAL,422168,834207,822127,965700,86.38
44.85,SABITA ROY,COOCH BEHAR (SC),2,INC,F,WEST BENGAL,368698,834207,822127,965700,86.38
2.73,MAHENDRA NATH DAS,COOCH BEHAR (SC),3,BSP,M,WEST BENGAL,22444,834207,822127,965700,86.38
0.4,NRIPEN KARJEE,COOCH BEHAR (SC),4,IND,M,WEST BENGAL,3289,834207,822127,965700,86.38
0.27,MANINDRA NATH ROY,COOCH BEHAR (SC),5,IND,M,WEST BENGAL,2204,834207,822127,965700,86.38
0.26,KARNESWAR BARMAN,COOCH BEHAR (SC),6,AMB,M,WEST BENGAL,2159,834207,822127,965700,86.38
0.14,KHAGEN BARMAN,COOCH BEHAR (SC),7,INC(O),M,WEST BENGAL,1165,834207,822127,965700,86.38
54.93,PIUS TIRKEY,ALIPURDUARS (ST),1,RSP,M,WEST BENGAL,384119,718825,699321,906362,79.31
42.68,DENIS LAKRA,ALIPURDUARS (ST),2,INC,M,WEST BENGAL,298476,718825,699321,906362,79.31
1.25,BASUMATA AJOY KUMAR,ALIPURDUARS (ST),3,IND,M,WEST BENGAL,8765,718825,699321,906362,79.31
0.78,FRANCIS LAKRA,ALIPURDUARS (ST),4,AMB,M,WEST BENGAL,5488,718825,699321,906362,79.31
0.35,LAISO URAON,ALIPURDUARS (ST),5,BSP,M,WEST BENGAL,2473,718825,699321,906362,79.31
53.21,MANIK SANYAL,JALPAIGURI,1,CPM,M,WEST BENGAL,387805,743650,728848,935447,79.5
37.82,SRIRAM SINGH,JALPAIGURI,2,INC,M,WEST BENGAL,275677,743650,728848,935447,79.5
3.95,TEK BAHADUR CHHETRI,JALPAIGURI,3,IND,M,WEST BENGAL,28801,743650,728848,935447,79.5
1.37,INDRA PRASAD CHOWHAN,JALPAIGURI,4,CPI(ML),M,WEST BENGAL,9996,743650,728848,935447,79.5
1.02,JAYDEB MANDAL,JALPAIGURI,5,IND,M,WEST BENGAL,7436,743650,728848,935447,79.5
0.91,CHITTA RAJAN SARKER,JALPAIGURI,6,BSP,M,WEST BENGAL,6667,743650,728848,935447,79.5
0.85,SHISHIR LAHIRI,JALPAIGURI,7,BJP,M,WEST BENGAL,6212,743650,728848,935447,79.5
0.43,PANCHANAN MALLIK,JALPAIGURI,8,IND,M,WEST BENGAL,3168,743650,728848,935447,79.5
0.34,JAYGOPAL DAS,JALPAIGURI,9,AMB,M,WEST BENGAL,2470,743650,728848,935447,79.5
0.08,PANDOO BARAIK,JALPAIGURI,10,IND,M,WEST BENGAL,616,743650,728848,935447,79.5
56.49,INDERJEET,DARJEELING,1,GNLF,M,WEST BENGAL,435070,788359,770130,1061634,74.26
37.65,ANANDA PATHAK,DARJEELING,2,CPM,M,WEST BENGAL,289965,788359,770130,1061634,74.26
2.45,MOHAN KUMAR RAI,DARJEELING,3,IND,M,WEST BENGAL,18843,788359,770130,1061634,74.26
1.26,KRISHNA BHAKTA POUDYAL,DARJEELING,4,IND,M,WEST BENGAL,9668,788359,770130,1061634,74.26
0.57,J. D. S. RAI,DARJEELING,5,GOL(BG),M,WEST BENGAL,4426,788359,770130,1061634,74.26
0.49,BIRENDRA NATH BARMAN,DARJEELING,6,IND,M,WEST BENGAL,3744,788359,770130,1061634,74.26
0.32,ARUN PRASAD SARKAR,DARJEELING,7,BSP,M,WEST BENGAL,2452,788359,770130,1061634,74.26
0.26,P. P. RAI,DARJEELING,8,IND,M,WEST BENGAL,2009,788359,770130,1061634,74.26
0.2,DURGA PRADHAN,DARJEELING,9,IND,M,WEST BENGAL,1534,788359,770130,1061634,74.26
0.17,KAMINI MOHAN ROY,DARJEELING,10,IND,M,WEST BENGAL,1294,788359,770130,1061634,74.26
0.15,PARBANANDA BARMAN,DARJEELING,11,IND,M,WEST BENGAL,1125,788359,770130,1061634,74.26
45.64,GOLAM YAZDANI,RAIGANJ,1,INC,M,WEST BENGAL,342072,763803,749488,994246,76.82
45.25,SUBRATA MUKHERJEE,RAIGANJ,2,CPM,M,WEST BENGAL,339173,763803,749488,994246,76.82
5.5,ARUN BHADRA,RAIGANJ,3,BJP,M,WEST BENGAL,41197,763803,749488,994246,76.82
1.26,MD. MAQBUL HUSSAIN,RAIGANJ,4,MUL,M,WEST BENGAL,9451,763803,749488,994246,76.82
1.04,MAHAMUDDIN AHAMAD M JNP,RAIGANJ,5,(JP),NA,WEST BENGAL,7775,763803,749488,994246,76.82
0.7,ABDUL LATIF MD.,RAIGANJ,6,IND,M,WEST BENGAL,5241,763803,749488,994246,76.82
0.36,ANIL CHANDRA BISWAS,RAIGANJ,7,BSP,M,WEST BENGAL,2664,763803,749488,994246,76.82
0.26,SRIDAM THOKDAR,RAIGANJ,8,AMB,M,WEST BENGAL,1915,763803,749488,994246,76.82
49.42,PALAS BARMAN,BALURGHAT (SC),1,RSP,M,WEST BENGAL,388103,795507,785273,948682,83.85
45.15,SATYENDRA NATH ROY,BALURGHAT (SC),2,INC,M,WEST BENGAL,354577,795507,785273,948682,83.85
5.02,NRIPENDRA BARMAN,BALURGHAT (SC),3,BJP,M,WEST BENGAL,39412,795507,785273,948682,83.85
0.41,BHAGIRATH BARMAN,BALURGHAT (SC),4,AMB,M,WEST BENGAL,3181,795507,785273,948682,83.85
48.18,ABUL BARKAT ATAUL GHANI KHAN CHOUDHURY,MALDA,1,INC,M,WEST BENGAL,349138,736351,724632,900406,81.78
44.06,SUNIL SEN,MALDA,2,CPM,M,WEST BENGAL,319241,736351,724632,900406,81.78
6.25,BENAY BHUSAN SARKAR,MALDA,3,BJP,M,WEST BENGAL,45303,736351,724632,900406,81.78
1.06,MD. SAIDUL ISLAM,MALDA,4,MUL,M,WEST BENGAL,7660,736351,724632,900406,81.78
0.45,SAMSUDDIN BISWAS,MALDA,5,IND,M,WEST BENGAL,3290,736351,724632,900406,81.78
43.06,ABEDIN ZAINAL,JANGIPUR,1,CPM,M,WEST BENGAL,309798,732851,719528,932369,78.6
37.61,MOHAMMAD SOHRAB,JANGIPUR,2,INC,M,WEST BENGAL,270617,732851,719528,932369,78.6
11.49,DHANANJOY DAS,JANGIPUR,3,BJP,M,WEST BENGAL,82675,732851,719528,932369,78.6
5.98,SAMAUN BISWAS,JANGIPUR,4,MUL,M,WEST BENGAL,43008,732851,719528,932369,78.6
1.05,MOSARRAF HOSSAIN,JANGIPUR,5,IND,M,WEST BENGAL,7529,732851,719528,932369,78.6
0.82,ABDUS SAYEED,JANGIPUR,6,IND,M,WEST BENGAL,5901,732851,719528,932369,78.6
45.58,MASUDAL HOSSAIN SYED,MURSHIDABAD,1,CPM,M,WEST BENGAL,368860,820706,809186,986433,83.2
38.6,AZIZUR RAHMAN,MURSHIDABAD,2,INC,M,WEST BENGAL,312316,820706,809186,986433,83.2
5.74,SARKAR SAIMUDDIN,MURSHIDABAD,3,IND,M,WEST BENGAL,46450,820706,809186,986433,83.2
4.15,SHYAMAL GUPTA,MURSHIDABAD,4,BJP,M,WEST BENGAL,33601,820706,809186,986433,83.2
2.67,ABDUS SALAM,MURSHIDABAD,5,IND,M,WEST BENGAL,21582,820706,809186,986433,83.2
1.78,ABDUL LATIF,MURSHIDABAD,6,MUL,M,WEST BENGAL,14377,820706,809186,986433,83.2
1.26,SHEKHAR DUTTA,MURSHIDABAD,7,CPI(ML),M,WEST BENGAL,10205,820706,809186,986433,83.2
0.22,MADHAB KUMAR SARDAR,MURSHIDABAD,8,AMB,M,WEST BENGAL,1795,820706,809186,986433,83.2
48.26,MANI BHATTACHARYA,BERHAMPORE,1,RSP,M,WEST BENGAL,376064,791398,779179,1045559,75.69
40.2,SANKAR DAS PAUL,BERHAMPORE,2,INC,M,WEST BENGAL,313268,791398,779179,1045559,75.69
7.55,PRANAB KUMAR BANDYOPADHAYAY,BERHAMPORE,3,BJP,M,WEST BENGAL,58801,791398,779179,1045559,75.69
2.91,SHAIKH ABDUL BARI,BERHAMPORE,4,IND,M,WEST BENGAL,22650,791398,779179,1045559,75.69
0.57,MOKADDIM SHAIKH,BERHAMPORE,5,MUL,M,WEST BENGAL,4445,791398,779179,1045559,75.69
0.21,ROY AMIYA KUMAR,BERHAMPORE,6,IND,M,WEST BENGAL,1615,791398,779179,1045559,75.69
0.19,S. K. GOLAM MAHABU,BERHAMPORE,7,IND,M,WEST BENGAL,1453,791398,779179,1045559,75.69
0.11,CHITTARANJAN SARKAR,BERHAMPORE,8,AMB,M,WEST BENGAL,883,791398,779179,1045559,75.69
46.31,AJOY MUKHERJEE,KRISHNAGAR,1,CPM,M,WEST BENGAL,345359,761992,745810,921468,82.69
44.14,BHATTACHARYA JYOTIRMOY(NITU),KRISHNAGAR,2,INC,M,WEST BENGAL,329206,761992,745810,921468,82.69
3.11,ARIJIT MITRA,KRISHNAGAR,3,IND,M,WEST BENGAL,23224,761992,745810,921468,82.69
2.65,RANJIT KUMAR GHOSH,KRISHNAGAR,4,BJP,M,WEST BENGAL,19768,761992,745810,921468,82.69
2.47,SHAIKH KHODA BOX,KRISHNAGAR,5,IND,M,WEST BENGAL,18448,761992,745810,921468,82.69
0.56,PATIT PABAN BISWAS,KRISHNAGAR,6,BSP,M,WEST BENGAL,4191,761992,745810,921468,82.69
0.3,DHIRENDRA NATH SARKAR,KRISHNAGAR,7,IND,M,WEST BENGAL,2261,761992,745810,921468,82.69
0.24,ARUN MONDAL,KRISHNAGAR,8,IND,M,WEST BENGAL,1813,761992,745810,921468,82.69
0.21,SHYMAMAL SAHA,KRISHNAGAR,9,IND,M,WEST BENGAL,1540,761992,745810,921468,82.69
51.86,ASIM BALA,NABADWIP (SC),1,CPM,F,WEST BENGAL,469062,918063,904527,1074607,85.43
46.03,ANANDA MOHAN BISWAS,NABADWIP (SC),2,INC,M,WEST BENGAL,416399,918063,904527,1074607,85.43
0.96,TUSHAR BISWAS,NABADWIP (SC),3,BSP,M,WEST BENGAL,8672,918063,904527,1074607,85.43
0.58,MADHUSUDAN BALA,NABADWIP (SC),4,IND,M,WEST BENGAL,5240,918063,904527,1074607,85.43
0.48,BIPAD VANJAN RAY,NABADWIP (SC),5,IND,M,WEST BENGAL,4357,918063,904527,1074607,85.43
0.09,BIRENDRA NATH POODAR,NABADWIP (SC),6,IND,M,WEST BENGAL,797,918063,904527,1074607,85.43
50.52,CHITTA BASU,BARASAT,1,FBL,M,WEST BENGAL,448543,898099,887926,1049554,85.57
44.28,TARUN KANTI GHOSH,BARASAT,2,INC,M,WEST BENGAL,393174,898099,887926,1049554,85.57
1.98,SASADHAR BISWAS,BARASAT,3,BJP,M,WEST BENGAL,17547,898099,887926,1049554,85.57
1.29,PRATUL RAY,BARASAT,4,BSP,M,WEST BENGAL,11420,898099,887926,1049554,85.57
0.99,SK MD. HAFIZUL ISLAM,BARASAT,5,IND,M,WEST BENGAL,8756,898099,887926,1049554,85.57
0.55,HARUN-OR-RASHID,BARASAT,6,MIM,M,WEST BENGAL,4886,898099,887926,1049554,85.57
0.17,BISWESWAR MANDOL,BARASAT,7,IND,M,WEST BENGAL,1472,898099,887926,1049554,85.57
0.16,NRIPEN GHOSH,BARASAT,8,IND,M,WEST BENGAL,1442,898099,887926,1049554,85.57
0.08,BABAN SINGH,BARASAT,9,DDP,M,WEST BENGAL,686,898099,887926,1049554,85.57
50.31,MONORANJAN SUR,BASIRHAT,1,CPI,M,WEST BENGAL,382555,770589,760337,892829,86.31
47.64,SARDAR AMJAD ALI,BASIRHAT,2,INC,M,WEST BENGAL,362212,770589,760337,892829,86.31
0.73,SUBRATA CHATTERJEE,BASIRHAT,3,IND,M,WEST BENGAL,5520,770589,760337,892829,86.31
0.54,LIAKAT ALI MANDAL,BASIRHAT,4,IND,M,WEST BENGAL,4118,770589,760337,892829,86.31
0.51,MD. ALI MAZHAR HASSAN,BASIRHAT,5,IND,M,WEST BENGAL,3841,770589,760337,892829,86.31
0.2,BISWA PATI BISWAS,BASIRHAT,6,BSP,M,WEST BENGAL,1542,770589,760337,892829,86.31
0.07,DIPAK KUMAR SARKAR,BASIRHAT,7,IND,M,WEST BENGAL,549,770589,760337,892829,86.31
45.35,SANAT KUMAR MANDAL,JOYNAGAR (SC),1,RSP,M,WEST BENGAL,337611,758242,744385,932168,81.34
36.78,ARDHENDU SEKHAR NASKAR,JOYNAGAR (SC),2,INC,M,WEST BENGAL,273804,758242,744385,932168,81.34
15.37,RAJA RAM RAY MANDAL,JOYNAGAR (SC),3,IND,M,WEST BENGAL,114430,758242,744385,932168,81.34
1.89,ANADI NASKAR,JOYNAGAR (SC),4,BJP,M,WEST BENGAL,14055,758242,744385,932168,81.34
0.26,RADHA GOBINDA MONDAL,JOYNAGAR (SC),5,IND,M,WEST BENGAL,1925,758242,744385,932168,81.34
0.2,SABITA NASKAR,JOYNAGAR (SC),6,BSP,F,WEST BENGAL,1503,758242,744385,932168,81.34
0.14,JAGDISH KIRTANIA,JOYNAGAR (SC),7,AMB,M,WEST BENGAL,1057,758242,744385,932168,81.34
49.33,RADHIKARANJAN PRAMANIK,MATHURAPUR (SC),1,CPM,M,WEST BENGAL,359941,739596,729684,875184,84.51
46.23,MANORANJAN HALDER,MATHURAPUR (SC),2,INC,M,WEST BENGAL,337309,739596,729684,875184,84.51
4.44,SAMIR SEKHAR NAIYA,MATHURAPUR (SC),3,IND,M,WEST BENGAL,32434,739596,729684,875184,84.51
51.08,AMAL DATTA,DIAMOND HARBOUR,1,CPM,M,WEST BENGAL,374532,746043,733297,940260,79.34
45.21,MAYA GHOSH,DIAMOND HARBOUR,2,INC,F,WEST BENGAL,331487,746043,733297,940260,79.34
3.0,KHAN AZIZUL ISLAM,DIAMOND HARBOUR,3,MUL,M,WEST BENGAL,21984,746043,733297,940260,79.34
0.46,DHANOORAM JAISWARA,DIAMOND HARBOUR,4,BSP,M,WEST BENGAL,3394,746043,733297,940260,79.34
0.18,MD. IBRAHIM KHAN,DIAMOND HARBOUR,5,IND,M,WEST BENGAL,1330,746043,733297,940260,79.34
0.08,SHAIKH ABDUL WADUJ,DIAMOND HARBOUR,6,INC(O),M,WEST BENGAL,570,746043,733297,940260,79.34
50.19,MALINI BHATTACHARYA,JADAVPUR,1,CPM,F,WEST BENGAL,441188,892984,879040,1132041,78.88
46.67,MAMATA BANERJEE,JADAVPUR,2,INC,F,WEST BENGAL,410288,892984,879040,1132041,78.88
1.12,UTTAM BASU,JADAVPUR,3,BJP,M,WEST BENGAL,9874,892984,879040,1132041,78.88
0.91,LASKAR JABED ALI,JADAVPUR,4,MUL,M,WEST BENGAL,7994,892984,879040,1132041,78.88
0.31,TARAKESWAR SAMAJPATI,JADAVPUR,5,IND,M,WEST BENGAL,2716,892984,879040,1132041,78.88
0.3,APARNA MANDAL,JADAVPUR,6,IND,F,WEST BENGAL,2652,892984,879040,1132041,78.88
0.15,SEWJEE RAM,JADAVPUR,7,IND,M,WEST BENGAL,1300,892984,879040,1132041,78.88
0.13,RABINDRA NATH DAS,JADAVPUR,8,IND,M,WEST BENGAL,1134,892984,879040,1132041,78.88
0.12,KANAI BERA,JADAVPUR,9,IND,M,WEST BENGAL,1036,892984,879040,1132041,78.88
0.1,HARI SANKAR SAH,JADAVPUR,10,DDP,M,WEST BENGAL,858,892984,879040,1132041,78.88
50.56,TARIT BARAN TOPDER,BARRACKPORE,1,CPM,M,WEST BENGAL,364424,733757,720809,919052,79.84
45.41,DEBI GHOSAL,BARRACKPORE,2,INC,M,WEST BENGAL,327333,733757,720809,919052,79.84
1.93,TRIPTI RATAN DUTTA,BARRACKPORE,3,BJP,M,WEST BENGAL,13944,733757,720809,919052,79.84
1.04,PARIMAL KANTI RAY,BARRACKPORE,4,BSP,M,WEST BENGAL,7485,733757,720809,919052,79.84
0.33,NRIPEN CHOWDHURY,BARRACKPORE,5,IND,M,WEST BENGAL,2402,733757,720809,919052,79.84
0.33,RANJIT KUNDU,BARRACKPORE,6,IND,M,WEST BENGAL,2379,733757,720809,919052,79.84
0.15,PARAMANAND GOUR,BARRACKPORE,7,DDP,M,WEST BENGAL,1090,733757,720809,919052,79.84
0.14,MD. ABDUL GOFFAR,BARRACKPORE,8,IND,M,WEST BENGAL,1004,733757,720809,919052,79.84
0.1,RAMANANDA BISWAS,BARRACKPORE,9,IND,M,WEST BENGAL,748,733757,720809,919052,79.84
55.15,NIRMAL KANTI CHATTERJEE,DUM DUM,1,CPM,M,WEST BENGAL,556139,1027270,1008423,1297758,79.16
43.55,ASUTOSH LAW,DUM DUM,2,INC,M,WEST BENGAL,439135,1027270,1008423,1297758,79.16
1.07,CHITTA RANJAN BISWAS,DUM DUM,3,IND,M,WEST BENGAL,10766,1027270,1008423,1297758,79.16
0.24,SHIKARY DHOBEY,DUM DUM,4,DDP,M,WEST BENGAL,2383,1027270,1008423,1297758,79.16
50.95,DEBI PRASAD PAL,CALCUTTA NORTH WEST,1,INC,M,WEST BENGAL,219586,439766,431007,694467,63.32
38.25,ASHOKE KUMAR SEN,CALCUTTA NORTH WEST,2,JD,M,WEST BENGAL,164854,439766,431007,694467,63.32
7.35,SHANTI LAL JAIN,CALCUTTA NORTH WEST,3,BJP,M,WEST BENGAL,31677,439766,431007,694467,63.32
0.67,GULAM SAMDANI ASRAFI,CALCUTTA NORTH WEST,4,IND,M,WEST BENGAL,2894,439766,431007,694467,63.32
0.42,SHIBJI PRASAD GUPTA,CALCUTTA NORTH WEST,5,IND,M,WEST BENGAL,1800,439766,431007,694467,63.32
0.35,AGARWAL DURGA DUTTA,CALCUTTA NORTH WEST,6,BJS,M,WEST BENGAL,1527,439766,431007,694467,63.32
0.26,LOK NATH SARAF,CALCUTTA NORTH WEST,7,IND,M,WEST BENGAL,1116,439766,431007,694467,63.32
0.15,BIMAL KUMAR BILOTIA,CALCUTTA NORTH WEST,8,IND,M,WEST BENGAL,652,439766,431007,694467,63.32
