%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
0.1,BHOLA NATH SHARMA,ALLAHABAD,29,IND,M,UTTAR PRADESH,378,399424,386549,984299,40.58
0.1,SHRI KANT,ALLAHABAD,30,PBI,M,UTTAR PRADESH,368,399424,386549,984299,40.58
0.09,PREM NARAYAN,ALLAHABAD,31,IND,M,UTTAR PRADESH,356,399424,386549,984299,40.58
0.08,PRAVIN,ALLAHABAD,32,IND,M,UTTAR PRADESH,325,399424,386549,984299,40.58
0.08,KAMLESH NARAYAN,ALLAHABAD,33,IND,M,UTTAR PRADESH,311,399424,386549,984299,40.58
0.08,FATEH BEHADUR SRIVASTAVA,ALLAHABAD,34,IND,M,UTTAR PRADESH,306,399424,386549,984299,40.58
0.07,GULAB SINGH KUSHWAHA,ALLAHABAD,35,IND,M,UTTAR PRADESH,289,399424,386549,984299,40.58
0.07,RAM LAL DEWEDI,ALLAHABAD,36,BKUS,M,UTTAR PRADESH,268,399424,386549,984299,40.58
0.07,SHALENDRA TRIPATHI,ALLAHABAD,37,IND,M,UTTAR PRADESH,254,399424,386549,984299,40.58
0.06,AJAY SINGH,ALLAHABAD,38,IND,M,UTTAR PRADESH,214,399424,386549,984299,40.58
0.05,KHALIQ HUSSIN,ALLAHABAD,39,IND,M,UTTAR PRADESH,190,399424,386549,984299,40.58
0.05,JAWAHAR LAL NISHAD,ALLAHABAD,40,IND,M,UTTAR PRADESH,176,399424,386549,984299,40.58
0.05,NETAJI SURENDRA MOHAN NAYAR,ALLAHABAD,41,IND,M,UTTAR PRADESH,174,399424,386549,984299,40.58
0.04,SWATANTRA KUMAR KAKRANIYA,ALLAHABAD,42,IND,M,UTTAR PRADESH,168,399424,386549,984299,40.58
0.04,BACHHA LAL YADAV JAMIDAR,ALLAHABAD,43,IND,M,UTTAR PRADESH,159,399424,386549,984299,40.58
0.04,NARENDRA KUMAR YADAV URF BILLU JI SHARIF,ALLAHABAD,44,IND,M,UTTAR PRADESH,141,399424,386549,984299,40.58
0.04,SURENDRA SINGH,ALLAHABAD,45,IND,M,UTTAR PRADESH,139,399424,386549,984299,40.58
0.03,RAM SURAT MISHRA,ALLAHABAD,46,IND,M,UTTAR PRADESH,115,399424,386549,984299,40.58
0.03,RAJENDRA KUMAR GUPTA,ALLAHABAD,47,IND,M,UTTAR PRADESH,104,399424,386549,984299,40.58
0.02,MUNSHI GULAB CHANDRA GUPTA,ALLAHABAD,48,IND,M,UTTAR PRADESH,85,399424,386549,984299,40.58
34.15,SHASHI PRAKASH,CHAIL (SC),1,JD,M,UTTAR PRADESH,121260,376332,355097,944049,39.86
27.28,MANJU CHANDRA (W),CHAIL (SC),2,BJP,F,UTTAR PRADESH,96885,376332,355097,944049,39.86
11.44,RAM NIHOR RAKESH,CHAIL (SC),3,INC,M,UTTAR PRADESH,40611,376332,355097,944049,39.86
11.25,KANDHAI LAL,CHAIL (SC),4,BSP,M,UTTAR PRADESH,39952,376332,355097,944049,39.86
11.19,KANHAIYA LAL SONKAR,CHAIL (SC),5,JP,M,UTTAR PRADESH,39753,376332,355097,944049,39.86
1.15,RAM PRAKASH,CHAIL (SC),6,IND,M,UTTAR PRADESH,4081,376332,355097,944049,39.86
1.02,TULSIDAS,CHAIL (SC),7,IND,M,UTTAR PRADESH,3615,376332,355097,944049,39.86
0.91,PRAHALAD KUMAR CHAUDHARI,CHAIL (SC),8,IND,M,UTTAR PRADESH,3223,376332,355097,944049,39.86
0.64,KALLU PRASAD,CHAIL (SC),9,DDP,M,UTTAR PRADESH,2255,376332,355097,944049,39.86
0.35,ANAND SWAROOP,CHAIL (SC),10,IND,M,UTTAR PRADESH,1236,376332,355097,944049,39.86
0.34,VINDESHWARI PRASAD ARYA,CHAIL (SC),11,IND,M,UTTAR PRADESH,1217,376332,355097,944049,39.86
0.28,RAM PRASAD VIDDHARTHI,CHAIL (SC),12,IND,M,UTTAR PRADESH,1009,376332,355097,944049,39.86
52.57,VISHWA NATH PRATAP SINGH,FATEHPUR,1,JD,M,UTTAR PRADESH,191518,381258,364291,921709,41.36
15.07,VIJAI SACHAN,FATEHPUR,2,BJP,M,UTTAR PRADESH,54909,381258,364291,921709,41.36
13.97,YADU NATH SINGH,FATEHPUR,3,BSP,M,UTTAR PRADESH,50883,381258,364291,921709,41.36
7.18,HARI KRISHNA SHASTRI,FATEHPUR,4,INC,M,UTTAR PRADESH,26163,381258,364291,921709,41.36
5.41,SAYEED LIAQAT HUSAIN,FATEHPUR,5,JP,M,UTTAR PRADESH,19722,381258,364291,921709,41.36
0.69,RATAN,FATEHPUR,6,IND,M,UTTAR PRADESH,2496,381258,364291,921709,41.36
0.55,ALI SIDDIQUE,FATEHPUR,7,AUM,M,UTTAR PRADESH,2002,381258,364291,921709,41.36
0.42,RAM ASREY CHAKRAWARTY,FATEHPUR,8,ALD,M,UTTAR PRADESH,1544,381258,364291,921709,41.36
0.39,MOHAN LAL VERMA,FATEHPUR,9,IND,M,UTTAR PRADESH,1407,381258,364291,921709,41.36
0.32,VIJAI NARAIN PAL,FATEHPUR,10,IND,M,UTTAR PRADESH,1165,381258,364291,921709,41.36
0.28,ASHOK DUBEY,FATEHPUR,11,IND,M,UTTAR PRADESH,1033,381258,364291,921709,41.36
0.25,ACHARYA KAPIL DEO,FATEHPUR,12,IND,M,UTTAR PRADESH,922,381258,364291,921709,41.36
0.25,LALLOO PRASAD,FATEHPUR,13,IND,M,UTTAR PRADESH,918,381258,364291,921709,41.36
0.24,MOOL CHANDRA TIWARI,FATEHPUR,14,SOP(L),M,UTTAR PRADESH,860,381258,364291,921709,41.36
0.24,RAM MURAT,FATEHPUR,15,IND,M,UTTAR PRADESH,859,381258,364291,921709,41.36
0.21,VED NARAIN TRIPATHI,FATEHPUR,16,IND,M,UTTAR PRADESH,757,381258,364291,921709,41.36
0.21,MOHD. GHAFFUR,FATEHPUR,17,IND,M,UTTAR PRADESH,747,381258,364291,921709,41.36
0.2,GANESH PRASAD KESHARI,FATEHPUR,18,IND,M,UTTAR PRADESH,725,381258,364291,921709,41.36
0.17,UDAI,FATEHPUR,19,IND,M,UTTAR PRADESH,621,381258,364291,921709,41.36
0.17,SHEO SAGAR,FATEHPUR,20,DDP,M,UTTAR PRADESH,617,381258,364291,921709,41.36
0.15,SUNIL SARDANA,FATEHPUR,21,IND,M,UTTAR PRADESH,534,381258,364291,921709,41.36
0.13,LAXMI NARAIN,FATEHPUR,22,IND,M,UTTAR PRADESH,466,381258,364291,921709,41.36
0.13,LAL BAHADUR SHASTRI,FATEHPUR,23,IND,M,UTTAR PRADESH,462,381258,364291,921709,41.36
0.12,OM PRAKASH,FATEHPUR,24,IND,M,UTTAR PRADESH,455,381258,364291,921709,41.36
0.09,O.P. SAXENA,FATEHPUR,25,IND,M,UTTAR PRADESH,332,381258,364291,921709,41.36
0.09,VIKRAM,FATEHPUR,26,IND,M,UTTAR PRADESH,317,381258,364291,921709,41.36
0.08,GHANSHYAM,FATEHPUR,27,IND,M,UTTAR PRADESH,305,381258,364291,921709,41.36
0.08,NAGARMAL BAJORIA,FATEHPUR,28,IND,M,UTTAR PRADESH,284,381258,364291,921709,41.36
0.08,MONNA KHAN,FATEHPUR,29,IND,M,UTTAR PRADESH,283,381258,364291,921709,41.36
0.07,SANJAI BAJPAI,FATEHPUR,30,IND,M,UTTAR PRADESH,257,381258,364291,921709,41.36
0.06,SABIR ALI,FATEHPUR,31,IND,M,UTTAR PRADESH,212,381258,364291,921709,41.36
0.06,CHANDRA BHAN SINGH,FATEHPUR,32,IND,M,UTTAR PRADESH,211,381258,364291,921709,41.36
0.05,KUTTA DHARTI PAKAR MADAN LAL,FATEHPUR,33,IND,M,UTTAR PRADESH,181,381258,364291,921709,41.36
0.03,MUNSI ANIL KUMAR SRIVASTAVA,FATEHPUR,34,IND,M,UTTAR PRADESH,124,381258,364291,921709,41.36
27.77,PRAKASH NARAIN,BANDA,1,BJP,M,UTTAR PRADESH,101836,387530,366719,889615,43.56
24.99,BABULAL KUSHWAHA,BANDA,2,BSP,M,UTTAR PRADESH,91652,387530,366719,889615,43.56
18.38,RAM SAJIWAN,BANDA,3,CPI,M,UTTAR PRADESH,67410,387530,366719,889615,43.56
11.47,MAHIRAJ DHWAJ SINGH ALIAS BABU BHAIYA,BANDA,4,INC,M,UTTAR PRADESH,42064,387530,366719,889615,43.56
8.86,JAMUNA PRASAD BOSE,BANDA,5,JP,M,UTTAR PRADESH,32507,387530,366719,889615,43.56
1.56,PHOOL CHANDRA,BANDA,6,IND,M,UTTAR PRADESH,5719,387530,366719,889615,43.56
1.3,SANTOSH KUMAR,BANDA,7,IND,M,UTTAR PRADESH,4783,387530,366719,889615,43.56
1.22,IBRAHIM,BANDA,8,IND,M,UTTAR PRADESH,4481,387530,366719,889615,43.56
0.96,RAM PAL,BANDA,9,IND,M,UTTAR PRADESH,3508,387530,366719,889615,43.56
0.75,ASHOK KUMAR,BANDA,10,IND,M,UTTAR PRADESH,2759,387530,366719,889615,43.56
0.61,LALLU SINGH,BANDA,11,IND,M,UTTAR PRADESH,2234,387530,366719,889615,43.56
0.56,GANSESH ALIAS GANSHI RAJPUT,BANDA,12,BLMD,M,UTTAR PRADESH,2064,387530,366719,889615,43.56
0.42,SUABAH CHAND SRIVASTAVA ALIAS ANAND RAJA,BANDA,13,IND,M,UTTAR PRADESH,1537,387530,366719,889615,43.56
0.37,KASHI PRASAD,BANDA,14,IND,M,UTTAR PRADESH,1365,387530,366719,889615,43.56
0.35,BAUNEYLAL,BANDA,15,IND,M,UTTAR PRADESH,1266,387530,366719,889615,43.56
0.28,BHIM SINGH,BANDA,16,DDP,M,UTTAR PRADESH,1026,387530,366719,889615,43.56
0.14,MASHARRAI ULLAH,BANDA,17,IND,M,UTTAR PRADESH,508,387530,366719,889615,43.56
24.48,VISHWANATH SHARMA,HAMIRPUR,1,BJP,M,UTTAR PRADESH,94137,404855,384528,842960,48.03
23.43,GANGA CHARAN RAJPUT,HAMIRPUR,2,JD,M,UTTAR PRADESH,90092,404855,384528,842960,48.03
20.49,ISHWAR DAS MOHAN,HAMIRPUR,3,BSP,M,UTTAR PRADESH,78787,404855,384528,842960,48.03
18.37,SWAMI PRASAD SINGH,HAMIRPUR,4,INC,M,UTTAR PRADESH,70634,404855,384528,842960,48.03
8.1,TEJ PRATAP SINGH,HAMIRPUR,5,JP,M,UTTAR PRADESH,31136,404855,384528,842960,48.03
0.71,MAIYADEEN,HAMIRPUR,6,IND,M,UTTAR PRADESH,2715,404855,384528,842960,48.03
0.7,RAMA SHANKER VISHWAKARMA,HAMIRPUR,7,IND,M,UTTAR PRADESH,2688,404855,384528,842960,48.03
0.66,DHANIRAM DWIVEDI,HAMIRPUR,8,IND,M,UTTAR PRADESH,2539,404855,384528,842960,48.03
0.61,GAYA PRASAD,HAMIRPUR,9,IND,M,UTTAR PRADESH,2334,404855,384528,842960,48.03
0.5,KADHORE LAL AHIRWAR,HAMIRPUR,10,IND,M,UTTAR PRADESH,1907,404855,384528,842960,48.03
0.45,BABU SINGH,HAMIRPUR,11,IND,M,UTTAR PRADESH,1740,404855,384528,842960,48.03
0.37,ANIL KUMAR GUPTA,HAMIRPUR,12,BLMD,M,UTTAR PRADESH,1435,404855,384528,842960,48.03
0.3,ASHOK KUMAR SHARMA,HAMIRPUR,13,IND,M,UTTAR PRADESH,1160,404855,384528,842960,48.03
0.3,SHERE POONAM,HAMIRPUR,14,IND,M,UTTAR PRADESH,1135,404855,384528,842960,48.03
0.26,VISHWANATH VARMA,HAMIRPUR,15,IND,M,UTTAR PRADESH,1002,404855,384528,842960,48.03
0.18,ANANT KUMAR,HAMIRPUR,16,IND,M,UTTAR PRADESH,700,404855,384528,842960,48.03
0.1,NIRMAL KUMAR DIXHIT,HAMIRPUR,17,DDP,M,UTTAR PRADESH,387,404855,384528,842960,48.03
40.76,RAJENDRA AGNIHOTRI,JHANSI,1,BJP,M,UTTAR PRADESH,185185,480883,454284,1051181,45.75
22.7,OM PRAKASH RICHARIYA,JHANSI,2,IND,M,UTTAR PRADESH,103114,480883,454284,1051181,45.75
13.58,DIMAN RAGHUNAH SINGH LODHI,JHANSI,3,BSP,M,UTTAR PRADESH,61708,480883,454284,1051181,45.75
8.29,RAM NARESH KUSHWAHA,JHANSI,4,JD,M,UTTAR PRADESH,37655,480883,454284,1051181,45.75
5.85,ACHARAYA PRABHAKAR MISHRA,JHANSI,5,JP,M,UTTAR PRADESH,26564,480883,454284,1051181,45.75
0.94,BADRI PRASAD,JHANSI,6,IND,M,UTTAR PRADESH,4280,480883,454284,1051181,45.75
0.85,JAGDISH CHANDRA URF CHUNNU MEHRA,JHANSI,7,IND,M,UTTAR PRADESH,3863,480883,454284,1051181,45.75
0.74,OM PRAKASH,JHANSI,8,IND,M,UTTAR PRADESH,3349,480883,454284,1051181,45.75
0.68,PURUSHOTTAM,JHANSI,9,IND,M,UTTAR PRADESH,3076,480883,454284,1051181,45.75
0.67,KUNWAR PANJAB SINGH DAU,JHANSI,10,IND,M,UTTAR PRADESH,3062,480883,454284,1051181,45.75
0.65,RADHA CHARAN UPADHYAY,JHANSI,11,IND,M,UTTAR PRADESH,2971,480883,454284,1051181,45.75
0.57,KARAN SINGH,JHANSI,12,IND,M,UTTAR PRADESH,2595,480883,454284,1051181,45.75
0.57,DEVENDRA KUMAR,JHANSI,13,IND,M,UTTAR PRADESH,2586,480883,454284,1051181,45.75
0.51,BHAGWAT SINGH,JHANSI,14,IND,M,UTTAR PRADESH,2323,480883,454284,1051181,45.75
0.45,LAXMAN PRASAD SHARMA,JHANSI,15,IND,M,UTTAR PRADESH,2034,480883,454284,1051181,45.75
0.45,PRAKASH RAIKWAR,JHANSI,16,IND,M,UTTAR PRADESH,2022,480883,454284,1051181,45.75
0.43,RAJENDRA KUMAR BILAIYA,JHANSI,17,IND,M,UTTAR PRADESH,1951,480883,454284,1051181,45.75
0.39,BAL KRISHNA SWARNKAR,JHANSI,18,IND,M,UTTAR PRADESH,1784,480883,454284,1051181,45.75
0.27,RAJENDRA KUMAR PATERIYA,JHANSI,19,IND,M,UTTAR PRADESH,1237,480883,454284,1051181,45.75
0.23,PRADEEP,JHANSI,20,IND,M,UTTAR PRADESH,1024,480883,454284,1051181,45.75
0.16,RAM BABU OJHA,JHANSI,21,IND,M,UTTAR PRADESH,720,480883,454284,1051181,45.75
0.11,HARISHARAN SINGH,JHANSI,22,IND,M,UTTAR PRADESH,498,480883,454284,1051181,45.75
0.09,BABULAL KUSHWAHA URF DALDA,JHANSI,23,IND,M,UTTAR PRADESH,403,480883,454284,1051181,45.75
0.06,IQUBAL AHMED,JHANSI,24,IND,M,UTTAR PRADESH,280,480883,454284,1051181,45.75
32.69,GAYA PRASAD KORI,JALAUN (SC),1,BJP,M,UTTAR PRADESH,151007,482404,461870,938419,51.41
22.81,RAMA DHIN,JALAUN (SC),2,BSP,M,UTTAR PRADESH,105355,482404,461870,938419,51.41
19.84,RAMCHARAN DOHREY,JALAUN (SC),3,INC,M,UTTAR PRADESH,91648,482404,461870,938419,51.41
12.55,DAYARAM AHIRWAR,JALAUN (SC),4,JD,M,UTTAR PRADESH,57952,482404,461870,938419,51.41
8.74,RAM SEWAK BHATIA,JALAUN (SC),5,JP,M,UTTAR PRADESH,40390,482404,461870,938419,51.41
1.14,DHARKOLEY,JALAUN (SC),6,IND,M,UTTAR PRADESH,5254,482404,461870,938419,51.41
0.86,RAM SAHAI,JALAUN (SC),9,IND,M,UTTAR PRADESH,3980,482404,461870,938419,51.41
0.79,DHANESH CHANDRA,JALAUN (SC),8,IND,M,UTTAR PRADESH,3629,482404,461870,938419,51.41
0.24,RAM SAHAI,JALAUN (SC),7,DDP,M,UTTAR PRADESH,1115,482404,461870,938419,51.41
0.22,RAM BHAROSEY,JALAUN (SC),10,IND,M,UTTAR PRADESH,999,482404,461870,938419,51.41
0.12,GAYA DIN,JALAUN (SC),11,IND,M,UTTAR PRADESH,541,482404,461870,938419,51.41
32.58,KESHARI LAL,GHATAMPUR (SC),1,JD,M,UTTAR PRADESH,139560,442513,428324,922050,47.99
22.39,RAM NATH KOVIND,GHATAMPUR (SC),2,BJP,M,UTTAR PRADESH,95913,442513,428324,922050,47.99
13.51,KAMTA PRASAD SANKHWAR,GHATAMPUR (SC),3,BSP,M,UTTAR PRADESH,57854,442513,428324,922050,47.99
13.31,GANGA SAGAR SANKHWAR,GHATAMPUR (SC),4,INC,M,UTTAR PRADESH,57023,442513,428324,922050,47.99
12.67,GAYA PRASAD,GHATAMPUR (SC),5,JP,M,UTTAR PRADESH,54262,442513,428324,922050,47.99
1.6,UMESH CHANDRA SANKHWAR,GHATAMPUR (SC),6,LKD,M,UTTAR PRADESH,6848,442513,428324,922050,47.99
1.24,RAM DAS,GHATAMPUR (SC),7,SOP(L),M,UTTAR PRADESH,5316,442513,428324,922050,47.99
0.52,VIJAY KUMAR,GHATAMPUR (SC),8,BKUS,M,UTTAR PRADESH,2237,442513,428324,922050,47.99
0.36,MAIYA DEEN,GHATAMPUR (SC),9,IND,M,UTTAR PRADESH,1523,442513,428324,922050,47.99
0.35,KANTA DEVI (W),GHATAMPUR (SC),10,SHS,F,UTTAR PRADESH,1511,442513,428324,922050,47.99
0.33,NATHU RAM,GHATAMPUR (SC),11,IND,M,UTTAR PRADESH,1407,442513,428324,922050,47.99
0.21,RAJA BABU,GHATAMPUR (SC),12,IND,M,UTTAR PRADESH,898,442513,428324,922050,47.99
0.21,A.R. SEN,GHATAMPUR (SC),13,IND,M,UTTAR PRADESH,883,442513,428324,922050,47.99
0.2,DHANI RAM,GHATAMPUR (SC),14,IND,M,UTTAR PRADESH,840,442513,428324,922050,47.99
0.19,RAM BABU BHARTI,GHATAMPUR (SC),15,IND,M,UTTAR PRADESH,813,442513,428324,922050,47.99
0.17,THAKUR PRASAD,GHATAMPUR (SC),16,DDP,M,UTTAR PRADESH,737,442513,428324,922050,47.99
0.16,GAYA RAM,GHATAMPUR (SC),17,IND,M,UTTAR PRADESH,699,442513,428324,922050,47.99
30.23,SHYAM BIHARI MISHRA,BILHAUR,1,BJP,M,UTTAR PRADESH,137421,472478,454544,985290,47.95
21.08,KUWAR SARWAN KUMAR SINGH,BILHAUR,2,JP,M,UTTAR PRADESH,95797,472478,454544,985290,47.95
20.92,MALHOTRA JAYANT KUMAR,BILHAUR,3,INC,M,UTTAR PRADESH,95072,472478,454544,985290,47.95
20.28,VIRENDRA NATH DIXIT,BILHAUR,4,JD,M,UTTAR PRADESH,92173,472478,454544,985290,47.95
1.74,BHARAT SINGH,BILHAUR,5,LKD,M,UTTAR PRADESH,7919,472478,454544,985290,47.95
0.86,UMA DUTT,BILHAUR,6,IND,M,UTTAR PRADESH,3902,472478,454544,985290,47.95
0.48,RAJIV,BILHAUR,7,IND,M,UTTAR PRADESH,2196,472478,454544,985290,47.95
0.42,DHANI RAM,BILHAUR,8,IND,M,UTTAR PRADESH,1905,472478,454544,985290,47.95
0.42,CH. BHANPAL SINGH YADAV,BILHAUR,9,IND,M,UTTAR PRADESH,1897,472478,454544,985290,47.95
0.37,HERDEO,BILHAUR,10,IND,M,UTTAR PRADESH,1681,472478,454544,985290,47.95
0.35,RAM RATAN,BILHAUR,11,IND,M,UTTAR PRADESH,1582,472478,454544,985290,47.95
0.34,VIMAL KUMAR,BILHAUR,12,IND,M,UTTAR PRADESH,1540,472478,454544,985290,47.95
0.26,SHIV KUMAR,BILHAUR,13,SOP(L),M,UTTAR PRADESH,1201,472478,454544,985290,47.95
0.25,DIXIT KRISHAN BIHARI,BILHAUR,14,DDP,M,UTTAR PRADESH,1135,472478,454544,985290,47.95
0.24,SHIV NARAIN,BILHAUR,15,IND,M,UTTAR PRADESH,1089,472478,454544,985290,47.95
0.23,AJIT KUMAR,BILHAUR,16,IND,M,UTTAR PRADESH,1057,472478,454544,985290,47.95
0.23,RAMENDRA SINGH KATIYAR,BILHAUR,17,IND,M,UTTAR PRADESH,1034,472478,454544,985290,47.95
0.2,RAM BABU,BILHAUR,18,IND,M,UTTAR PRADESH,896,472478,454544,985290,47.95
0.19,MEVALAL YADAV,BILHAUR,19,IND,M,UTTAR PRADESH,850,472478,454544,985290,47.95
0.16,NARESH CHANDRA,BILHAUR,20,SHS,M,UTTAR PRADESH,748,472478,454544,985290,47.95
0.16,ASHA LATA (W),BILHAUR,21,IND,F,UTTAR PRADESH,723,472478,454544,985290,47.95
0.15,ARVIND,BILHAUR,22,IND,M,UTTAR PRADESH,668,472478,454544,985290,47.95
0.13,PREMA DEVI (W),BILHAUR,23,MDL,F,UTTAR PRADESH,573,472478,454544,985290,47.95
0.12,SIPAHI LAL,BILHAUR,24,IND,M,UTTAR PRADESH,560,472478,454544,985290,47.95
0.12,AVINASH CHANDRA TRIVEDI,BILHAUR,25,IND,M,UTTAR PRADESH,524,472478,454544,985290,47.95
0.09,RAJ KUMAR TIWARI,BILHAUR,26,HMS,M,UTTAR PRADESH,401,472478,454544,985290,47.95
47.97,JAGATVEER SINGH BRON,KANPUR,1,BJP,M,UTTAR PRADESH,193275,414232,402868,1068327,38.77
19.77,R.N. PATHAK,KANPUR,2,INC,M,UTTAR PRADESH,79654,414232,402868,1068327,38.77
17.6,SUBASHINI ALI (W),KANPUR,3,CPM,F,UTTAR PRADESH,70912,414232,402868,1068327,38.77
7.61,TASNEEM ASHRAF (W),KANPUR,4,JP,F,UTTAR PRADESH,30672,414232,402868,1068327,38.77
3.94,RAM NATH,KANPUR,5,BSP,M,UTTAR PRADESH,15874,414232,402868,1068327,38.77
0.51,RAM SINGH YADAV,KANPUR,6,LKD,M,UTTAR PRADESH,2035,414232,402868,1068327,38.77
0.43,MAIKU LAL,KANPUR,7,IND,M,UTTAR PRADESH,1746,414232,402868,1068327,38.77
0.17,RAM DATTA SINGH,KANPUR,8,IND,M,UTTAR PRADESH,674,414232,402868,1068327,38.77
0.16,DEO MANI YADEV,KANPUR,9,DDP,M,UTTAR PRADESH,645,414232,402868,1068327,38.77
0.13,JAGMOHAN SINGH PARIHAR,KANPUR,10,IND,M,UTTAR PRADESH,522,414232,402868,1068327,38.77
0.11,BHAGWATI PRASAD DEXIT,KANPUR,11,IND,M,UTTAR PRADESH,433,414232,402868,1068327,38.77
0.1,GAYA PRASAD,KANPUR,12,IND,M,UTTAR PRADESH,410,414232,402868,1068327,38.77
0.1,MADAN MOHAN AZAD,KANPUR,13,IND,M,UTTAR PRADESH,396,414232,402868,1068327,38.77
0.1,PRAMOD KUMAR,KANPUR,14,IND,M,UTTAR PRADESH,394,414232,402868,1068327,38.77
0.09,RATAN MISRA,KANPUR,15,IND,M,UTTAR PRADESH,376,414232,402868,1068327,38.77
0.09,ACHARYA SRI KRISHAN JANSEVI,KANPUR,16,JNP,M,UTTAR PRADESH,366,414232,402868,1068327,38.77
0.09,KUM. MUNNI (W),KANPUR,17,IND,F,UTTAR PRADESH,351,414232,402868,1068327,38.77
0.08,ANIL KUMAR KAYAN ALIAS PAPPU,KANPUR,18,IND,M,UTTAR PRADESH,315,414232,402868,1068327,38.77
0.07,RAM SWAROOP GUPTA,KANPUR,19,IND,M,UTTAR PRADESH,299,414232,402868,1068327,38.77
0.06,RAM DEEN,KANPUR,20,IND,M,UTTAR PRADESH,261,414232,402868,1068327,38.77
0.06,SUMAN LATA (W),KANPUR,21,IND,F,UTTAR PRADESH,261,414232,402868,1068327,38.77
0.06,ASHOK KUMAR MALIK,KANPUR,22,IND,M,UTTAR PRADESH,255,414232,402868,1068327,38.77
0.06,BRIJESH KUMAR,KANPUR,23,IND,M,UTTAR PRADESH,242,414232,402868,1068327,38.77
0.05,DEWAN SINGH AZAD,KANPUR,24,IND,M,UTTAR PRADESH,217,414232,402868,1068327,38.77
0.05,HARI PRASAD GUPTA,KANPUR,25,IND,M,UTTAR PRADESH,215,414232,402868,1068327,38.77
0.05,RAJA RAM,KANPUR,26,IND,M,UTTAR PRADESH,195,414232,402868,1068327,38.77
0.05,SANT LAL,KANPUR,27,IND,M,UTTAR PRADESH,186,414232,402868,1068327,38.77
0.05,ANIL TIWARI,KANPUR,28,IND,M,UTTAR PRADESH,184,414232,402868,1068327,38.77
0.05,LALA KANAHIA LAL OMER,KANPUR,29,IND,M,UTTAR PRADESH,183,414232,402868,1068327,38.77
0.04,SHYAM LAL,KANPUR,30,HMS,M,UTTAR PRADESH,173,414232,402868,1068327,38.77
0.04,SATYENDRA AWASTHI,KANPUR,31,IND,M,UTTAR PRADESH,162,414232,402868,1068327,38.77
0.04,RAM DEVI (W),KANPUR,32,IND,F,UTTAR PRADESH,152,414232,402868,1068327,38.77
0.04,ANIL,KANPUR,33,IND,M,UTTAR PRADESH,143,414232,402868,1068327,38.77
0.03,OM PRAKASH PANDEY,KANPUR,34,IND,M,UTTAR PRADESH,141,414232,402868,1068327,38.77
0.03,KRISHNA GOPAL,KANPUR,35,IND,M,UTTAR PRADESH,127,414232,402868,1068327,38.77
0.03,DEEP KUMAR AGRAWAL,KANPUR,36,IND,M,UTTAR PRADESH,122,414232,402868,1068327,38.77
0.03,SIDH NATH TRIPATHI,KANPUR,37,IND,M,UTTAR PRADESH,120,414232,402868,1068327,38.77
0.02,SANTOSH KUMARI TIWARI (W),KANPUR,39,IND,F,UTTAR PRADESH,90,414232,402868,1068327,38.77
0.02,SHIV NATH ALIAS BABA CHETNA NAND,KANPUR,38,IND,M,UTTAR PRADESH,90,414232,402868,1068327,38.77
31.31,KANSHI RAM,ETAWAH,1,BSP,M,UTTAR PRADESH,144290,473966,460892,949081,49.94
26.43,LAL SINGH VERMA,ETAWAH,2,BJP,M,UTTAR PRADESH,121824,473966,460892,949081,49.94
17.93,RAM SINGH SHAKYA,ETAWAH,3,JP,M,UTTAR PRADESH,82624,473966,460892,949081,49.94
16.09,SHRI SHANKAR TIWARI,ETAWAH,4,INC,M,UTTAR PRADESH,74149,473966,460892,949081,49.94
0.83,FEROO SINGH,ETAWAH,5,IND,M,UTTAR PRADESH,3836,473966,460892,949081,49.94
0.66,BALVEER SINGH,ETAWAH,6,IND,M,UTTAR PRADESH,3038,473966,460892,949081,49.94
0.54,YADU NATH SINGH,ETAWAH,7,IND,M,UTTAR PRADESH,2467,473966,460892,949081,49.94
0.47,RADHEY SHYAM,ETAWAH,8,IND,M,UTTAR PRADESH,2170,473966,460892,949081,49.94
0.44,MANSHA RAM,ETAWAH,9,IND,M,UTTAR PRADESH,2028,473966,460892,949081,49.94
0.32,RAM CHANDRA,ETAWAH,10,IND,M,UTTAR PRADESH,1478,473966,460892,949081,49.94
0.29,RAKESH KUMAR,ETAWAH,11,IND,M,UTTAR PRADESH,1336,473966,460892,949081,49.94
0.28,VED NARAYAN TRIPATHI,ETAWAH,12,IND,M,UTTAR PRADESH,1281,473966,460892,949081,49.94
0.26,RAM SINGH,ETAWAH,13,IND,M,UTTAR PRADESH,1219,473966,460892,949081,49.94
0.22,BHURE SINGH,ETAWAH,14,IND,M,UTTAR PRADESH,1012,473966,460892,949081,49.94
0.22,RAJESH KUMAR,ETAWAH,15,IND,M,UTTAR PRADESH,1001,473966,460892,949081,49.94
0.21,RAJEDNRA BAHADUR,ETAWAH,16,IND,M,UTTAR PRADESH,988,473966,460892,949081,49.94
0.21,BRIJESH CHANDRA,ETAWAH,17,IND,M,UTTAR PRADESH,969,473966,460892,949081,49.94
0.21,OM PRAKASH,ETAWAH,18,DDP,M,UTTAR PRADESH,945,473966,460892,949081,49.94
0.18,RAM SWAROOP,ETAWAH,19,IND,M,UTTAR PRADESH,850,473966,460892,949081,49.94
