%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
0.1,SATHE PRALHAD MALHARI,WASHIM,20,IND,M,MAHARASHTRA,443,456483,449308,858644,53.16
0.08,VYAS RAMESHWAR RIDKARAN,WASHIM,21,IND,M,MAHARASHTRA,347,456483,449308,858644,53.16
0.05,PAWAR HARISHCHANDRA GOPICHANDRA,WASHIM,22,IND,M,MAHARASHTRA,225,456483,449308,858644,53.16
0.04,SARKATE GOUTAM PRABHAKAR,WASHIM,23,DDP,M,MAHARASHTRA,159,456483,449308,858644,53.16
42.33,PRATIBHA DEVISINHA PATIL (W),AMRAVATI,1,INC,F,MAHARASHTRA,177265,425509,418805,939913,45.27
29.08,PRAKASH PATIL BHARSAKALE,AMRAVATI,2,SHS,M,MAHARASHTRA,121784,425509,418805,939913,45.27
21.98,SUDAM DESHMUKH,AMRAVATI,3,CPI,M,MAHARASHTRA,92048,425509,418805,939913,45.27
1.47,DILIP BHIMRAO WATANE,AMRAVATI,4,IND,M,MAHARASHTRA,6165,425509,418805,939913,45.27
0.97,MAHADEORAO ALIAS KAKASAHEB KALASKAR,AMRAVATI,5,BSP,M,MAHARASHTRA,4056,425509,418805,939913,45.27
0.44,CHAURPAGAR NAMDEO GUNAJI,AMRAVATI,6,IND,M,MAHARASHTRA,1860,425509,418805,939913,45.27
0.38,BHUYAR SURENDRA CHHATRAPAL,AMRAVATI,7,JP,M,MAHARASHTRA,1588,425509,418805,939913,45.27
0.37,SHAMBHUDAYAL BABULAL SHRIWAS,AMRAVATI,8,IND,M,MAHARASHTRA,1539,425509,418805,939913,45.27
0.35,AMIRKHAN HAMIDKHAN,AMRAVATI,9,BRP,M,MAHARASHTRA,1467,425509,418805,939913,45.27
0.31,BABARAO DEORAO CHAURPAGAR,AMRAVATI,10,IND,M,MAHARASHTRA,1313,425509,418805,939913,45.27
0.28,KOLHE MOTIRAMJI GONDUJI,AMRAVATI,11,IND,M,MAHARASHTRA,1188,425509,418805,939913,45.27
0.26,DILIP MAHADEO DANDGE,AMRAVATI,12,IND,M,MAHARASHTRA,1087,425509,418805,939913,45.27
0.26,DASHARATH SHRAWAN NANDESHWAR,AMRAVATI,13,IND,M,MAHARASHTRA,1080,425509,418805,939913,45.27
0.24,UTRADHI OMPRAKASH BHOJRAJ,AMRAVATI,14,IND,M,MAHARASHTRA,992,425509,418805,939913,45.27
0.22,GOPAL NANDALAL UPADHYAYA,AMRAVATI,15,IND,M,MAHARASHTRA,901,425509,418805,939913,45.27
0.19,PRADEEP BHIMRAOJI DHEMRE,AMRAVATI,16,IND,M,MAHARASHTRA,787,425509,418805,939913,45.27
0.19,JAYANTRAO PURUSHOTTAM KADRE,AMRAVATI,17,IND,M,MAHARASHTRA,785,425509,418805,939913,45.27
0.15,BHAUSAHEB NAGLE,AMRAVATI,18,IND,M,MAHARASHTRA,643,425509,418805,939913,45.27
0.14,PATIL VIJAY KISANRAO,AMRAVATI,19,IND,M,MAHARASHTRA,566,425509,418805,939913,45.27
0.13,S.T. KHANDARE,AMRAVATI,20,IND,M,MAHARASHTRA,565,425509,418805,939913,45.27
0.1,R.D. SARDAR,AMRAVATI,21,IND,M,MAHARASHTRA,414,425509,418805,939913,45.27
0.07,WANVE MAHADEORAO VYANKATRAO,AMRAVATI,22,DDP,M,MAHARASHTRA,281,425509,418805,939913,45.27
0.06,SAHU SUBHASHCHANDRA GOKULPRASAD,AMRAVATI,23,IND,M,MAHARASHTRA,240,425509,418805,939913,45.27
0.05,KALMEGH NAMDEO MOTIRAMJI,AMRAVATI,24,IND,M,MAHARASHTRA,191,425509,418805,939913,45.27
55.63,BHONSLE TEJSINGHARAO LAXMANRAO,RAMTEK,1,INC,M,MAHARASHTRA,240437,438350,432179,914252,47.95
23.71,PANDURANG JAYARAMJI HAJARE,RAMTEK,2,BJP,M,MAHARASHTRA,102483,438350,432179,914252,47.95
12.32,CHANDRASHEKHAR SANTOSHRAO WANKHEDE,RAMTEK,3,JD,M,MAHARASHTRA,53237,438350,432179,914252,47.95
2.87,M.M. DESHMUKH,RAMTEK,4,BSP,M,MAHARASHTRA,12393,438350,432179,914252,47.95
1.12,GUPTA RAMAKANT PRABHUDAYAL,RAMTEK,5,MSD,M,MAHARASHTRA,4856,438350,432179,914252,47.95
0.61,S.W. DHABE,RAMTEK,6,ICS(SCS),M,MAHARASHTRA,2621,438350,432179,914252,47.95
0.6,GAYADHANI SUDHAKAR SHRAWAN,RAMTEK,7,JP,M,MAHARASHTRA,2614,438350,432179,914252,47.95
0.47,CHAUHAN BHIMRAO CHINDUJI,RAMTEK,8,IND,M,MAHARASHTRA,2027,438350,432179,914252,47.95
0.42,JAYPRAKASH SHARMA,RAMTEK,9,DDP,M,MAHARASHTRA,1821,438350,432179,914252,47.95
0.38,KULMATE PATIRAM SHAMRAO,RAMTEK,10,GNP,M,MAHARASHTRA,1651,438350,432179,914252,47.95
0.37,DEOKIBAI PRABHAKAR NAGARKAR (W),RAMTEK,11,IND,F,MAHARASHTRA,1614,438350,432179,914252,47.95
0.25,NIMBALKAR MANIKRAO BALAJI,RAMTEK,12,VPP,M,MAHARASHTRA,1101,438350,432179,914252,47.95
0.23,MADHUSUDAN SURYABHAN DUPARE,RAMTEK,13,DMM,M,MAHARASHTRA,1000,438350,432179,914252,47.95
0.22,KANTHIRAM PARSHURAMJI CHACHARKAR,RAMTEK,14,IND,M,MAHARASHTRA,934,438350,432179,914252,47.95
0.19,KAMESHWAR DHARMADEO VISHWAKARMA,RAMTEK,15,IND,M,MAHARASHTRA,813,438350,432179,914252,47.95
0.14,MANOHAR KRUSHNARAO UPASE ALIAS MANOHAR LEADER,RAMTEK,16,IND,M,MAHARASHTRA,606,438350,432179,914252,47.95
0.07,SENGAR MANSINGH GAJRAJSINH,RAMTEK,17,IND,M,MAHARASHTRA,320,438350,432179,914252,47.95
0.07,CHAKRAWARTI REWARAM GOWARDHAN,RAMTEK,18,IND,M,MAHARASHTRA,316,438350,432179,914252,47.95
0.07,RAMESH FAGUJI BULAKHE,RAMTEK,19,IND,M,MAHARASHTRA,305,438350,432179,914252,47.95
0.07,PANDURANG PUNDILIK PAUNIKAR,RAMTEK,20,IND,M,MAHARASHTRA,298,438350,432179,914252,47.95
0.06,MANOHAR JUNGHARE,RAMTEK,21,IND,M,MAHARASHTRA,252,438350,432179,914252,47.95
0.05,ASHOKBHAU SHAMRAOJI DABARASE,RAMTEK,22,DPP,M,MAHARASHTRA,236,438350,432179,914252,47.95
0.04,DHANU BHIKAJI WALTHARE,RAMTEK,23,IND,M,MAHARASHTRA,175,438350,432179,914252,47.95
0.02,AYUSHYAMAN SADASHIV DAULATRAO PANCHABHAI,RAMTEK,24,IND,M,MAHARASHTRA,69,438350,432179,914252,47.95
45.97,MEGHE DATTAJI RAGHOBAJI,NAGPUR,1,INC,M,MAHARASHTRA,274448,602232,597047,1240382,48.55
33.45,BANWARILAL PUROHIT,NAGPUR,2,BJP,M,MAHARASHTRA,199728,602232,597047,1240382,48.55
13.62,M. IQUBAL AHMAD,NAGPUR,3,RPK,M,MAHARASHTRA,81318,602232,597047,1240382,48.55
2.03,SIDDARTH NARAYANRAO PATIL,NAGPUR,4,BSP,M,MAHARASHTRA,12127,602232,597047,1240382,48.55
1.3,JOGENDRA KAWADE,NAGPUR,5,IND,M,MAHARASHTRA,7758,602232,597047,1240382,48.55
0.77,MOHAN KAREMORE,NAGPUR,6,IND,M,MAHARASHTRA,4595,602232,597047,1240382,48.55
0.21,GAWALI PURUSHOTTAM GANPATRAO,NAGPUR,7,IND,M,MAHARASHTRA,1240,602232,597047,1240382,48.55
0.21,RAM HEDAOO,NAGPUR,8,JP,M,MAHARASHTRA,1237,602232,597047,1240382,48.55
0.2,NAWNEETLAL GIRDHARILAL LAD,NAGPUR,9,IND,M,MAHARASHTRA,1195,602232,597047,1240382,48.55
0.19,NAHATKAR YESHWANT VISHWANATH,NAGPUR,10,VPP,M,MAHARASHTRA,1130,602232,597047,1240382,48.55
0.17,GURUMUKHDAS DHALUMAL BELANI,NAGPUR,11,IND,M,MAHARASHTRA,1002,602232,597047,1240382,48.55
0.16,DINKARRAO KRUSHNARAO KAMBLE,NAGPUR,12,IND,M,MAHARASHTRA,976,602232,597047,1240382,48.55
0.13,NAGARKAR PRABHAKAR BHIWAJI,NAGPUR,13,IND,M,MAHARASHTRA,799,602232,597047,1240382,48.55
0.13,RAMAN MURTI,NAGPUR,14,IND,M,MAHARASHTRA,798,602232,597047,1240382,48.55
0.13,BHIMRAO VITHALRAO KAPSE,NAGPUR,15,DPP,M,MAHARASHTRA,770,602232,597047,1240382,48.55
0.11,VINAYAKRAO HARIBHAUJI FAYE,NAGPUR,16,LKD,M,MAHARASHTRA,674,602232,597047,1240382,48.55
0.1,JANARDAN BHIWAJI GAJBHIYE,NAGPUR,17,IND,M,MAHARASHTRA,607,602232,597047,1240382,48.55
0.09,TELRANDHE GANGADHARRAO RAMKRUSHNARAO,NAGPUR,18,IND,M,MAHARASHTRA,522,602232,597047,1240382,48.55
0.09,PRAKASH PARUMAL TOTWANI,NAGPUR,19,IND,M,MAHARASHTRA,513,602232,597047,1240382,48.55
0.08,JAMBHULKAR KISAN HANUJI,NAGPUR,20,IND,M,MAHARASHTRA,463,602232,597047,1240382,48.55
0.07,RAMDAS RAJARAM DIWARE,NAGPUR,21,IND,M,MAHARASHTRA,446,602232,597047,1240382,48.55
0.06,MINAXI RAMCHANDRA IYER (W),NAGPUR,22,IND,F,MAHARASHTRA,368,602232,597047,1240382,48.55
0.06,DEWAKABAI PRABHAKAR NAGARKAR (W),NAGPUR,23,IND,F,MAHARASHTRA,337,602232,597047,1240382,48.55
0.06,DINESH TUKARAM BHANGE,NAGPUR,24,IND,M,MAHARASHTRA,336,602232,597047,1240382,48.55
0.05,CHINDHU UKANDRAO SONBARSE,NAGPUR,25,IND,M,MAHARASHTRA,282,602232,597047,1240382,48.55
0.05,YOGESH KRUSHNARAO KUMBHALKAR,NAGPUR,26,IND,M,MAHARASHTRA,269,602232,597047,1240382,48.55
0.04,WASUDEO MADAVI,NAGPUR,27,IND,M,MAHARASHTRA,238,602232,597047,1240382,48.55
0.04,ARUN SHAMRAO JOSHI,NAGPUR,28,HMS,M,MAHARASHTRA,222,602232,597047,1240382,48.55
0.04,KESHAORAO GADEKAR,NAGPUR,29,IND,M,MAHARASHTRA,213,602232,597047,1240382,48.55
0.04,KAMTA PRASAD SINGH,NAGPUR,30,DDP,M,MAHARASHTRA,211,602232,597047,1240382,48.55
0.03,WARUDKAR RAMESH MUKUNDRAO,NAGPUR,31,IND,M,MAHARASHTRA,205,602232,597047,1240382,48.55
0.03,TRYAMBAK M.CHAKOLE,NAGPUR,32,IND,M,MAHARASHTRA,196,602232,597047,1240382,48.55
0.03,MASRAM DEOCHAND,NAGPUR,33,IND,M,MAHARASHTRA,192,602232,597047,1240382,48.55
0.03,BAKANE KASHINATH CHAMPATRAO,NAGPUR,34,IND,M,MAHARASHTRA,184,602232,597047,1240382,48.55
0.03,VIJAY SACHUMAL CHHATTANI,NAGPUR,35,IND,M,MAHARASHTRA,183,602232,597047,1240382,48.55
0.03,MUKUND SUDAM GAJWE,NAGPUR,37,IND,M,MAHARASHTRA,177,602232,597047,1240382,48.55
0.03,SUSHILA INDAL SARADE (W),NAGPUR,36,IND,F,MAHARASHTRA,177,602232,597047,1240382,48.55
0.02,MOKASHE GANESH FATTUJI,NAGPUR,38,IND,M,MAHARASHTRA,139,602232,597047,1240382,48.55
0.02,ASHOK NARAYAN DONGRE,NAGPUR,39,IND,M,MAHARASHTRA,136,602232,597047,1240382,48.55
0.02,AGRAWAL RAMESHKUMAR RAMJIDAS,NAGPUR,40,IND,M,MAHARASHTRA,118,602232,597047,1240382,48.55
0.02,PISE PANDURANG SOMAJI,NAGPUR,41,IND,M,MAHARASHTRA,112,602232,597047,1240382,48.55
0.02,GAJBHIYE YADAORAO TULSIRAMJI,NAGPUR,42,IND,M,MAHARASHTRA,99,602232,597047,1240382,48.55
0.02,ABULIYAS MOHMAD JILANI,NAGPUR,43,IND,M,MAHARASHTRA,93,602232,597047,1240382,48.55
0.01,RABINDRA PRABHAKAR SHIRALKAR,NAGPUR,44,IND,M,MAHARASHTRA,80,602232,597047,1240382,48.55
0.01,RAGINI PRAKASH RAMTEKE (W),NAGPUR,45,IND,F,MAHARASHTRA,71,602232,597047,1240382,48.55
0.01,GOBINDRAM RAMKISHAN THANVI,NAGPUR,46,IND,M,MAHARASHTRA,63,602232,597047,1240382,48.55
58.29,PRAFUL MANOHAR BHAI PATEL,BHANDARA,1,INC,M,MAHARASHTRA,325553,567394,558514,869165,65.28
29.0,KHUSHAL PARASRAM BOPCHE,BHANDARA,2,BJP,M,MAHARASHTRA,161995,567394,558514,869165,65.28
8.13,SHAM MANDURKAR,BHANDARA,3,JD,M,MAHARASHTRA,45391,567394,558514,869165,65.28
0.8,DUDHAKUWAR SITUJI RAGHOJI,BHANDARA,4,IND,M,MAHARASHTRA,4463,567394,558514,869165,65.28
0.68,GOPLANI DEVIDAS POHUMAL,BHANDARA,5,DDP,M,MAHARASHTRA,3771,567394,558514,869165,65.28
0.5,TEBHANRE PRAMOD GYANIRAM,BHANDARA,6,IND,M,MAHARASHTRA,2787,567394,558514,869165,65.28
0.45,BHOWATE NANDABAI SHANKARRAO (W),BHANDARA,7,BSP,F,MAHARASHTRA,2538,567394,558514,869165,65.28
0.43,BHAU ANAND WANKHEDE,BHANDARA,8,ICS(SCS),M,MAHARASHTRA,2407,567394,558514,869165,65.28
0.3,DHAGE GULABRAO MAHADEORAO,BHANDARA,9,VPP,M,MAHARASHTRA,1678,567394,558514,869165,65.28
0.23,OZA TEJPRAKASH BHAGIRATH,BHANDARA,10,IND,M,MAHARASHTRA,1273,567394,558514,869165,65.28
0.21,KUKDE NATHUBHAU ALIAS GAJANAN YASHWANTRAOJI,BHANDARA,11,IND,M,MAHARASHTRA,1186,567394,558514,869165,65.28
0.2,BHUSHAN KUMAR FULE,BHANDARA,12,IND,M,MAHARASHTRA,1123,567394,558514,869165,65.28
0.19,DESHKAR SUKRAM MUKA,BHANDARA,13,IND,M,MAHARASHTRA,1083,567394,558514,869165,65.28
0.14,NAGARKAR PRABHAKAR BHIWAJI,BHANDARA,14,IND,M,MAHARASHTRA,803,567394,558514,869165,65.28
0.14,RAHANGDALE KHADAKSINGH MAHADEO,BHANDARA,15,IND,M,MAHARASHTRA,765,567394,558514,869165,65.28
0.12,BANTE BABANRAO BALAJI,BHANDARA,16,IND,M,MAHARASHTRA,677,567394,558514,869165,65.28
0.08,SELOKAR SURYAKANT TIKARAMJI,BHANDARA,17,IND,M,MAHARASHTRA,428,567394,558514,869165,65.28
0.05,MAMASAHEB ALIAS MADANLALJI JODHARAMJI HIRANWAR,BHANDARA,18,IND,M,MAHARASHTRA,306,567394,558514,869165,65.28
0.05,WALTHARE DHANU BHIKAJI,BHANDARA,19,IND,M,MAHARASHTRA,287,567394,558514,869165,65.28
40.58,MUTTEMWAR VILAS BABURAO,CHIMUR,1,INC,M,MAHARASHTRA,238272,596859,587159,924966,64.53
32.4,SHIWANKAR MAHADEORAO SUKAJI,CHIMUR,2,BJP,M,MAHARASHTRA,190263,596859,587159,924966,64.53
21.46,RAJAGADKAR NETAJI TANBAJI,CHIMUR,3,JD,M,MAHARASHTRA,126020,596859,587159,924966,64.53
0.91,NAKADE KESHAORAO TUKARAMJI,CHIMUR,4,IND,M,MAHARASHTRA,5352,596859,587159,924966,64.53
0.84,BRAHMANKAR GOVINDRAO KRUSHNAJI,CHIMUR,5,BSP,M,MAHARASHTRA,4936,596859,587159,924966,64.53
0.74,KHOBRAGADE CHARANDAS PUNDALIK,CHIMUR,6,IND,M,MAHARASHTRA,4350,596859,587159,924966,64.53
0.49,BEHARE DEO PANDHARI,CHIMUR,7,IND,M,MAHARASHTRA,2875,596859,587159,924966,64.53
0.45,NAKTODE BHIWAJI TULSHIRAM,CHIMUR,8,IND,M,MAHARASHTRA,2647,596859,587159,924966,64.53
0.32,MEHSRAM CHARANDAS JAGALUIJI,CHIMUR,9,IND,M,MAHARASHTRA,1859,596859,587159,924966,64.53
0.29,DUFARE DADAJI JAIRAM,CHIMUR,10,IND,M,MAHARASHTRA,1725,596859,587159,924966,64.53
0.28,KEWAT MAHADEO MANIRAM,CHIMUR,11,IND,M,MAHARASHTRA,1628,596859,587159,924966,64.53
0.25,KHADE KALYAN BHADUJI,CHIMUR,12,IND,M,MAHARASHTRA,1489,596859,587159,924966,64.53
0.19,WANKAR MAROTRAO DONUJI,CHIMUR,13,IND,M,MAHARASHTRA,1130,596859,587159,924966,64.53
0.19,KHUNE SHALIKRAM PANDURANG,CHIMUR,14,IND,M,MAHARASHTRA,1100,596859,587159,924966,64.53
0.14,RAMTEKE HANSARAJ YESHWANT,CHIMUR,15,IND,M,MAHARASHTRA,851,596859,587159,924966,64.53
0.11,SAWARKAR SHEKHAR DOMAJI,CHIMUR,16,IND,M,MAHARASHTRA,668,596859,587159,924966,64.53
0.1,DONGARE MANIKRAO GANPAT,CHIMUR,17,IND,M,MAHARASHTRA,594,596859,587159,924966,64.53
0.09,RAMTEKE HARISCHANDRA SADASHIORAO,CHIMUR,18,RPK,M,MAHARASHTRA,526,596859,587159,924966,64.53
0.07,KALE DAMODHAR LAXMANRAO,CHIMUR,19,IND,M,MAHARASHTRA,413,596859,587159,924966,64.53
0.05,SURYAWANSHI SHANIDEO DAJIBA,CHIMUR,20,IND,M,MAHARASHTRA,296,596859,587159,924966,64.53
0.03,SONEKUSARE DAMAYANTIBAI MAHADEORAO (W),CHIMUR,21,IND,F,MAHARASHTRA,165,596859,587159,924966,64.53
41.93,POTDUKHE SHANTARAM,CHANDRAPUR,1,INC,M,MAHARASHTRA,212948,518574,507916,1017275,50.98
24.66,TEMURDE MORESHWAR VITHALRAO,CHANDRAPUR,2,JD,M,MAHARASHTRA,125251,518574,507916,1017275,50.98
24.24,SUDHIR SACCHIDANAND MUNGANTIWAR,CHANDRAPUR,3,BJP,M,MAHARASHTRA,123122,518574,507916,1017275,50.98
4.43,RAGE VISHVESHVAR RAO ATRAM,CHANDRAPUR,4,BRP,M,MAHARASHTRA,22479,518574,507916,1017275,50.98
1.23,NAGPURE SAKHARAM KOLHUJI,CHANDRAPUR,5,BSP,M,MAHARASHTRA,6258,518574,507916,1017275,50.98
0.97,TALANDI BAPU BONDA,CHANDRAPUR,6,IND,M,MAHARASHTRA,4931,518574,507916,1017275,50.98
0.59,SHIRGEWAR VEERA LACHMA,CHANDRAPUR,7,DDP,M,MAHARASHTRA,3022,518574,507916,1017275,50.98
0.45,KEDARI RAVINDRA WILLIAM,CHANDRAPUR,8,IND,M,MAHARASHTRA,2306,518574,507916,1017275,50.98
0.31,BHAVSAR JESHTHAGAURI KESHAVBHAI (W),CHANDRAPUR,9,IND,F,MAHARASHTRA,1552,518574,507916,1017275,50.98
0.28,KHOBRAGADE SHIVRAJ KHUJAJI,CHANDRAPUR,10,IND,M,MAHARASHTRA,1445,518574,507916,1017275,50.98
0.27,BHAGWAN BANSILAL PATIL,CHANDRAPUR,11,JP,M,MAHARASHTRA,1368,518574,507916,1017275,50.98
0.26,JAIRAM MUNIYEN PALLIKODTAR,CHANDRAPUR,12,IND,M,MAHARASHTRA,1325,518574,507916,1017275,50.98
0.15,PANDURANG JAYARAMJI BURELE,CHANDRAPUR,13,IND,M,MAHARASHTRA,783,518574,507916,1017275,50.98
0.1,MADIWAR CHANDU MASTER,CHANDRAPUR,14,IND,M,MAHARASHTRA,521,518574,507916,1017275,50.98
0.08,SHAMRAO VISHNU KHOBRAGADE,CHANDRAPUR,15,IND,M,MAHARASHTRA,406,518574,507916,1017275,50.98
0.04,SHALIKRAM CHINTAMAN BONDRE,CHANDRAPUR,16,IND,M,MAHARASHTRA,199,518574,507916,1017275,50.98
40.81,GHANGARE RAMCHANDRA MAROTRAO,WARDHA,1,CPM,M,MAHARASHTRA,182436,458272,447047,930617,49.24
35.55,SHATHE VASANT PURUSHOTTAM,WARDHA,2,INC,M,MAHARASHTRA,158906,458272,447047,930617,49.24
15.01,ADSAD ARUNBHAU JANARDAN,WARDHA,3,BJP,M,MAHARASHTRA,67100,458272,447047,930617,49.24
4.24,UBALE SHRIKRUSHNA CHAMPATRAO,WARDHA,4,BSP,M,MAHARASHTRA,18958,458272,447047,930617,49.24
1.24,AGLAWE VIJAY NAGORAO,WARDHA,5,IND,M,MAHARASHTRA,5541,458272,447047,930617,49.24
0.7,KHADSE SHRIRANG SHAMRAO,WARDHA,6,IND,M,MAHARASHTRA,3123,458272,447047,930617,49.24
0.37,GURNULE RAMDAS MAROTRA,WARDHA,7,DDP,M,MAHARASHTRA,1658,458272,447047,930617,49.24
0.34,UKE SHESHRAO NAMDEO,WARDHA,8,IND,M,MAHARASHTRA,1513,458272,447047,930617,49.24
0.32,KOHALE ARUN GANPATRAO,WARDHA,9,IND,M,MAHARASHTRA,1448,458272,447047,930617,49.24
0.23,KALE VISHWASRAO BAPURAOJI,WARDHA,10,IND,M,MAHARASHTRA,1048,458272,447047,930617,49.24
0.23,RANGARE BHAGWAN HARIBHAU,WARDHA,11,IND,M,MAHARASHTRA,1025,458272,447047,930617,49.24
0.19,CHIDAM NARAYANRAO RAMAJI,WARDHA,12,IND,M,MAHARASHTRA,850,458272,447047,930617,49.24
0.16,HENDWE BABARAO UDEBHAN,WARDHA,13,IND,M,MAHARASHTRA,694,458272,447047,930617,49.24
0.15,MADAVI MAHADEORAO DHONDBAJI,WARDHA,14,IND,M,MAHARASHTRA,652,458272,447047,930617,49.24
0.14,YADAORAO BUDHAJI TEMBHURNE,WARDHA,15,RPK,M,MAHARASHTRA,609,458272,447047,930617,49.24
0.11,RAMTEKE PRAKASH BAKHARAM,WARDHA,16,IND,M,MAHARASHTRA,485,458272,447047,930617,49.24
0.1,SHEIKH WAJIRBHAI SHEIKH UMARSAHAB,WARDHA,17,IND,M,MAHARASHTRA,469,458272,447047,930617,49.24
0.06,SUDHAKAR BALAJI DANGAT,WARDHA,18,IND,M,MAHARASHTRA,274,458272,447047,930617,49.24
0.06,NANALAL MAGANLAL MANDVIYA,WARDHA,19,IND,M,MAHARASHTRA,258,458272,447047,930617,49.24
43.91,UTTAMRAO DEORAO PATIL,YAVATMAL,1,INC,M,MAHARASHTRA,187861,433792,427873,896047,48.41
27.33,OLE PATIL NARAYAN SITARAM,YAVATMAL,2,JD,M,MAHARASHTRA,116931,433792,427873,896047,48.41
21.52,RAJENDRA ALIAS RAJABHAU GANESHRAO THAKRE,YAVATMAL,3,BJP,M,MAHARASHTRA,92064,433792,427873,896047,48.41
1.33,DHOTE JAMBUWANTRAO BAPURAOJI,YAVATMAL,4,JP,M,MAHARASHTRA,5704,433792,427873,896047,48.41
0.95,DASHRATH PANDURANG MADAVI,YAVATMAL,5,BSP,M,MAHARASHTRA,4079,433792,427873,896047,48.41
0.88,CHANDRAKANT KATTATRAYA RUIKAR,YAVATMAL,6,IND,M,MAHARASHTRA,3765,433792,427873,896047,48.41
0.54,MANDALE DAMODAR BHIMAJI,YAVATMAL,7,IND,M,MAHARASHTRA,2298,433792,427873,896047,48.41
0.53,YADAO RAMKRISHNA LOMATE,YAVATMAL,8,DDP,M,MAHARASHTRA,2264,433792,427873,896047,48.41
0.44,BUCHAKE GOVINDRAO PUNJAJI,YAVATMAL,9,IND,M,MAHARASHTRA,1873,433792,427873,896047,48.41
0.41,GANESH NARAYAN CHAVHAN,YAVATMAL,10,IND,M,MAHARASHTRA,1747,433792,427873,896047,48.41
0.4,TIWARI RAJKISHOR MATASARAN,YAVATMAL,11,LKD,M,MAHARASHTRA,1722,433792,427873,896047,48.41
0.33,NEWARE RAMKRISHNA DAMAJI,YAVATMAL,12,IND,M,MAHARASHTRA,1430,433792,427873,896047,48.41
0.28,CHAWHAN MOHANSINGH TIKARAM,YAVATMAL,13,IND,M,MAHARASHTRA,1219,433792,427873,896047,48.41
0.23,KHANDEDIYA NAVINCHANDRA MOHANLAL,YAVATMAL,14,IND,M,MAHARASHTRA,976,433792,427873,896047,48.41
0.15,MOHADE GULAB BAPURAO,YAVATMAL,15,IND,M,MAHARASHTRA,638,433792,427873,896047,48.41
0.14,GEDEKAR PREMANAND KARUJI,YAVATMAL,16,IND,M,MAHARASHTRA,620,433792,427873,896047,48.41
0.11,AHIR JAINARAYAN BHAIRAVPRASAD,YAVATMAL,17,IND,M,MAHARASHTRA,475,433792,427873,896047,48.41
0.1,BABARAO DUDHARAM CHAVHAN,YAVATMAL,18,IND,M,MAHARASHTRA,431,433792,427873,896047,48.41
0.07,RAJGADKAR BAPURAO SOMAJI,YAVATMAL,19,IND,M,MAHARASHTRA,316,433792,427873,896047,48.41
0.07,PRALHAD KRISHNARAO REBHE,YAVATMAL,20,IND,M,MAHARASHTRA,313,433792,427873,896047,48.41
0.06,PRAKASH RAMRAO GANDALE,YAVATMAL,21,IND,M,MAHARASHTRA,260,433792,427873,896047,48.41
0.06,PANJABRAO MAHADEORAO SAWAIMUL,YAVATMAL,22,IND,M,MAHARASHTRA,257,433792,427873,896047,48.41
0.06,REKHA GULABRAO SAVASAKADE (W),YAVATMAL,23,IND,F,MAHARASHTRA,251,433792,427873,896047,48.41
0.04,YEDSIKAR VIMAL W/O ANANTA (W),YAVATMAL,24,IND,F,MAHARASHTRA,187,433792,427873,896047,48.41
0.03,PANDE SHRIRAM GUNAJI,YAVATMAL,25,IND,M,MAHARASHTRA,110,433792,427873,896047,48.41
0.02,SHAILENDRA NARENDRA TAYADE,YAVATMAL,26,IND,M,MAHARASHTRA,82,433792,427873,896047,48.41
32.41,GUNDEWAR VILASRAO NAGNATHRAO,HINGOLI,1,SHS,M,MAHARASHTRA,145800,459907,449845,942014,48.82
31.57,UTTAM RATHOD,HINGOLI,2,INC,M,MAHARASHTRA,142007,459907,449845,942014,48.82
30.7,D.B. PAWAR,HINGOLI,3,JD,M,MAHARASHTRA,138123,459907,449845,942014,48.82
1.18,PATIL PANDURANGRAO DAJIBARAO,HINGOLI,4,IND,M,MAHARASHTRA,5324,459907,449845,942014,48.82
1.11,CHIRMADE MADHUKAR TULSHIRAM,HINGOLI,5,DDP,M,MAHARASHTRA,5010,459907,449845,942014,48.82
0.84,C.S. BAHETI,HINGOLI,6,ICS(SCS),M,MAHARASHTRA,3776,459907,449845,942014,48.82
0.52,PAWAR HARISHCHANDRA GOPICHANDRA,HINGOLI,7,JP,M,MAHARASHTRA,2342,459907,449845,942014,48.82
0.47,BHARAT BHUSHAN MAHIKULAL KURIL,HINGOLI,8,BSP,M,MAHARASHTRA,2124,459907,449845,942014,48.82
0.4,RAUT SAHEBRAO GANPAT,HINGOLI,9,IND,M,MAHARASHTRA,1778,459907,449845,942014,48.82
0.31,KANHAYALAL INDULAL MAHESHWARI,HINGOLI,10,IND,M,MAHARASHTRA,1403,459907,449845,942014,48.82
0.25,DEBAJI PRALHADRAO ASHRUJI,HINGOLI,11,IND,M,MAHARASHTRA,1115,459907,449845,942014,48.82
0.16,ARUN RAMCHANDRA CHAVAN,HINGOLI,12,IND,M,MAHARASHTRA,704,459907,449845,942014,48.82
0.08,PADGHAN GANESH KISAN,HINGOLI,13,IND,M,MAHARASHTRA,339,459907,449845,942014,48.82
51.07,SURYAKANTS PATIL (W),NANDED,1,INC,F,MAHARASHTRA,251021,500142,491532,1082908,46.19
24.14,D.R. DESHMUKH,NANDED,2,SHS,M,MAHARASHTRA,118659,500142,491532,1082908,46.19
